Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30000909	30000909	[单挑boss-大电球]中级4			0.15	15	1	10	300009090			0|0|0			0|0|0		
30000910	30000910	[单挑boss-大电球]中级5			0.15	15	1	10	300009100			0|0|0			0|0|0		
30000911	30000911	[单挑boss-大电球]高级1			0.15	15	1	10	300009110			0|0|0			0|0|0		
30000912	30000912	[单挑boss-大电球]高级2			0.15	15	1	10	300009120			0|0|0			0|0|0		
30000913	30000913	[单挑boss-大电球]高级3			0.15	15	1	10	300009130			0|0|0			0|0|0		
30000914	30000914	[单挑boss-大电球]高级4			0.15	15	1	10	300009140			0|0|0			0|0|0		
30000915	30000915	[单挑boss-大电球]高级5			0.15	15	1	10	300009150			0|0|0			0|0|0		
30001001	30001001	【单挑boss-罗塞塔（人形）】难度1			0.15	15	39	10	300010010			0|0|0			0|0|0		
30001002	30001002	【单挑boss-罗塞塔（人形）】难度2			0.15	15	39	10	300010020			0|0|0			0|0|0		
30001003	30001003	【单挑boss-罗塞塔（人形）】难度3			0.15	15	39	10	300010030			0|0|0			0|0|0		
30001004	30001004	【单挑boss-罗塞塔（人形）】难度4			0.15	15	39	10	300010040			0|0|0			0|0|0		
30001005	30001005	【单挑boss-罗塞塔（人形）】难度5			0.15	15	39	10	300010050			0|0|0			0|0|0		
