Id	Type	Params[1]	Params[2]	Params[3]	Desc
1602	13103	14			等级到达14级
1603	13103	18			等级到达18级
1604	13103	22			等级到达22级
1605	13103	26			等级到达26级
1606	13103	30			等级到达30级
1607	13103	34			等级到达34级
1608	13103	38			等级到达38级
1609	13103	42			等级到达42级
1610	13103	46			等级到达46级
1611	13103	50			等级到达50级
1612	13103	54			等级到达54级
1613	13103	58			等级到达58级
1614	13103	62			等级到达62级
1615	13103	66			等级到达66级
1616	13103	70			等级到达70级
1617	13103	74			等级到达74级
1618	13103	78			等级到达78级
1701	13103	1			等级到达1级
1702	13103	16			等级到达16级
1703	13103	20			等级到达20级
1704	13103	24			等级到达24级
1705	13103	28			等级到达28级
1706	13103	32			等级到达32级
1707	13103	36			等级到达36级
1708	13103	40			等级到达40级
1709	13103	44			等级到达44级
1710	13103	48			等级到达48级
1711	13103	52			等级到达52级
1712	13103	56			等级到达56级
1713	13103	60			等级到达60级
1714	13103	64			等级到达64级
1715	13103	68			等级到达68级
1716	13103	72			等级到达72级
1717	13103	76			等级到达76级
1718	13103	80			等级到达80级
1800	13105	1	0		构造体品质为B
1801	13105	2	0		构造体品质到达A
1802	13105	3	0		构造体品质到达S
1803	13105	4	0		构造体品质到达SS
1804	13105	5	0		构造体品质到达SSS
1805	13105	6	0		构造体品质到达SSS+
5000	10101	5			指挥官等级到达5级
5001	10101	40			指挥官等级到达40级
5002	10101	55			指挥官等级到达55级
5003	10101	70			指挥官等级到达70级
6000	10101	15			指挥官等级到达31级
6001	10101	38			指挥官等级到达38级
6002	10101	45			指挥官等级到达45级
6003	10101	47			指挥官等级到达47级
6004	10101	49			指挥官等级到达49级
6005	10101	51			指挥官等级到达51级
6006	10101	53			指挥官等级到达53级
6007	10101	55			指挥官等级到达55级
18108001	18108	20	1		派遣达到20级的构造体
18108002	18108	15	1		派遣达到15级的构造体
18108003	18108	10	1		派遣达到10级的构造体
18108004	18108	10	1		派遣达到10级的构造体
18108005	18108	10	1		派遣达到10级的构造体
18108006	18108	20	1		派遣达到20级的构造体
18108007	18108	15	1		派遣达到15级的构造体
18108008	18108	10	1		派遣达到10级的构造体
18108009	18108	10	1		派遣达到10级的构造体
18108010	18108	30	1		派遣达到30级的构造体
18108011	18108	23	1		派遣达到23级的构造体
18108012	18108	15	1		派遣达到15级的构造体
18108013	18108	15	1		派遣达到15级的构造体
18108014	18108	30	1		派遣达到30级的构造体
18108015	18108	23	1		派遣达到23级的构造体
18108016	18108	15	1		派遣达到15级的构造体
18108017	18108	15	1		派遣达到15级的构造体
18108018	18108	30	1		派遣达到30级的构造体
18108019	18108	23	1		派遣达到23级的构造体
18108020	18108	15	1		派遣达到15级的构造体
18108021	18108	15	1		派遣达到15级的构造体
18108022	18108	40	1		派遣达到40级的构造体
18108023	18108	30	1		派遣达到30级的构造体
18108024	18108	20	1		派遣达到20级的构造体
18108025	18108	20	1		派遣达到20级的构造体
18108026	18108	40	1		派遣达到40级的构造体
18108027	18108	30	1		派遣达到30级的构造体
18108028	18108	20	1		派遣达到20级的构造体
18108029	18108	20	1		派遣达到20级的构造体
18108030	18108	40	1		派遣达到40级的构造体
18108031	18108	30	1		派遣达到30级的构造体
18108032	18108	20	1		派遣达到20级的构造体
18108033	18108	20	1		派遣达到20级的构造体
18108034	18108	40	1		派遣达到40级的构造体
18108035	18108	30	1		派遣达到30级的构造体
18108036	18108	20	1		派遣达到20级的构造体
18108037	18108	20	1		派遣达到20级的构造体
18106001	18106	1600	1		派遣达到1600战力的构造体
18106002	18106	1200	1		派遣达到1200战力的构造体
18106003	18106	1000	1		派遣达到1000战力的构造体
18106004	18106	600	1		派遣达到600战力的构造体
18106005	18106	2000	1		派遣达到2000战力的构造体
18106006	18106	1600	1		派遣达到1600战力的构造体
18106007	18106	1200	1		派遣达到1200战力的构造体
18106008	18106	800	1		派遣达到800战力的构造体
18106009	18106	2800	1		派遣达到2800战力的构造体
18106010	18106	2200	1		派遣达到2200战力的构造体
18106011	18106	1600	1		派遣达到1600战力的构造体
18106012	18106	1000	1		派遣达到1000战力的构造体
18106013	18106	2800	1		派遣达到2800战力的构造体
18106014	18106	2200	1		派遣达到2200战力的构造体
18106015	18106	1600	1		派遣达到1600战力的构造体
18106016	18106	1000	1		派遣达到1000战力的构造体
18106017	18106	4000	1		派遣达到4000战力的构造体
18106018	18106	3200	1		派遣达到3200战力的构造体
18106019	18106	2400	1		派遣达到2400战力的构造体
18106020	18106	1600	1		派遣达到1600战力的构造体
18106021	18106	4000	1		派遣达到4000战力的构造体
18106022	18106	3200	1		派遣达到3200战力的构造体
18106023	18106	2400	1		派遣达到2400战力的构造体
18106024	18106	1600	1		派遣达到1600战力的构造体
18109001	18109	1	1		派遣1个性别为女的构造体
18109002	18109	1	1		派遣1个性别为女的构造体
18109003	18109	2	1		派遣1个性别为男的构造体
18109004	18109	2	1		派遣1个性别为男的构造体
18109005	18109	1	1		派遣1个性别为女的构造体
18109006	18109	1	1		派遣1个性别为女的构造体
18109007	18109	2	1		派遣1个性别为男的构造体
18109008	18109	2	1		派遣1个性别为男的构造体
18109009	18109	1	1		派遣1个性别为女的构造体
18109010	18109	1	1		派遣1个性别为女的构造体
18109011	18109	2	2		派遣2个性别为男的构造体
18109012	18109	2	2		派遣2个性别为男的构造体
18109013	18109	1	2		派遣2个性别为女的构造体
18109014	18109	1	2		派遣2个性别为女的构造体
18109015	18109	2	2		派遣2个性别为男的构造体
18109016	18109	2	2		派遣2个性别为男的构造体
18109017	18109	1	2		派遣2个性别为女的构造体
18109018	18109	1	2		派遣2个性别为女的构造体
18109019	18109	2	2		派遣2个性别为男的构造体
18109020	18109	2	2		派遣2个性别为男的构造体
18110001	18110	1021001	1		派遣露西亚·红莲
18110002	18110	1021001	1		派遣露西亚·红莲
18110003	18110	1031001	1		派遣丽芙·蚀暗
18110004	18110	1031001	1		派遣丽芙·蚀暗
18110005	18110	1051001	1		派遣七实·风暴
18110006	18110	1051001	1		派遣七实·风暴
18110007	18110	1011002	1		派遣里·异火
18110008	18110	1011002	1		派遣里·异火
18110009	18110	1041002	1		派遣比安卡·零度
18110010	18110	1061002	1		派遣神威·重能
18110011	18110	1071002	1		派遣丽芙·仰光
18110012	18110	1081002	1		派遣丽芙·仰光
18110013	18110	1021002	1		派遣露西亚·红莲
18110014	18110	1031002	1		派遣丽芙·蚀暗
18110015	18110	1061003	1		派遣神威·暗能
18110016	18110	1031003	1		派遣丽芙·蚀暗
18105001	18105	1	1		派遣1个兵种为进攻型的构造体
18105002	18105	1	1		派遣1个兵种为进攻型的构造体
18105003	18105	2	1		派遣1个兵种为装甲型的构造体
18105004	18105	3	1		派遣1个兵种为辅助型的构造体
18105005	18105	1	1		派遣1个兵种为进攻型的构造体
18105006	18105	1	1		派遣1个兵种为进攻型的构造体
18105007	18105	2	1		派遣1个兵种为装甲型的构造体
18105008	18105	3	1		派遣1个兵种为辅助型的构造体
18105009	18105	1	1		派遣1个兵种为进攻型的构造体
18105010	18105	1	1		派遣1个兵种为进攻型的构造体
18105011	18105	2	1		派遣1个兵种为装甲型的构造体
18105012	18105	3	1		派遣1个兵种为辅助型的构造体
18107001	18107	2	2		派遣2个品质为A的构造体
18107002	18107	2	2		派遣2个品质为A的构造体
18107003	18107	2	2		派遣2个品质为A的构造体
18107004	18107	2	2		派遣2个品质为A的构造体
18107005	18107	3	2		派遣2个品质为S的构造体
18107006	18107	3	2		派遣2个品质为S的构造体
18107007	18107	3	2		派遣2个品质为S的构造体
18107008	18107	3	2		派遣2个品质为S的构造体
60000	13103	1			构造体等级达到1级
60001	13103	10			构造体等级达到10级
60002	13103	14			构造体等级达到14级
60003	13103	18			构造体等级达到18级
60004	13103	22			构造体等级达到22级
60005	13103	26			构造体等级达到26级
60006	13103	30			构造体等级达到30级
60007	13103	34			构造体等级达到34级
60008	13103	38			构造体等级达到38级
60009	13103	42			构造体等级达到42级
60010	13103	46			构造体等级达到46级
60011	13103	50			构造体等级达到50级
60012	13103	54			构造体等级达到54级
60013	13103	58			构造体等级达到58级
60014	13103	62			构造体等级达到62级
60015	13103	66			构造体等级达到66级
60016	13103	70			构造体等级达到70级
60017	13103	74			构造体等级达到74级
60100	13103	1			构造体等级达到1级
60101	13103	12			构造体等级达到12级
60102	13103	16			构造体等级达到16级
60103	13103	20			构造体等级达到20级
60104	13103	24			构造体等级达到24级
60105	13103	28			构造体等级达到28级
60106	13103	32			构造体等级达到32级
60107	13103	36			构造体等级达到36级
60108	13103	40			构造体等级达到40级
60109	13103	44			构造体等级达到44级
60110	13103	48			构造体等级达到48级
60111	13103	52			构造体等级达到52级
60112	13103	56			构造体等级达到56级
60113	13103	60			构造体等级达到60级
60114	13103	64			构造体等级达到64级
60115	13103	68			构造体等级达到68级
60116	13103	72			构造体等级达到72级
60117	13103	76			构造体等级达到76级
60200	13103	1			构造体等级达到1级
60201	13103	14			构造体等级达到14级
60202	13103	18			构造体等级达到18级
60203	13103	22			构造体等级达到22级
60204	13103	26			构造体等级达到26级
60205	13103	30			构造体等级达到30级
60206	13103	34			构造体等级达到34级
60207	13103	38			构造体等级达到38级
60208	13103	42			构造体等级达到42级
60209	13103	46			构造体等级达到46级
60210	13103	50			构造体等级达到50级
60211	13103	54			构造体等级达到54级
60212	13103	58			构造体等级达到58级
60213	13103	62			构造体等级达到62级
60214	13103	66			构造体等级达到66级
60215	13103	70			构造体等级达到70级
60216	13103	74			构造体等级达到74级
60217	13103	78			构造体等级达到78级
60300	13103	1			构造体等级达到1级
60301	13103	16			拥有S品级且等级到达16级
60302	13103	20			拥有S品级且等级到达20级
60303	13103	24			拥有S品级且等级到达24级
60304	13103	28			拥有S品级且等级到达28级
60305	13103	32			拥有S品级且等级到达32级
60306	13103	36			拥有S品级且等级到达36级
60307	13103	40			拥有S品级且等级到达40级
60308	13103	44			拥有S品级且等级到达44级
60309	13103	48			拥有S品级且等级到达48级
60310	13103	52			拥有S品级且等级到达52级
60311	13103	56			拥有S品级且等级到达56级
60312	13103	60			拥有S品级且等级到达60级
60313	13103	64			拥有S品级且等级到达64级
60314	13103	68			拥有S品级且等级到达68级
60315	13103	72			拥有S品级且等级到达72级
60316	13103	76			拥有S品级且等级到达76级
60317	13103	80			拥有S品级且等级到达80级
60400	11102	1011002	4		异火达到终阶解放
60401	11102	1021001	4		红莲达到终阶解放
60402	11102	1031001	4		蚀暗达到终阶解放
60403	11102	1041002	4		零度达到终阶解放
60404	11102	1051001	4		风暴达到终阶解放
60405	11102	1061002	4		重能达到终阶解放
60406	11102	1071002	4		爆裂达到终阶解放
60407	11102	1081002	4		夜刃达到终阶解放
60408	11102	1021002	4		黎明达到终阶解放
60409	11102	1031002	4		流光达到终阶解放
60410	11102	1031003	4		仰光达到终阶解放
60411	11102	1061003	4		暗能达到终阶解放
60412	11102	1011003	4		乱数达到终阶解放
60413	11102	1071003	4		烬燃达到终阶解放
60414	11102	1051003	4		脉冲达到终阶解放
61001	13105	1	0		构造体品质为B
61002	13105	2	0		构造体品质到达A
61003	13105	3	0		构造体品质到达S
61004	13105	4	0		构造体品质到达SS
61005	13105	5	0		构造体品质到达SSS
61006	13105	6	0		构造体品质到达SSS+
61301	13105	3	0		拥有S品级且等级到达16级
61302	13105	3	0		拥有S品级且等级到达20级
61303	13105	3	0		拥有S品级且等级到达24级
61304	13105	3	0		拥有S品级且等级到达28级
61305	13105	3	0		拥有S品级且等级到达32级
61306	13105	3	0		拥有S品级且等级到达36级
61307	13105	3	0		拥有S品级且等级到达40级
61308	13105	3	0		拥有S品级且等级到达44级
61309	13105	3	0		拥有S品级且等级到达48级
61310	13105	3	0		拥有S品级且等级到达52级
61311	13105	3	0		拥有S品级且等级到达56级
61312	13105	3	0		拥有S品级且等级到达60级
61313	13105	3	0		拥有S品级且等级到达64级
61314	13105	3	0		拥有S品级且等级到达68级
61315	13105	3	0		拥有S品级且等级到达72级
61316	13105	3	0		拥有S品级且等级到达76级
61317	13105	3	0		拥有S品级且等级到达80级
70001	10105	10010203			通关普通剧情1-7副本
70002	10105	10010302			通关普通剧情1-10副本
70003	10105	10010304			通关普通剧情1-12副本
70004	10105	10020103			通关普通剧情2-3副本
70005	10105	10020104			通关普通剧情2-4副本
70006	10105	10020204			通关普通剧情2-8副本
70007	10105	10020301			通关普通剧情2-9副本
70008	10105	10020303			通关普通剧情2-11副本
70009	10105	10020304			通关普通剧情2-12副本
70010	10105	11010105			通关隐藏剧情1-5副本
70011	10105	10030101			通关普通剧情3-1副本
70012	10105	10030103			通关普通剧情3-3副本
70013	10101	50			指挥官等级达到50级
70014	10105	10030204			通关普通剧情3-8副本
70015	10105	10030302			通关普通剧情3-10副本
70016	10105	11020101			通关隐藏剧情2-1副本
70017	10101	200			通关隐藏剧情2-4副本
70018	10105	10040102			通关普通剧情4-2副本
70019	10105	10040204			通关普通剧情4-8副本
70020	10105	10050203			通关普通剧情5-7副本
70021	10101	60			指挥官等级达到60级
70022	10101	65			指挥官等级达到65级
70101	10105	10010102			通关普通剧情1-2副本
70102	10105	10010103			通关普通剧情1-3副本
70103	10105	10010104			通关普通剧情1-4副本
70104	10105	10010202			通关普通剧情1-6副本
70105	10105	10010204			通关普通剧情1-8副本
70106	10105	10020101			通关普通剧情2-1副本
70107	10105	10020201			通关普通剧情2-5副本
70108	10105	10020202			通关普通剧情2-6副本
70109	10105	11010102			通关隐藏剧情1-2副本
70110	10105	10030203			通关普通剧情3-7副本
70111	10105	10020102			通关普通剧情2-2副本
70112	10105	10030102			通关普通剧情3-2副本
70113	10105	12020303			通关据点战第2章
70114	10105	12030303			通关据点战第3章
70115	10105	12040303			通关据点战第4章
70116	10105	12050303			通关据点战第5章
70117	10105	12060303			通关据点战第6章
70118	10105	12070303			通关据点战第7章
70119	10105	12010302			通关据点战第1章
770100	10105	10010202			通关普通剧情1-6副本后开启
770200	10101	1			指挥官等级达到1级开启
770300	10105	10010204			通关普通剧情1-8副本后开启
770400	10105	10010304			通关普通剧情1-12副本后开启
770500	10105	10010302			通关普通剧情1-10副本后开启
770600	10105	10030202			通关普通剧情3-6副本后开启
770700	10105	10030201			通关普通剧情3-5副本后开启
770800	10101	200			指挥官等级达到200级开启
770900	10105	10040102			通关普通剧情4-2副本后开启
771000	10105	10020103			通关普通剧情2-3副本后开启
771100	10105	10020103			通关普通剧情2-3副本后开启
771200	10101	200			指挥官等级达到200级开启
771300	10105	10030203			通关普通剧情3-7副本后开启
771400	10105	10020304			通关普通剧情2-12副本后开启
771500	10101	60			指挥官等级达到60级开启
771501	10109	4	3000		拥有4个3000战力以上的构造体开启
771600	10101	200			指挥官等级达到200级开启
771700	10105	10050203			通关普通剧情5-7副本后开启
771800	10105	10040204			通关普通剧情4-8副本后开启
771900	10101	50			指挥官等级达到50级开启
772000	10101	50			指挥官等级达到50级开启
772100	10105	10030201			通关普通剧情3-5副本后开启
772200	10105	10030201			通关普通剧情3-5副本后开启
