Id	StageId	ChallengeId	NpcId[1]	NpcLevel[1]	NpcId[2]	NpcLevel[2]	NpcId[3]	NpcLevel[3]	NpcId[4]	NpcLevel[4]	NpcId[5]	NpcLevel[5]	NpcId[6]	NpcLevel[6]	NpcId[7]	NpcLevel[7]	NpcId[8]	NpcLevel[8]	NpcId[9]	NpcLevel[9]	NpcId[10]	NpcLevel[10]	NpcId[11]	NpcLevel[11]	NpcId[12]	NpcLevel[12]	NpcId[13]	NpcLevel[13]	NpcId[14]	NpcLevel[14]	NpcId[15]	NpcLevel[15]	NpcId[16]	NpcLevel[16]	NpcId[17]	NpcLevel[17]	NpcId[18]	NpcLevel[18]	NpcId[19]	NpcLevel[19]	NpcId[20]	NpcLevel[20]	NpcId[21]	NpcLevel[21]	NpcId[22]	NpcLevel[22]	NpcId[23]	NpcLevel[23]	NpcId[24]	NpcLevel[24]	NpcId[25]	NpcLevel[25]	NpcId[26]	NpcLevel[26]	NpcId[27]	NpcLevel[27]	NpcId[28]	NpcLevel[28]	NpcId[29]	NpcLevel[29]	NpcId[30]	NpcLevel[30]	NpcId[31]	NpcLevel[31]	NpcId[32]	NpcLevel[32]	NpcId[33]	NpcLevel[33]	NpcId[34]	NpcLevel[34]	NpcId[35]	NpcLevel[35]	NpcId[36]	NpcLevel[36]	NpcId[37]	NpcLevel[37]	NpcId[38]	NpcLevel[38]	NpcId[39]	NpcLevel[39]
12	30080101	6	92030	179	92090	179	92100	179	92150	179	92160	179	91030	179	91090	179	91100	179	91110	179	91120	179	91150	179	91160	179	91170	179	91180	179	91210	179	90170	238	90180	238	90210	238	90250	238	90260	238	90330	238	90340	238	90350	238	90360	238	90370	238	90410	238	90440	238	90400	238	90430	238	90420	238	81200	248	81500	248	90030	248	90100	248	90120	248	90150	248	90090	248	90110	248	90160	248
13	30080101	9	92030	223	92090	223	92100	223	92150	223	92160	223	91030	223	91090	223	91100	223	91110	223	91120	223	91150	223	91160	223	91170	223	91180	223	91210	223	90170	296	90180	296	90210	296	90250	296	90260	296	90330	296	90340	296	90350	296	90360	296	90370	296	90410	296	90440	296	90400	296	90430	296	90420	296	81200	308	81500	308	90030	308	90100	308	90120	308	90150	308	90090	308	90110	308	90160	308
14	30080101	12	92030	239	92090	239	92100	239	92150	239	92160	239	91030	239	91090	239	91100	239	91110	239	91120	239	91150	239	91160	239	91170	239	91180	239	91210	239	90170	318	90180	318	90210	318	90250	318	90260	318	90330	318	90340	318	90350	318	90360	318	90370	318	90410	318	90440	318	90400	318	90430	318	90420	318	81200	331	81500	331	90030	331	90100	331	90120	331	90150	331	90090	331	90110	331	90160	331
15	30080101	15	92030	253	92090	253	92100	253	92150	253	92160	253	91030	253	91090	253	91100	253	91110	253	91120	253	91150	253	91160	253	91170	253	91180	253	91210	253	90170	337	90180	337	90210	337	90250	337	90260	337	90330	337	90340	337	90350	337	90360	337	90370	337	90410	337	90440	337	90400	337	90430	337	90420	337	81200	351	81500	351	90030	351	90100	351	90120	351	90150	351	90090	351	90110	351	90160	351
16	30080102	1	92030	39	92090	39	92100	39	92150	39	92160	39	91030	39	91090	39	91100	39	91110	39	91120	39	91150	39	91160	39	91170	39	91180	39	91210	39	90170	66	90180	66	90210	66	90250	66	90260	66	90330	66	90340	66	90350	66	90360	66	90370	66	90410	66	90440	66	90400	66	90430	66	90420	66	81200	69	81500	69	90030	69	90100	69	90120	69	90150	69	90090	69	90110	69	90160	69
17	30080102	4	92030	60	92090	60	92100	60	92150	60	92160	60	91030	60	91090	60	91100	60	91110	60	91120	60	91150	60	91160	60	91170	60	91180	60	91210	60	90170	79	90180	79	90210	79	90250	79	90260	79	90330	79	90340	79	90350	79	90360	79	90370	79	90410	79	90440	79	90400	79	90430	79	90420	79	81200	82	81500	82	90030	82	90100	82	90120	82	90150	82	90090	82	90110	82	90160	82
18	30080102	7	92030	79	92090	79	92100	79	92150	79	92160	79	91030	79	91090	79	91100	79	91110	79	91120	79	91150	79	91160	79	91170	79	91180	79	91210	79	90170	105	90180	105	90210	105	90250	105	90260	105	90330	105	90340	105	90350	105	90360	105	90370	105	90410	105	90440	105	90400	105	90430	105	90420	105	81200	109	81500	109	90030	109	90100	109	90120	109	90150	109	90090	109	90110	109	90160	109
19	30080102	10	92030	88	92090	88	92100	88	92150	88	92160	88	91030	88	91090	88	91100	88	91110	88	91120	88	91150	88	91160	88	91170	88	91180	88	91210	88	90170	116	90180	116	90210	116	90250	116	90260	116	90330	116	90340	116	90350	116	90360	116	90370	116	90410	116	90440	116	90400	116	90430	116	90420	116	81200	121	81500	121	90030	121	90100	121	90120	121	90150	121	90090	121	90110	121	90160	121
20	30080102	13	92030	95	92090	95	92100	95	92150	95	92160	95	91030	95	91090	95	91100	95	91110	95	91120	95	91150	95	91160	95	91170	95	91180	95	91210	95	90170	126	90180	126	90210	126	90250	126	90260	126	90330	126	90340	126	90350	126	90360	126	90370	126	90410	126	90440	126	90400	126	90430	126	90420	126	81200	132	81500	132	90030	132	90100	132	90120	132	90150	132	90090	132	90110	132	90160	132
21	30080102	2	92030	102	92090	102	92100	102	92150	102	92160	102	91030	102	91090	102	91100	102	91110	102	91120	102	91150	102	91160	102	91170	102	91180	102	91210	102	90170	135	90180	135	90210	135	90250	135	90260	135	90330	135	90340	135	90350	135	90360	135	90370	135	90410	135	90440	135	90400	135	90430	135	90420	135	81200	141	81500	141	90030	141	90100	141	90120	141	90150	141	90090	141	90110	141	90160	141
22	30080102	5	92030	119	92090	119	92100	119	92150	119	92160	119	91030	119	91090	119	91100	119	91110	119	91120	119	91150	119	91160	119	91170	119	91180	119	91210	119	90170	158	90180	158	90210	158	90250	158	90260	158	90330	158	90340	158	90350	158	90360	158	90370	158	90410	158	90440	158	90400	158	90430	158	90420	158	81200	165	81500	165	90030	165	90100	165	90120	165	90150	165	90090	165	90110	165	90160	165
23	30080102	8	92030	141	92090	141	92100	141	92150	141	92160	141	91030	141	91090	141	91100	141	91110	141	91120	141	91150	141	91160	141	91170	141	91180	141	91210	141	90170	187	90180	187	90210	187	90250	187	90260	187	90330	187	90340	187	90350	187	90360	187	90370	187	90410	187	90440	187	90400	187	90430	187	90420	187	81200	195	81500	195	90030	195	90100	195	90120	195	90150	195	90090	195	90110	195	90160	195
24	30080102	11	92030	159	92090	159	92100	159	92150	159	92160	159	91030	159	91090	159	91100	159	91110	159	91120	159	91150	159	91160	159	91170	159	91180	159	91210	159	90170	211	90180	211	90210	211	90250	211	90260	211	90330	211	90340	211	90350	211	90360	211	90370	211	90410	211	90440	211	90400	211	90430	211	90420	211	81200	220	81500	220	90030	220	90100	220	90120	220	90150	220	90090	220	90110	220	90160	220
25	30080102	14	92030	174	92090	174	92100	174	92150	174	92160	174	91030	174	91090	174	91100	174	91110	174	91120	174	91150	174	91160	174	91170	174	91180	174	91210	174	90170	232	90180	232	90210	232	90250	232	90260	232	90330	232	90340	232	90350	232	90360	232	90370	232	90410	232	90440	232	90400	232	90430	232	90420	232	81200	241	81500	241	90030	241	90100	241	90120	241	90150	241	90090	241	90110	241	90160	241
26	30080102	3	92030	156	92090	156	92100	156	92150	156	92160	156	91030	156	91090	156	91100	156	91110	156	91120	156	91150	156	91160	156	91170	156	91180	156	91210	156	90170	208	90180	208	90210	208	90250	208	90260	208	90330	208	90340	208	90350	208	90360	208	90370	208	90410	208	90440	208	90400	208	90430	208	90420	208	81200	216	81500	216	90030	216	90100	216	90120	216	90150	216	90090	216	90110	216	90160	216
27	30080102	6	92030	179	92090	179	92100	179	92150	179	92160	179	91030	179	91090	179	91100	179	91110	179	91120	179	91150	179	91160	179	91170	179	91180	179	91210	179	90170	238	90180	238	90210	238	90250	238	90260	238	90330	238	90340	238	90350	238	90360	238	90370	238	90410	238	90440	238	90400	238	90430	238	90420	238	81200	248	81500	248	90030	248	90100	248	90120	248	90150	248	90090	248	90110	248	90160	248
28	30080102	9	92030	223	92090	223	92100	223	92150	223	92160	223	91030	223	91090	223	91100	223	91110	223	91120	223	91150	223	91160	223	91170	223	91180	223	91210	223	90170	296	90180	296	90210	296	90250	296	90260	296	90330	296	90340	296	90350	296	90360	296	90370	296	90410	296	90440	296	90400	296	90430	296	90420	296	81200	308	81500	308	90030	308	90100	308	90120	308	90150	308	90090	308	90110	308	90160	308
29	30080102	12	92030	239	92090	239	92100	239	92150	239	92160	239	91030	239	91090	239	91100	239	91110	239	91120	239	91150	239	91160	239	91170	239	91180	239	91210	239	90170	318	90180	318	90210	318	90250	318	90260	318	90330	318	90340	318	90350	318	90360	318	90370	318	90410	318	90440	318	90400	318	90430	318	90420	318	81200	331	81500	331	90030	331	90100	331	90120	331	90150	331	90090	331	90110	331	90160	331
30	30080102	15	92030	253	92090	253	92100	253	92150	253	92160	253	91030	253	91090	253	91100	253	91110	253	91120	253	91150	253	91160	253	91170	253	91180	253	91210	253	90170	337	90180	337	90210	337	90250	337	90260	337	90330	337	90340	337	90350	337	90360	337	90370	337	90410	337	90440	337	90400	337	90430	337	90420	337	81200	351	81500	351	90030	351	90100	351	90120	351	90150	351	90090	351	90110	351	90160	351
31	30080103	1	92030	59	92090	59	92100	59	92150	59	92160	59	91030	59	91090	59	91100	59	91110	59	91120	59	91150	59	91160	59	91170	59	91180	59	91210	59	90170	78	90180	78	90210	78	90250	78	90260	78	90330	78	90340	78	90350	78	90360	78	90370	78	90410	78	90440	78	90400	78	90430	78	90420	78	81200	81	81500	81	90030	81	90100	81	90120	81	90150	81	90090	81	90110	81	90160	81
32	30080103	4	92030	70	92090	70	92100	70	92150	70	92160	70	91030	70	91090	70	91100	70	91110	70	91120	70	91150	70	91160	70	91170	70	91180	70	91210	70	90170	92	90180	92	90210	92	90250	92	90260	92	90330	92	90340	92	90350	92	90360	92	90370	92	90410	92	90440	92	90400	92	90430	92	90420	92	81200	96	81500	96	90030	96	90100	96	90120	96	90150	96	90090	96	90110	96	90160	96
33	30080103	7	92030	80	92090	80	92100	80	92150	80	92160	80	91030	80	91090	80	91100	80	91110	80	91120	80	91150	80	91160	80	91170	80	91180	80	91210	80	90170	106	90180	106	90210	106	90250	106	90260	106	90330	106	90340	106	90350	106	90360	106	90370	106	90410	106	90440	106	90400	106	90430	106	90420	106	81200	110	81500	110	90030	110	90100	110	90120	110	90150	110	90090	110	90110	110	90160	110
34	30080103	10	92030	93	92090	93	92100	93	92150	93	92160	93	91030	93	91090	93	91100	93	91110	93	91120	93	91150	93	91160	93	91170	93	91180	93	91210	93	90170	124	90180	124	90210	124	90250	124	90260	124	90330	124	90340	124	90350	124	90360	124	90370	124	90410	124	90440	124	90400	124	90430	124	90420	124	81200	129	81500	129	90030	129	90100	129	90120	129	90150	129	90090	129	90110	129	90160	129
35	30080103	13	92030	112	92090	112	92100	112	92150	112	92160	112	91030	112	91090	112	91100	112	91110	112	91120	112	91150	112	91160	112	91170	112	91180	112	91210	112	90170	149	90180	149	90210	149	90250	149	90260	149	90330	149	90340	149	90350	149	90360	149	90370	149	90410	149	90440	149	90400	149	90430	149	90420	149	81200	155	81500	155	90030	155	90100	155	90120	155	90150	155	90090	155	90110	155	90160	155
36	30080103	2	92030	122	92090	122	92100	122	92150	122	92160	122	91030	122	91090	122	91100	122	91110	122	91120	122	91150	122	91160	122	91170	122	91180	122	91210	122	90170	162	90180	162	90210	162	90250	162	90260	162	90330	162	90340	162	90350	162	90360	162	90370	162	90410	162	90440	162	90400	162	90430	162	90420	162	81200	169	81500	169	90030	169	90100	169	90120	169	90150	169	90090	169	90110	169	90160	169
37	30080103	5	92030	143	92090	143	92100	143	92150	143	92160	143	91030	143	91090	143	91100	143	91110	143	91120	143	91150	143	91160	143	91170	143	91180	143	91210	143	90170	190	90180	190	90210	190	90250	190	90260	190	90330	190	90340	190	90350	190	90360	190	90370	190	90410	190	90440	190	90400	190	90430	190	90420	190	81200	197	81500	197	90030	197	90100	197	90120	197	90150	197	90090	197	90110	197	90160	197
38	30080103	8	92030	169	92090	169	92100	169	92150	169	92160	169	91030	169	91090	169	91100	169	91110	169	91120	169	91150	169	91160	169	91170	169	91180	169	91210	169	90170	224	90180	224	90210	224	90250	224	90260	224	90330	224	90340	224	90350	224	90360	224	90370	224	90410	224	90440	224	90400	224	90430	224	90420	224	81200	234	81500	234	90030	234	90100	234	90120	234	90150	234	90090	234	90110	234	90160	234
39	30080103	11	92030	191	92090	191	92100	191	92150	191	92160	191	91030	191	91090	191	91100	191	91110	191	91120	191	91150	191	91160	191	91170	191	91180	191	91210	191	90170	253	90180	253	90210	253	90250	253	90260	253	90330	253	90340	253	90350	253	90360	253	90370	253	90410	253	90440	253	90400	253	90430	253	90420	253	81200	264	81500	264	90030	264	90100	264	90120	264	90150	264	90090	264	90110	264	90160	264
40	30080103	14	92030	209	92090	209	92100	209	92150	209	92160	209	91030	209	91090	209	91100	209	91110	209	91120	209	91150	209	91160	209	91170	209	91180	209	91210	209	90170	278	90180	278	90210	278	90250	278	90260	278	90330	278	90340	278	90350	278	90360	278	90370	278	90410	278	90440	278	90400	278	90430	278	90420	278	81200	289	81500	289	90030	289	90100	289	90120	289	90150	289	90090	289	90110	289	90160	289
41	30080103	3	92030	208	92090	208	92100	208	92150	208	92160	208	91030	208	91090	208	91100	208	91110	208	91120	208	91150	208	91160	208	91170	208	91180	208	91210	208	90170	277	90180	277	90210	277	90250	277	90260	277	90330	277	90340	277	90350	277	90360	277	90370	277	90410	277	90440	277	90400	277	90430	277	90420	277	81200	288	81500	288	90030	288	90100	288	90120	288	90150	288	90090	288	90110	288	90160	288
42	30080103	6	92030	239	92090	239	92100	239	92150	239	92160	239	91030	239	91090	239	91100	239	91110	239	91120	239	91150	239	91160	239	91170	239	91180	239	91210	239	90170	317	90180	317	90210	317	90250	317	90260	317	90330	317	90340	317	90350	317	90360	317	90370	317	90410	317	90440	317	90400	317	90430	317	90420	317	81200	331	81500	331	90030	331	90100	331	90120	331	90150	331	90090	331	90110	331	90160	331
43	30080103	9	92030	296	92090	296	92100	296	92150	296	92160	296	91030	296	91090	296	91100	296	91110	296	91120	296	91150	296	91160	296	91170	296	91180	296	91210	296	90170	394	90180	394	90210	394	90250	394	90260	394	90330	394	90340	394	90350	394	90360	394	90370	394	90410	394	90440	394	90400	394	90430	394	90420	394	81200	411	81500	411	90030	411	90100	411	90120	411	90150	411	90090	411	90110	411	90160	411
44	30080103	12	92030	319	92090	319	92100	319	92150	319	92160	319	91030	319	91090	319	91100	319	91110	319	91120	319	91150	319	91160	319	91170	319	91180	319	91210	319	90170	424	90180	424	90210	424	90250	424	90260	424	90330	424	90340	424	90350	424	90360	424	90370	424	90410	424	90440	424	90400	424	90430	424	90420	424	81200	442	81500	442	90030	442	90100	442	90120	442	90150	442	90090	442	90110	442	90160	442
45	30080103	15	92030	337	92090	337	92100	337	92150	337	92160	337	91030	337	91090	337	91100	337	91110	337	91120	337	91150	337	91160	337	91170	337	91180	337	91210	337	90170	449	90180	449	90210	449	90250	449	90260	449	90330	449	90340	449	90350	449	90360	449	90370	449	90410	449	90440	449	90400	449	90430	449	90420	449	81200	468	81500	468	90030	468	90100	468	90120	468	90150	468	90090	468	90110	468	90160	468
46	30080201	1	92030	39	92090	39	92100	39	92150	39	92160	39	91030	39	91090	39	91100	39	91110	39	91120	39	91150	39	91160	39	91170	39	91180	39	91210	39	90170	66	90180	66	90210	66	90250	66	90260	66	90330	66	90340	66	90350	66	90360	66	90370	66	90410	66	90440	66	90400	66	90430	66	90420	66	81200	69	81500	69	90030	69	90100	69	90120	69	90150	69	90090	69	90110	69	90160	69
47	30080201	4	92030	60	92090	60	92100	60	92150	60	92160	60	91030	60	91090	60	91100	60	91110	60	91120	60	91150	60	91160	60	91170	60	91180	60	91210	60	90170	79	90180	79	90210	79	90250	79	90260	79	90330	79	90340	79	90350	79	90360	79	90370	79	90410	79	90440	79	90400	79	90430	79	90420	79	81200	82	81500	82	90030	82	90100	82	90120	82	90150	82	90090	82	90110	82	90160	82
48	30080201	7	92030	68	92090	68	92100	68	92150	68	92160	68	91030	68	91090	68	91100	68	91110	68	91120	68	91150	68	91160	68	91170	68	91180	68	91210	68	90170	90	90180	90	90210	90	90250	90	90260	90	90330	90	90340	90	90350	90	90360	90	90370	90	90410	90	90440	90	90400	90	90430	90	90420	90	81200	94	81500	94	90030	94	90100	94	90120	94	90150	94	90090	94	90110	94	90160	94
49	30080201	10	92030	76	92090	76	92100	76	92150	76	92160	76	91030	76	91090	76	91100	76	91110	76	91120	76	91150	76	91160	76	91170	76	91180	76	91210	76	90170	100	90180	100	90210	100	90250	100	90260	100	90330	100	90340	100	90350	100	90360	100	90370	100	90410	100	90440	100	90400	100	90430	100	90420	100	81200	104	81500	104	90030	104	90100	104	90120	104	90150	104	90090	104	90110	104	90160	104
50	30080201	13	92030	83	92090	83	92100	83	92150	83	92160	83	91030	83	91090	83	91100	83	91110	83	91120	83	91150	83	91160	83	91170	83	91180	83	91210	83	90170	110	90180	110	90210	110	90250	110	90260	110	90330	110	90340	110	90350	110	90360	110	90370	110	90410	110	90440	110	90400	110	90430	110	90420	110	81200	114	81500	114	90030	114	90100	114	90120	114	90150	114	90090	114	90110	114	90160	114
51	30080201	2	92030	102	92090	102	92100	102	92150	102	92160	102	91030	102	91090	102	91100	102	91110	102	91120	102	91150	102	91160	102	91170	102	91180	102	91210	102	90170	135	90180	135	90210	135	90250	135	90260	135	90330	135	90340	135	90350	135	90360	135	90370	135	90410	135	90440	135	90400	135	90430	135	90420	135	81200	141	81500	141	90030	141	90100	141	90120	141	90150	141	90090	141	90110	141	90160	141
52	30080201	5	92030	119	92090	119	92100	119	92150	119	92160	119	91030	119	91090	119	91100	119	91110	119	91120	119	91150	119	91160	119	91170	119	91180	119	91210	119	90170	158	90180	158	90210	158	90250	158	90260	158	90330	158	90340	158	90350	158	90360	158	90370	158	90410	158	90440	158	90400	158	90430	158	90420	158	81200	165	81500	165	90030	165	90100	165	90120	165	90150	165	90090	165	90110	165	90160	165
53	30080201	8	92030	141	92090	141	92100	141	92150	141	92160	141	91030	141	91090	141	91100	141	91110	141	91120	141	91150	141	91160	141	91170	141	91180	141	91210	141	90170	187	90180	187	90210	187	90250	187	90260	187	90330	187	90340	187	90350	187	90360	187	90370	187	90410	187	90440	187	90400	187	90430	187	90420	187	81200	195	81500	195	90030	195	90100	195	90120	195	90150	195	90090	195	90110	195	90160	195
54	30080201	11	92030	159	92090	159	92100	159	92150	159	92160	159	91030	159	91090	159	91100	159	91110	159	91120	159	91150	159	91160	159	91170	159	91180	159	91210	159	90170	211	90180	211	90210	211	90250	211	90260	211	90330	211	90340	211	90350	211	90360	211	90370	211	90410	211	90440	211	90400	211	90430	211	90420	211	81200	220	81500	220	90030	220	90100	220	90120	220	90150	220	90090	220	90110	220	90160	220
55	30080201	14	92030	174	92090	174	92100	174	92150	174	92160	174	91030	174	91090	174	91100	174	91110	174	91120	174	91150	174	91160	174	91170	174	91180	174	91210	174	90170	232	90180	232	90210	232	90250	232	90260	232	90330	232	90340	232	90350	232	90360	232	90370	232	90410	232	90440	232	90400	232	90430	232	90420	232	81200	241	81500	241	90030	241	90100	241	90120	241	90150	241	90090	241	90110	241	90160	241
56	30080201	3	92030	156	92090	156	92100	156	92150	156	92160	156	91030	156	91090	156	91100	156	91110	156	91120	156	91150	156	91160	156	91170	156	91180	156	91210	156	90170	208	90180	208	90210	208	90250	208	90260	208	90330	208	90340	208	90350	208	90360	208	90370	208	90410	208	90440	208	90400	208	90430	208	90420	208	81200	216	81500	216	90030	216	90100	216	90120	216	90150	216	90090	216	90110	216	90160	216
57	30080201	6	92030	179	92090	179	92100	179	92150	179	92160	179	91030	179	91090	179	91100	179	91110	179	91120	179	91150	179	91160	179	91170	179	91180	179	91210	179	90170	238	90180	238	90210	238	90250	238	90260	238	90330	238	90340	238	90350	238	90360	238	90370	238	90410	238	90440	238	90400	238	90430	238	90420	238	81200	248	81500	248	90030	248	90100	248	90120	248	90150	248	90090	248	90110	248	90160	248
58	30080201	9	92030	223	92090	223	92100	223	92150	223	92160	223	91030	223	91090	223	91100	223	91110	223	91120	223	91150	223	91160	223	91170	223	91180	223	91210	223	90170	296	90180	296	90210	296	90250	296	90260	296	90330	296	90340	296	90350	296	90360	296	90370	296	90410	296	90440	296	90400	296	90430	296	90420	296	81200	308	81500	308	90030	308	90100	308	90120	308	90150	308	90090	308	90110	308	90160	308
59	30080201	12	92030	239	92090	239	92100	239	92150	239	92160	239	91030	239	91090	239	91100	239	91110	239	91120	239	91150	239	91160	239	91170	239	91180	239	91210	239	90170	318	90180	318	90210	318	90250	318	90260	318	90330	318	90340	318	90350	318	90360	318	90370	318	90410	318	90440	318	90400	318	90430	318	90420	318	81200	331	81500	331	90030	331	90100	331	90120	331	90150	331	90090	331	90110	331	90160	331
60	30080201	15	92030	253	92090	253	92100	253	92150	253	92160	253	91030	253	91090	253	91100	253	91110	253	91120	253	91150	253	91160	253	91170	253	91180	253	91210	253	90170	337	90180	337	90210	337	90250	337	90260	337	90330	337	90340	337	90350	337	90360	337	90370	337	90410	337	90440	337	90400	337	90430	337	90420	337	81200	351	81500	351	90030	351	90100	351	90120	351	90150	351	90090	351	90110	351	90160	351
61	30080202	1	92030	39	92090	39	92100	39	92150	39	92160	39	91030	39	91090	39	91100	39	91110	39	91120	39	91150	39	91160	39	91170	39	91180	39	91210	39	90170	66	90180	66	90210	66	90250	66	90260	66	90330	66	90340	66	90350	66	90360	66	90370	66	90410	66	90440	66	90400	66	90430	66	90420	66	81200	69	81500	69	90030	69	90100	69	90120	69	90150	69	90090	69	90110	69	90160	69
