Id	Type	Priority	Title	Desc	Icon	PreTaskId	ActivateCondition[1]	ActivateCondition[2]	ActivateCondition[3]	Condition[1]	Condition[2]	Condition[3]	Result	RewardId	SkipId	StartTime	EndTime	Suffix	ShowAfterTaskId	AchvType	GroupId	ShowAfterGroup	GroupTheme	ShowType
183	1	9080	普通第四章	通关普通剧情4-7	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					183			1	100083	183			剧情	173		6	5		1
184	1	9070	普通第四章	通关普通剧情4-8	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					184			1	100084	184			剧情	173		6	5		1
187	1	9060	普通第四章	通关普通剧情4-9	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					187			1	100087	187			剧情	173		6	5		1
188	1	9050	普通第四章	通关普通剧情4-10	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					188			1	100088	188			剧情	173		6	5		1
189	1	9040	普通第四章	通关普通剧情4-11	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					189			1	100089	189			剧情	173		6	5		1
323	1	9030	普通第四章	通关普通剧情4-12	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					323			1	100223	323			剧情	173		6	5		1
191	1	9020	普通第四章	1个构造体达到35级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					191			1	100091	191			剧情	173		6	5		1
192	1	9010	普通第四章	升级构造体技能50次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					192			50	100092	192			剧情	173		6	5		1
193	6	9000	普通第四章	1个构造体战斗参数到达2200以上	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					193			1	100093	193			剧情	173		6	5		1
190	1	8990	完成第四章所有任务	完成普通第四章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					190			18	100090				剧情	173		6	5	1	1
194	1	8980	隐藏第三章	通关隐藏剧情3-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					194			1	100094	194			剧情	190		7	6		1
195	1	8970	隐藏第三章	通关隐藏剧情3-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					195			1	100095	195			剧情	190		7	6		1
196	1	8960	隐藏第三章	通关隐藏剧情3-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					196			1	100096	196			剧情	190		7	6		1
197	1	8950	隐藏第三章	通关隐藏剧情3-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					197			1	100097	197			剧情	190		7	6		1
200	1	8940	隐藏第三章	通关隐藏剧情3-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					200			1	100100	200			剧情	190		7	6		1
330	1	8930	隐藏第三章	通关隐藏剧情3-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					330			1	100230	330			剧情	190		7	6		1
198	1	8920	隐藏第三章	3个构造体达到35级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					198			3	100098	198			剧情	190		7	6		1
199	1	8910	隐藏第三章	拥有6件35级以上的装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					199			6	100099	199			剧情	190		7	6		1
201	1	8900	完成第三章所有任务	完成隐藏第三章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					201			8	100101				剧情	190		7	6	1	1
202	1	8890	普通第五章	通关普通剧情5-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					202			1	100102	202			剧情	201		8	7		1
203	1	8880	普通第五章	通关普通剧情5-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					203			1	100103	203			剧情	201		8	7		1
204	1	8870	普通第五章	通关普通剧情5-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					204			1	100104	204			剧情	201		8	7		1
205	1	8860	普通第五章	通关普通剧情5-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					205			1	100105	205			剧情	201		8	7		1
206	1	8850	普通第五章	拥有1件40级以上的橙色装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					206			1	100106	206			剧情	201		8	7		1
207	1	8735	普通第五章	通关1次构造体特训第2难度	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					207			1	100107	207			剧情	201		8	7		1
208	1	8830	普通第五章	通关普通剧情5-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					208			1	100108	208			剧情	201		8	7		1
209	1	8820	普通第五章	通关普通剧情5-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					209			1	100109	209			剧情	201		8	7		1
212	1	8810	普通第五章	意识突破20次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					212			20	100112	212			剧情	201		8	7		1
213	1	8800	普通第五章	武器突破5次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					213			5	100113	213			剧情	201		8	7		1
210	1	8790	普通第五章	通关普通剧情5-7	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					210			1	100110	210			剧情	201		8	7		1
211	1	8780	普通第五章	通关普通剧情5-8	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					211			1	100111	211			剧情	201		8	7		1
214	1	8770	普通第五章	通关普通剧情5-9	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					214			1	100114	214			剧情	201		8	7		1
215	1	8760	普通第五章	通关普通剧情5-10	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					215			1	100115	215			剧情	201		8	7		1
216	1	8750	普通第五章	通关普通剧情5-11	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					216			1	100116	216			剧情	201		8	7		1
324	1	8740	普通第五章	通关普通剧情5-12	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					324			1	100224	324			剧情	201		8	7		1
218	1	8730	普通第五章	3个构造体达到40级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					218			3	100118	218			剧情	201		8	7		1
219	1	8720	普通第五章	升级构造体技能60次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					219			60	100119	219			剧情	201		8	7		1
217	1	8710	完成第五章所有任务	完成普通第五章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					217			18	100117				剧情	201		8	7	1	1
220	1	8700	隐藏第四章	通关隐藏剧情4-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					220			1	100120	220			剧情	217		9	8		1
221	1	8690	隐藏第四章	通关隐藏剧情4-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					221			1	100121	221			剧情	217		9	8		1
222	1	8680	隐藏第四章	通关隐藏剧情4-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					222			1	100122	222			剧情	217		9	8		1
223	1	8670	隐藏第四章	通关隐藏剧情4-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					223			1	100123	223			剧情	217		9	8		1
226	1	8660	隐藏第四章	通关隐藏剧情4-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					226			1	100126	226			剧情	217		9	8		1
331	1	8650	隐藏第四章	通关隐藏剧情4-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					331			1	100231	331			剧情	217		9	8		1
224	1	8640	隐藏第四章	拥有2件40级以上的橙色意识	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					224			2	100124	224			剧情	217		9	8		1
225	1	8630	隐藏第四章	升级构造体技能70次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					225			70	100125	225			剧情	217		9	8		1
227	1	8620	完成第四章所有任务	完成隐藏第四章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					227			8	100127				剧情	217		9	8	1	1
228	1	8610	普通第六章	通关普通剧情6-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					228			1	100128	228			剧情	227		10	9		1
229	1	8600	普通第六章	通关普通剧情6-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					229			1	100129	229			剧情	227		10	9		1
230	1	8590	普通第六章	通关普通剧情6-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					230			1	100130	230			剧情	227		10	9		1
231	1	8580	普通第六章	通关普通剧情6-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					231			1	100131	231			剧情	227		10	9		1
232	1	8570	普通第六章	拥有4件40级以上的橙色意识	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					232			4	100132	232			剧情	227		10	9		1
233	1	8560	普通第六章	拥有1件40级以上的橙色武器	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					233			1	100133	233			剧情	227		10	9		1
234	1	8550	普通第六章	通关普通剧情6-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					234			1	100134	234			剧情	227		10	9		1
235	1	8540	普通第六章	通关普通剧情6-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					235			1	100135	235			剧情	227		10	9		1
238	1	8530	普通第六章	意识突破25次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					238			25	100138	238			剧情	227		10	9		1
239	1	8520	普通第六章	武器突破8次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					239			8	100139	239			剧情	227		10	9		1
236	1	8510	普通第六章	通关普通剧情6-7	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					236			1	100136	236			剧情	227		10	9		1
237	1	8500	普通第六章	通关普通剧情6-8	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					237			1	100137	237			剧情	227		10	9		1
240	1	8490	普通第六章	通关普通剧情6-9	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					240			1	100140	240			剧情	227		10	9		1
241	1	8480	普通第六章	通关普通剧情6-10	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					241			1	100141	241			剧情	227		10	9		1
242	1	8470	普通第六章	通关普通剧情6-11	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					242			1	100142	242			剧情	227		10	9		1
325	1	8460	普通第六章	通关普通剧情6-12	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					325			1	100225	325			剧情	227		10	9		1
244	1	8450	普通第六章	3个构造体达到45级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					244			3	100144	244			剧情	227		10	9		1
245	1	8440	普通第六章	升级构造体技能80次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					245			80	100145	245			剧情	227		10	9		1
243	1	8430	完成第六章所有任务	完成普通第六章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					243			18	100143				剧情	227		10	9	1	1
246	1	8420	隐藏第五章	通关隐藏剧情5-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					246			1	100146	246			剧情	243		11	10		1
247	1	8410	隐藏第五章	通关隐藏剧情5-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					247			1	100147	247			剧情	243		11	10		1
248	1	8400	隐藏第五章	通关隐藏剧情5-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					248			1	100148	248			剧情	243		11	10		1
249	1	8390	隐藏第五章	通关隐藏剧情5-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					249			1	100149	249			剧情	243		11	10		1
252	1	8380	隐藏第五章	通关隐藏剧情5-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					252			1	100152	252			剧情	243		11	10		1
332	1	8370	隐藏第五章	通关隐藏剧情5-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					332			1	100232	332			剧情	243		11	10		1
250	1	8360	隐藏第五章	1个构造体达到50级	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					250			1	100150	250			剧情	243		11	10		1
251	1	8350	隐藏第五章	拥有1件45级以上的橙色装备	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					251			1	100151	251			剧情	243		11	10		1
253	1	8340	完成第五章所有任务	完成隐藏第五章所有任务	Assets/Product/Texture/Image/IconTask/TaskIconFight.png					253			8	100153				剧情	243		11	10	1	1
254	1	8330	普通第七章	通关普通剧情7-1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					254			1	100154	254			剧情	253		12	11		1
255	1	8320	普通第七章	通关普通剧情7-2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					255			1	100155	255			剧情	253		12	11		1
256	1	8310	普通第七章	通关普通剧情7-3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					256			1	100156	256			剧情	253		12	11		1
257	1	8300	普通第七章	通关普通剧情7-4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					257			1	100157	257			剧情	253		12	11		1
258	1	8290	普通第七章	拥有3件45级以上的橙色意识	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					258			3	100158	258			剧情	253		12	11		1
259	1	8280	普通第七章	拥有1件45级以上的橙色武器	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					259			1	100159	259			剧情	253		12	11		1
260	1	8270	普通第七章	通关普通剧情7-5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					260			1	100160	260			剧情	253		12	11		1
261	1	8260	普通第七章	通关普通剧情7-6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					261			1	100161	261			剧情	253		12	11		1
264	1	8250	普通第七章	意识突破30次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					264			30	100164	264			剧情	253		12	11		1
265	1	8240	普通第七章	武器突破10次	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					265			10	100165	265			剧情	253		12	11		1
262	1	8230	普通第七章	通关普通剧情7-7	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					262			1	100162	262			剧情	253		12	11		1
263	1	8220	普通第七章	通关普通剧情7-8	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					263			1	100163	263			剧情	253		12	11		1
266	1	8210	普通第七章	通关普通剧情7-9	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					266			1	100166	266			剧情	253		12	11		1
