Id	BigIconPath	IconPath	LiHuiPath	ModelTransId[1]	ModelTransId[2]	PainterName								
2055002	Assets/Product/Texture/Image/IconTools/E2SawMd060011.png	Assets/Product/Texture/Image/IconToolsSp/E2SawMd060011Sp.png		1050601		画师33								
2056001	Assets/Product/Texture/Image/IconTools/E3SawMd070011.png	Assets/Product/Texture/Image/IconToolsSp/E3SawMd070011Sp.png		1050701		画师34								
2056002	Assets/Product/Texture/Image/IconTools/E3SawMd080011.png	Assets/Product/Texture/Image/IconToolsSp/E3SawMd080011Sp.png		1050711		画师35								
2063001	Assets/Product/Texture/Image/IconTools/E1ClaymoreMd030011.png	Assets/Product/Texture/Image/IconToolsSp/E1ClaymoreMd030011Sp.png		1060301		画师36								
2064001	Assets/Product/Texture/Image/IconTools/E2ClaymoreMd040011.png	Assets/Product/Texture/Image/IconToolsSp/E2ClaymoreMd040011Sp.png		1060401		画师37								
2065001	Assets/Product/Texture/Image/IconTools/E2ClaymoreMd050011.png	Assets/Product/Texture/Image/IconToolsSp/E2ClaymoreMd050011Sp.png		1060501		画师38								
2065002	Assets/Product/Texture/Image/IconTools/E2ClaymoreMd060011.png	Assets/Product/Texture/Image/IconToolsSp/E2ClaymoreMd060011Sp.png		1060601		画师39								
2065050	Assets/Product/Texture/Image/IconTools/E2ClaymoreMd110011.png	Assets/Product/Texture/Image/IconToolsSp/E2ClaymoreMd110011Sp.png		1060611		画师39								
2066001	Assets/Product/Texture/Image/IconTools/E3ClaymoreMd070011.png	Assets/Product/Texture/Image/IconToolsSp/E3ClaymoreMd070011Sp.png		1060701		画师40								
2066002	Assets/Product/Texture/Image/IconTools/E3ClaymoreMd080011.png	Assets/Product/Texture/Image/IconToolsSp/E3ClaymoreMd080011Sp.png		1060711		画师41								
2073001	Assets/Product/Texture/Image/IconTools/E1SleeveMd030011.png	Assets/Product/Texture/Image/IconToolsSp/E1SleeveMd030011Sp.png		1070301		画师42								
2074001	Assets/Product/Texture/Image/IconTools/E2SleeveMd040011.png	Assets/Product/Texture/Image/IconToolsSp/E2SleeveMd040011Sp.png		1070401		画师43								
2075001	Assets/Product/Texture/Image/IconTools/E2SleeveMd050011.png	Assets/Product/Texture/Image/IconToolsSp/E2SleeveMd050011Sp.png		1070501		画师44								
2075002	Assets/Product/Texture/Image/IconTools/E2SleeveMd060011.png	Assets/Product/Texture/Image/IconToolsSp/E2SleeveMd060011Sp.png		1070601		画师45								
2076001	Assets/Product/Texture/Image/IconTools/E3SleeveMd070011.png	Assets/Product/Texture/Image/IconToolsSp/E3SleeveMd070011Sp.png		1070701		画师46								
2076002	Assets/Product/Texture/Image/IconTools/E3SleeveMd080011.png	Assets/Product/Texture/Image/IconToolsSp/E3SleeveMd080011Sp.png		1070711		画师47								
2083001	Assets/Product/Texture/Image/IconTools/E1DaggerMd030011.png	Assets/Product/Texture/Image/IconToolsSp/E1DaggerMd030011Sp.png		1080301	1080302	画师48								
2084001	Assets/Product/Texture/Image/IconTools/E2DaggerMd040011.png	Assets/Product/Texture/Image/IconToolsSp/E2DaggerMd040011Sp.png		1080401	1080402	画师49								
2085001	Assets/Product/Texture/Image/IconTools/E2DaggerMd050011.png	Assets/Product/Texture/Image/IconToolsSp/E2DaggerMd050011Sp.png		1080501	1080502	画师50								
2085002	Assets/Product/Texture/Image/IconTools/E2DaggerMd060011.png	Assets/Product/Texture/Image/IconToolsSp/E2DaggerMd060011Sp.png		1080601	1080602	画师51								
2086001	Assets/Product/Texture/Image/IconTools/E3DaggerMd070011.png	Assets/Product/Texture/Image/IconToolsSp/E3DaggerMd070011Sp.png		1080701	1080702	画师52								
2086002	Assets/Product/Texture/Image/IconTools/E3DaggerMd080011.png	Assets/Product/Texture/Image/IconToolsSp/E3DaggerMd080011Sp.png		1080711	1080712	画师53								
2093001	Assets/Product/Texture/Image/IconTools/E3DaggerMd080011.png	Assets/Product/Texture/Image/IconToolsSp/E3DaggerMd080011Sp.png		1090301										
3011001	Assets/Product/Texture/Image/IconTools/EGouliangI01001.png	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	product/texture/image/rolewaferlihui/egouliangd01001.png.unity3d			zki_								
3012001	Assets/Product/Texture/Image/IconTools/ESipeierI01001.png	Assets/Product/Texture/Image/IconToolsSp/ESipeierI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESipeierD01001.png			春日								
3013001	Assets/Product/Texture/Image/IconTools/EModeerI01001.png	Assets/Product/Texture/Image/IconToolsSp/EModeerI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EModeerD01001.png			春日								
3013002	Assets/Product/Texture/Image/IconTools/EHeermanI01001.png	Assets/Product/Texture/Image/IconToolsSp/EHeermanI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHeermanD01001.png			春日								
3014001	Assets/Product/Texture/Image/IconTools/EAjimideI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAjimideI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAjimideD01001.png			石头								
3014002	Assets/Product/Texture/Image/IconTools/EAidishengI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAidishengI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAidishengD01001.png			春日								
3014003	Assets/Product/Texture/Image/IconTools/EAliceI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAliceI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAliceD01001.png			iralion								
3014004	Assets/Product/Texture/Image/IconTools/EKanninganI01001.png	Assets/Product/Texture/Image/IconToolsSp/EKanninganI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKanninganD01001.png			春日								
3014005	Assets/Product/Texture/Image/IconTools/EAdaifuYYI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuYYI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuYYD01001.png			王熊猫								
3015001	Assets/Product/Texture/Image/IconTools/ELongmeierI01001.png	Assets/Product/Texture/Image/IconToolsSp/ELongmeierI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELongmeierD01001.png			NoriZC								
3015002	Assets/Product/Texture/Image/IconTools/EAifuI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAifuI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAifuD01001.png			ほーじろ								
3015003	Assets/Product/Texture/Image/IconTools/EAikeI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAikeI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAikeD01001.png			虎三								
3015004	Assets/Product/Texture/Image/IconTools/EFuertaiI01001.png	Assets/Product/Texture/Image/IconToolsSp/EFuertaiI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFuertaiD01001.png			原子弹								
3015005	Assets/Product/Texture/Image/IconTools/EGeluodaI01001.png	Assets/Product/Texture/Image/IconToolsSp/EGeluodaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EGeluodaD01001.png			ほーじろ								
3015006	Assets/Product/Texture/Image/IconTools/ELisailiuI01001.png	Assets/Product/Texture/Image/IconToolsSp/ELisailiuI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELisailiuD01001.png			花洒								
3015007	Assets/Product/Texture/Image/IconTools/ESamandaI01001.png	Assets/Product/Texture/Image/IconToolsSp/ESamandaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESamandaD01001.png			木一								
3015008	Assets/Product/Texture/Image/IconTools/EMozateI01001.png	Assets/Product/Texture/Image/IconToolsSp/EMozateI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EMozateD01001.png			荒镜TS								
3015050	Assets/Product/Texture/Image/IconTools/EShengdanlifuI01001.png	Assets/Product/Texture/Image/IconToolsSp/EShengdanlifuI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EShengdanlifuD01001.png			荒镜TS								
3016001	Assets/Product/Texture/Image/IconTools/EKangdelinaI01001.png	Assets/Product/Texture/Image/IconToolsSp/EKangdelinaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKangdelinaD01001.png			渣念								66.66666667
3016002	Assets/Product/Texture/Image/IconTools/EShashibiyaI01001.png	Assets/Product/Texture/Image/IconToolsSp/EShashibiyaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EShashibiyaD01001.png			木一								64.51612903
3016003	Assets/Product/Texture/Image/IconTools/EHaisenbaoI01001.png	Assets/Product/Texture/Image/IconToolsSp/EHaisenbaoI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHaisenbaoD01001.png			八九								
3016004	Assets/Product/Texture/Image/IconTools/EDaerwenI01001.png	Assets/Product/Texture/Image/IconToolsSp/EDaerwenI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDaerwenD01001.png			荒镜TS								
3016005	Assets/Product/Texture/Image/IconTools/EHannaI01001.png	Assets/Product/Texture/Image/IconToolsSp/EHannaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHannaD01001.png			ほーじろ								
3016006	Assets/Product/Texture/Image/IconTools/EAdaifuI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuD01001.png			蚊香								
3016007	Assets/Product/Texture/Image/IconTools/EDafenqiI01001.png	Assets/Product/Texture/Image/IconToolsSp/EDafenqiI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDafenqiD01001.png			荒镜TS								
3016008	Assets/Product/Texture/Image/IconTools/EKaiselinI01001.png	Assets/Product/Texture/Image/IconToolsSp/EKaiselinI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKaiselinD01001.png			荒镜TS								
3016009	Assets/Product/Texture/Image/IconTools/EAiyinsitanI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAiyinsitanI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAiyinsitanD01001.png			荒镜TS								
3016010	Assets/Product/Texture/Image/IconTools/EFeilieteI01001.png	Assets/Product/Texture/Image/IconToolsSp/EFeilieteI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFeilieteD01001.png			三门门								
3016011	Assets/Product/Texture/Image/IconTools/EGuiniweiI01001.png	Assets/Product/Texture/Image/IconToolsSp/EGuiniweiI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EGuiniweiD01001.png			荒镜TS								
3016012	Assets/Product/Texture/Image/IconTools/EFeitelieI01001.png	Assets/Product/Texture/Image/IconToolsSp/EFeitelieI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFeitelieD01001.png			原子弹								
3022001	Assets/Product/Texture/Image/IconTools/ESipeierI01001.png	Assets/Product/Texture/Image/IconToolsSp/ESipeierI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESipeierD01001.png			春日								
3023001	Assets/Product/Texture/Image/IconTools/EModeerI01001.png	Assets/Product/Texture/Image/IconToolsSp/EModeerI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EModeerD01001.png			春日								
3023002	Assets/Product/Texture/Image/IconTools/EHeermanI01001.png	Assets/Product/Texture/Image/IconToolsSp/EHeermanI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHeermanD01001.png			春日								
3024001	Assets/Product/Texture/Image/IconTools/EAjimideI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAjimideI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAjimideD01001.png			石头								
3024002	Assets/Product/Texture/Image/IconTools/EAidishengI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAidishengI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAidishengD01001.png			春日								
3024003	Assets/Product/Texture/Image/IconTools/EAliceI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAliceI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAliceD01001.png			iralion								
3024004	Assets/Product/Texture/Image/IconTools/EKanninganI01001.png	Assets/Product/Texture/Image/IconToolsSp/EKanninganI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKanninganD01001.png			春日								
3024005	Assets/Product/Texture/Image/IconTools/EAdaifuYYI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuYYI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuYYD01001.png			王熊猫								
3025001	Assets/Product/Texture/Image/IconTools/ELongmeierI02001.png	Assets/Product/Texture/Image/IconToolsSp/ELongmeierI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELongmeierD02001.png			NoriZC								
3025002	Assets/Product/Texture/Image/IconTools/EAifuI02001.png	Assets/Product/Texture/Image/IconToolsSp/EAifuI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAifuD02001.png			ほーじろ								
3025003	Assets/Product/Texture/Image/IconTools/EAikeI02001.png	Assets/Product/Texture/Image/IconToolsSp/EAikeI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAikeD02001.png			虎三								
3025004	Assets/Product/Texture/Image/IconTools/EFuertaiI02001.png	Assets/Product/Texture/Image/IconToolsSp/EFuertaiI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFuertaiD02001.png			原子弹								
3025005	Assets/Product/Texture/Image/IconTools/EGeluodaI02001.png	Assets/Product/Texture/Image/IconToolsSp/EGeluodaI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EGeluodaD02001.png			ほーじろ								
3025006	Assets/Product/Texture/Image/IconTools/ELisailiuI02001.png	Assets/Product/Texture/Image/IconToolsSp/ELisailiuI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELisailiuD02001.png			花洒								
3025007	Assets/Product/Texture/Image/IconTools/ESamandaI02001.png	Assets/Product/Texture/Image/IconToolsSp/ESamandaI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESamandaD02001.png			木一								
3025008	Assets/Product/Texture/Image/IconTools/EMozateI02001.png	Assets/Product/Texture/Image/IconToolsSp/EMozateI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EMozateD02001.png			荒镜TS								
3026001	Assets/Product/Texture/Image/IconTools/EKangdelinaI02001.png	Assets/Product/Texture/Image/IconToolsSp/EKangdelinaI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKangdelinaD02001.png			渣念								
3026002	Assets/Product/Texture/Image/IconTools/EShashibiyaI02001.png	Assets/Product/Texture/Image/IconToolsSp/EShashibiyaI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EShashibiyaD02001.png			木一								
3026003	Assets/Product/Texture/Image/IconTools/EHaisenbaoI02001.png	Assets/Product/Texture/Image/IconToolsSp/EHaisenbaoI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHaisenbaoD02001.png			八九								
3026004	Assets/Product/Texture/Image/IconTools/EDaerwenI02001.png	Assets/Product/Texture/Image/IconToolsSp/EDaerwenI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDaerwenD02001.png			荒镜TS								
3026005	Assets/Product/Texture/Image/IconTools/EHannaI02001.png	Assets/Product/Texture/Image/IconToolsSp/EHannaI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHannaD02001.png			ほーじろ								
3026006	Assets/Product/Texture/Image/IconTools/EAdaifuI02001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuD02001.png			蚊香								
3026007	Assets/Product/Texture/Image/IconTools/EDafenqiI02001.png	Assets/Product/Texture/Image/IconToolsSp/EDafenqiI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDafenqiD02001.png			荒镜TS								
3026008	Assets/Product/Texture/Image/IconTools/EKaiselinI02001.png	Assets/Product/Texture/Image/IconToolsSp/EKaiselinI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKaiselinD02001.png			荒镜TS								
3026009	Assets/Product/Texture/Image/IconTools/EAiyinsitanI02001.png	Assets/Product/Texture/Image/IconToolsSp/EAiyinsitanI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAiyinsitanD02001.png			荒镜TS								
3026010	Assets/Product/Texture/Image/IconTools/EFeilieteI02001.png	Assets/Product/Texture/Image/IconToolsSp/EFeilieteI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFeilieteD02001.png			三门门								
3026011	Assets/Product/Texture/Image/IconTools/EGuiniweiI02001.png	Assets/Product/Texture/Image/IconToolsSp/EGuiniweiI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EGuiniweiD02001.png			荒镜TS								
3026012	Assets/Product/Texture/Image/IconTools/EFeitelieI02001.png	Assets/Product/Texture/Image/IconToolsSp/EFeitelieI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFeitelieD02001.png			原子弹								
3032001	Assets/Product/Texture/Image/IconTools/ESipeierI01001.png	Assets/Product/Texture/Image/IconToolsSp/ESipeierI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESipeierD01001.png			春日								
3033001	Assets/Product/Texture/Image/IconTools/EModeerI01001.png	Assets/Product/Texture/Image/IconToolsSp/EModeerI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EModeerD01001.png			春日								
3033002	Assets/Product/Texture/Image/IconTools/EHeermanI01001.png	Assets/Product/Texture/Image/IconToolsSp/EHeermanI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHeermanD01001.png			春日								
3034001	Assets/Product/Texture/Image/IconTools/EAjimideI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAjimideI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAjimideD01001.png			石头								
3034002	Assets/Product/Texture/Image/IconTools/EAidishengI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAidishengI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAidishengD01001.png			春日								
3034003	Assets/Product/Texture/Image/IconTools/EAliceI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAliceI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAliceD01001.png			iralion								
3034004	Assets/Product/Texture/Image/IconTools/EKanninganI01001.png	Assets/Product/Texture/Image/IconToolsSp/EKanninganI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKanninganD01001.png			春日								
3034005	Assets/Product/Texture/Image/IconTools/EAdaifuYYI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuYYI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuYYD01001.png			王熊猫								
3035001	Assets/Product/Texture/Image/IconTools/ELongmeierI03001.png	Assets/Product/Texture/Image/IconToolsSp/ELongmeierI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELongmeierD03001.png			NoriZC								
3035002	Assets/Product/Texture/Image/IconTools/EAifuI03001.png	Assets/Product/Texture/Image/IconToolsSp/EAifuI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAifuD03001.png			ほーじろ								
3035003	Assets/Product/Texture/Image/IconTools/EAikeI03001.png	Assets/Product/Texture/Image/IconToolsSp/EAikeI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAikeD03001.png			虎三								
3035004	Assets/Product/Texture/Image/IconTools/EFuertaiI03001.png	Assets/Product/Texture/Image/IconToolsSp/EFuertaiI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFuertaiD03001.png			原子弹								
3035005	Assets/Product/Texture/Image/IconTools/EGeluodaI03001.png	Assets/Product/Texture/Image/IconToolsSp/EGeluodaI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EGeluodaD03001.png			ほーじろ								
3035006	Assets/Product/Texture/Image/IconTools/ELisailiuI03001.png	Assets/Product/Texture/Image/IconToolsSp/ELisailiuI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELisailiuD03001.png			花洒								
3035007	Assets/Product/Texture/Image/IconTools/ESamandaI03001.png	Assets/Product/Texture/Image/IconToolsSp/ESamandaI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESamandaD03001.png			木一								
3035008	Assets/Product/Texture/Image/IconTools/EMozateI03001.png	Assets/Product/Texture/Image/IconToolsSp/EMozateI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EMozateD03001.png			荒镜TS								
3036001	Assets/Product/Texture/Image/IconTools/EKangdelinaI03001.png	Assets/Product/Texture/Image/IconToolsSp/EKangdelinaI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKangdelinaD03001.png			渣念								
3036002	Assets/Product/Texture/Image/IconTools/EShashibiyaI03001.png	Assets/Product/Texture/Image/IconToolsSp/EShashibiyaI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EShashibiyaD03001.png			木一								
3036003	Assets/Product/Texture/Image/IconTools/EHaisenbaoI03001.png	Assets/Product/Texture/Image/IconToolsSp/EHaisenbaoI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHaisenbaoD03001.png			八九								
3036004	Assets/Product/Texture/Image/IconTools/EDaerwenI03001.png	Assets/Product/Texture/Image/IconToolsSp/EDaerwenI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDaerwenD03001.png			荒镜TS								
3036005	Assets/Product/Texture/Image/IconTools/EHannaI03001.png	Assets/Product/Texture/Image/IconToolsSp/EHannaI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHannaD03001.png			ほーじろ								
3036006	Assets/Product/Texture/Image/IconTools/EAdaifuI03001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuD03001.png			蚊香								
3036007	Assets/Product/Texture/Image/IconTools/EDafenqiI03001.png	Assets/Product/Texture/Image/IconToolsSp/EDafenqiI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDafenqiD03001.png			荒镜TS								
3036008	Assets/Product/Texture/Image/IconTools/EKaiselinI03001.png	Assets/Product/Texture/Image/IconToolsSp/EKaiselinI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKaiselinD03001.png			荒镜TS								
3036009	Assets/Product/Texture/Image/IconTools/EAiyinsitanI03001.png	Assets/Product/Texture/Image/IconToolsSp/EAiyinsitanI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAiyinsitanD03001.png			荒镜TS								
