Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HeadImageName	OnlinePortrait	EnergyBar	SPPrefab	ModelId	BaseHeight	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	EffectScale	MissileScale	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	HitDownTime	FallDownTime	LieOnFloorTime	StandUpTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	NoThreat	NotToThreatTarget	BornTime	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	CollisionPriority	AttackIconImage	DodgeIconImage	ExSkillIconImage	UseShadowMesh	ShadowQuadScale	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
10210015	102015	102015	1002	1	露西亚-SSS	1	1	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR1Luxiya.prefab		R1LuxiyaMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	1.2	0.8	0.2	0.65	0.65	10	0	1#100201|2#100202|3#100203|4#100204|5#100205	1#1#15|2#1#15|3#1#15		100201			3.7	1.7	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconSword.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR1Luxiya51.png		0.3					7002	1002	100050	100051	100054	100074								100201	100202	100203	100204	100205	100206	100207	100208	100209	100210	100211	100212	100213	100214	100215	100216	100217	100218	100219	100220	100221	100222	100223	100224	100225	100226	100227	100228	100229	100230	100231	100232																																																																				
10210016	102016	102016	1002	1	露西亚-SSS+	1	1	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR1Luxiya.prefab		R1LuxiyaMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	1.2	0.8	0.2	0.65	0.65	10	0	1#100201|2#100202|3#100203|4#100204|5#100205	1#1#15|2#1#15|3#1#15		100201			3.7	1.7	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconSword.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR1Luxiya51.png		0.3					7002	1002	100050	100051	100054	100074								100201	100202	100203	100204	100205	100206	100207	100208	100209	100210	100211	100212	100213	100214	100215	100216	100217	100218	100219	100220	100221	100222	100223	100224	100225	100226	100227	100228	100229	100230	100231	100232																																																																				
10310011	103011	103011	1003	3	丽芙-B	1	1	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png			R1LifuMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	0.85	0.45	0.2	0.6	0.6	10	0	1#100301|2#100302|3#100303|4#100304|5#100305	1#1#15|2#1#15|3#1#15		100301			3.2	1.6	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconFloat.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR1Lifu51.png		0.3					7002	1003	100050	100051	100054	100074								100301	100302	100303	100304	100305	100306	100307	100308	100309	100310	100311	100312	100313	100314	100315	100316	100317	100318	100319	100320	100321	100322	100323	100324																																																																												
10310012	103012	103012	1003	3	丽芙-A	1	1	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png			R1LifuMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	0.85	0.45	0.2	0.6	0.6	10	0	1#100301|2#100302|3#100303|4#100304|5#100305	1#1#15|2#1#15|3#1#15		100301			3.2	1.6	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconFloat.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR1Lifu51.png		0.3					7002	1003	100050	100051	100054	100074								100301	100302	100303	100304	100305	100306	100307	100308	100309	100310	100311	100312	100313	100314	100315	100316	100317	100318	100319	100320	100321	100322	100323	100324																																																																												
10310013	103013	103013	1003	3	丽芙-S	1	1	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png			R1LifuMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	0.85	0.45	0.2	0.6	0.6	10	0	1#100301|2#100302|3#100303|4#100304|5#100305	1#1#15|2#1#15|3#1#15		100301			3.2	1.6	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconFloat.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR1Lifu51.png		0.3					7002	1003	100050	100051	100054	100074								100301	100302	100303	100304	100305	100306	100307	100308	100309	100310	100311	100312	100313	100314	100315	100316	100317	100318	100319	100320	100321	100322	100323	100324																																																																												
10310014	103014	103014	1003	3	丽芙-SS	1	1	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png			R1LifuMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	0.85	0.45	0.2	0.6	0.6	10	0	1#100301|2#100302|3#100303|4#100304|5#100305	1#1#15|2#1#15|3#1#15		100301			3.2	1.6	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconFloat.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR1Lifu51.png		0.3					7002	1003	100050	100051	100054	100074								100301	100302	100303	100304	100305	100306	100307	100308	100309	100310	100311	100312	100313	100314	100315	100316	100317	100318	100319	100320	100321	100322	100323	100324																																																																												
10310015	103015	103015	1003	3	丽芙-SSS	1	1	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png			R1LifuMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	0.85	0.45	0.2	0.6	0.6	10	0	1#100301|2#100302|3#100303|4#100304|5#100305	1#1#15|2#1#15|3#1#15		100301			3.2	1.6	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconFloat.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR1Lifu51.png		0.3					7002	1003	100050	100051	100054	100074								100301	100302	100303	100304	100305	100306	100307	100308	100309	100310	100311	100312	100313	100314	100315	100316	100317	100318	100319	100320	100321	100322	100323	100324																																																																												
10310016	103016	103016	1003	3	丽芙-SSS+	1	1	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png			R1LifuMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	0.85	0.45	0.2	0.6	0.6	10	0	1#100301|2#100302|3#100303|4#100304|5#100305	1#1#15|2#1#15|3#1#15		100301			3.2	1.6	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconFloat.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR1Lifu51.png		0.3					7002	1003	100050	100051	100054	100074								100301	100302	100303	100304	100305	100306	100307	100308	100309	100310	100311	100312	100313	100314	100315	100316	100317	100318	100319	100320	100321	100322	100323	100324																																																																												
10410021	104021	104021	1004	1	比安卡-B	1	1	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Bianka.prefab		R2BiankaMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	1	0.7	0.2	0.7	0.7	10	0	1#100401|2#100402|3#100403|4#100404|5#100405	1#1#15|2#1#15|3#1#15		100401			2.75	1.5	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconFightIconbow.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR2Bianka51.png		0.3					7002	1004	100050	100051	100054	100074								100401	100402	100403	100404	100405	100406	100407	100408	100409	100410	100411	100412	100413	100414	100415	100416	100417	100418	100419	100420	100421	100422	100423																																																																													
10410022	104022	104022	1004	1	比安卡-A	1	1	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Bianka.prefab		R2BiankaMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	1	0.7	0.2	0.7	0.7	10	0	1#100401|2#100402|3#100403|4#100404|5#100405	1#1#15|2#1#15|3#1#15		100401			2.75	1.5	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconFightIconbow.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR2Bianka51.png		0.3					7002	1004	100050	100051	100054	100074								100401	100402	100403	100404	100405	100406	100407	100408	100409	100410	100411	100412	100413	100414	100415	100416	100417	100418	100419	100420	100421	100422	100423																																																																													
10410023	104023	104023	1004	1	比安卡-S	1	1	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Bianka.prefab		R2BiankaMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	1	0.7	0.2	0.7	0.7	10	0	1#100401|2#100402|3#100403|4#100404|5#100405	1#1#15|2#1#15|3#1#15		100401			2.75	1.5	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconFightIconbow.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR2Bianka51.png		0.3					7002	1004	100050	100051	100054	100074								100401	100402	100403	100404	100405	100406	100407	100408	100409	100410	100411	100412	100413	100414	100415	100416	100417	100418	100419	100420	100421	100422	100423																																																																													
10410024	104024	104024	1004	1	比安卡-SS	1	1	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Bianka.prefab		R2BiankaMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	1	0.7	0.2	0.7	0.7	10	0	1#100401|2#100402|3#100403|4#100404|5#100405	1#1#15|2#1#15|3#1#15		100401			2.75	1.5	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconFightIconbow.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR2Bianka51.png		0.3					7002	1004	100050	100051	100054	100074								100401	100402	100403	100404	100405	100406	100407	100408	100409	100410	100411	100412	100413	100414	100415	100416	100417	100418	100419	100420	100421	100422	100423																																																																													
10410025	104025	104025	1004	1	比安卡-SSS	1	1	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Bianka.prefab		R2BiankaMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	1	0.7	0.2	0.7	0.7	10	0	1#100401|2#100402|3#100403|4#100404|5#100405	1#1#15|2#1#15|3#1#15		100401			2.75	1.5	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconFightIconbow.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR2Bianka51.png		0.3					7002	1004	100050	100051	100054	100074								100401	100402	100403	100404	100405	100406	100407	100408	100409	100410	100411	100412	100413	100414	100415	100416	100417	100418	100419	100420	100421	100422	100423																																																																													
10410026	104026	104026	1004	1	比安卡-SSS+	1	1	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Bianka.prefab		R2BiankaMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	1	0.7	0.2	0.7	0.7	10	0	1#100401|2#100402|3#100403|4#100404|5#100405	1#1#15|2#1#15|3#1#15		100401			2.75	1.5	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconFightIconbow.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR2Bianka51.png		0.3					7002	1004	100050	100051	100054	100074								100401	100402	100403	100404	100405	100406	100407	100408	100409	100410	100411	100412	100413	100414	100415	100416	100417	100418	100419	100420	100421	100422	100423																																																																													
10510011	105011	105011	1005	2	七实-B	1	1	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao.png			R2YongyechaoMd010011		0.3		0.1	0	0	1	1		0	1	0.8	1	1	0.95	0.7	0.2	0.55	0.55	10	0	1#100501|2#100502|3#100503	1#1#15|2#1#15|3#1#15		100501			2.55	1.55	1	1	1	3	Assets/Product/Texture/Image/UiFightBallBox/FightIconSaw.png	Assets/Product/Texture/Image/UiFightBallBox/FightIconDoge1.png	Assets/Product/Texture/Image/UiFightBallBox/FightSkillIconR2Yongyechao51.png		0.3					7002	1005	100050	100051	100054	100074								100501	100502	100503	100504	100505	100506	100507	100508	100509	100510	100511	100512	100513	100514	100515	100516	100517	100518	100519	100520	100521	100522	100523	100524																																																																												
