Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HeadImageName	OnlinePortrait	EnergyBar	SPPrefab	ModelId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	EffectScale	MissileScale	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	HitDownTime	FallDownTime	LieOnFloorTime	StandUpTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	NoThreat	NotToThreatTarget	BornTime	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	CollisionPriority	AttackIconImage	DodgeIconImage	ExSkillIconImage	UseShadowMesh	ShadowQuadScale	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
9018	2			2	重构猎手（精英级）							Mo1BioMd010121	0.6	0.6				1.3	1		0	5	0.8	2	1.5	1.05	0.3		1.05	0.3	10								1.2	0.05	0			3					0.6	90180098	90180096	90180094	90180092		9018	900007	900008	100027	900011	900051	730061						901801	901802	901803	901804																																																																																																
9019	2			2	重构镇暴兵（精英级）							Mo1ArmorMd010071	0.8	0.8				1	1		0	5	1	2	1.5	0.9	0.3		0.95	0.3	10								1.2	0.05	0			3					0.8	90190098	90190096	90190094	90190092		9019	900007	900008	100027	900011	900051	901917						901901	901902	901903	901904	901905	901906	901907	901908	901909	901910	901911	901912																																																																																								
9020	2		2	1	重构黑蜘蛛（精英级）							Mo1BraveMd010131	0	0				1	1		0	5	0.8	2	1.5	0.55	0.3		0.95	0.3	10								1.2	0.05	0			3					0	90200098	90200096	90200094	90200092		9020	900008	100027	900011	900051								902001	902002	902003																																																																																																	
9021	2		2	2	重构屠夫（精英级）							Me1ArmorMd010091	0.8	0.8				1	1		0	5	0.8	2	1.5	0.75	0.3		1.55	0.3	10								1.2	0.05	0			3					0.8	90210098	90210096	90210094	90210092		9021	900007	900008	100027	900011	900051							902101	902102	902103	902104	902105	902106	902107	902108	902109	902110																																																																																										
9025	2		2	1	未知剑客（精英级）							Mo1SsjkMd000004	1.1	1.1				1	1		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	10								1.2	0.05	0			3					1.1	90250098	90250096	90250094	90250092		9025	900008	100027	900011	900033								902501	902502	902503	902504	902505																																																																																															
9036	5		3	3	残缺刀锯							Me1BioMd004030	1	1				1	1		0	5	0.8	2	1.5	0.75	0.3	0	1.3	0.3	10								0.05	0.95	0			3					1	90360098	90360096	90360094	90360092		9036	900007	900008	100027	900011	900051	900704						903601	903602	903603	903604	903605	903606	903607	903608																																																																																												
9042	2		2	3	擎天柱(精英级)							Me1RocketMd002002	1.7	1.7				1.2	1.2		0	10	1.1	2	1.5	0.9	0.3		0.85	0	10								1.2	1.5	0			3					1.7	90420098	90420096	90420094	90420092		9042	900008	100027	900011	970006								904201	904202	904203	904204	904205	904206																																																																																														
9601	2		1	1	超速终结者							Mt1SpinesMd000001	0	0		1	1	1	1		0	1	0.8	2	1.5	0	0		0	0	0								0.05	0.05	0							1		96010098	96010096	96010094	96010092		9601	900031	900032										960101	960102	960103	960104																																																																																																
9602	2		1	1	原版生化地雷							Mt1MinepoisonMd000003	0	0		1	1	1	1		0	1	0.8	2	1.5	0	0		0	0	0								0.05	0.05	0							1							9602												960201																																																																																																			
9603	2		1	1	原版电磁地雷							Mt1MineelectricMd000002	0	0		1	1	1	1		0	1	0.8	2	1.5	0	0		0	0	0								0.05	0.05	0							1							9603												960301																																																																																																			
9604	2		1	1	可疑的扳手							Mt1WrenchMd000005	0.5	0.5				1	1		0	1	0.8	2	1.5	0	0		0	0	0								0.05	0.05	0							1		96040098	96040096	96040094	96040092		9604	960401	960404	960402	900031	900032							960401	960402	960403	960404																																																																																																
9605	2		1	1	帕弥什之墓							Mt1CrossMd000004	0.5	0.5				1	1		0	1	0.8	2	1.5	0	0		0	0	0								0.05	0.05	0							1		96050098	96050096	96050094	96050092		9605	960510											960501																																																																																																			
9606	2		1	1	火焰喷射Fb-02							Mt1FireMd000007	0	0		1	1	1	1		0	1	0.8	2	1.5	0	0		0	0	0								0.05	0.05	0							1		96060098	96060096	96060094	96060092		9606												960601																																																																																																			
9607	2		1	1	量子传送器							Mt1DeliveryMd000006	0	0				1	1		0	1	0.8	2	1.5	0	0		0	0	0								0.05	0.05	0							1		96070098	96070096	96070094	96070092		9607	960710											960701																																																																																																			
9608	4		3	1	箱子							Mt1BoxerMd000001	1.5	1.5				1.5	1		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	10								0	0	0			3					1.5	96080098	96080096	96080094	96080092			800013	800044	700027																																																																																																												
9609	4		3	1	火药桶							Mt1GunpowderMd000001	1.1	1.1				2	1		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	10								0	0	0			4					1.1							800012	800044																																																																																																													
9610	4		1	1	地刺							Mt1SpinesMd000001	1.1	1.1		1	1	1	1		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	10								1.2	0	0							1		96100098	96100096	96100094	96100092		9610	900031	900032										961001	961002	961003																																																																																																	
9611	4		1	1	火焰							Mt1FireMd000007	1.1	1.1		1	1	1	1		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	10						1	1	1.2	0	0							1							9611	900031	900032										961101																																																																																																			
9612	4		1	1	电磁地雷							Mt1MineelectricMd000002	1.1	1.1		1	1	1	1		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	10						1	1	1.2	0	0							1							9612	900031	900032										961201																																																																																																			
9613	4		1	1	生化地雷							Mt1MinepoisonMd000003	1.1	1.1		1	1	1	1		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	10						1	1	1.2	0	0							1							9613	900031	900032										961301																																																																																																			
9614	4		1	1	拉柄							Mt1WrenchMd000005	1.1	1.1				1	1		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	10								1.2	0	0							1		96140098	96140096	96140094	96140092		9614	900031	900032										961401	961402	961403																																																																																																	
9615	4		1	1	火堆							Mt1CrossMd000004	1.1	1.1				1	1		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	10								1.2	0	0							1		96150098	96150096	96150094	96150092		9615	900031	900032										961501																																																																																																			
