Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HeadImageName	OnlinePortrait	EnergyBar	SPPrefab	ModelId	BodyRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	EffectScale	MissileScale	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	HitDownTime	FallDownTime	LieOnFloorTime	StandUpTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	NoThreat	NotToThreatTarget	BornTime	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	CollisionPriority	AttackIconImage	DodgeIconImage	ExSkillIconImage	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
90120	9012	9300	2	3	保护者（极限型）	1						Mo1ArmorMd010081	1.3	0.2			1.2	1.2		0	5	1.1	2	1.5	1.15	0.3		1.55	0.3	20								1.2	0.05	0			3				90120098	90120096	90120094	90120092		9012	900007	900008	100027	900011	900051							901201	901202	901203																																																																																																	
90130	9013	9300	2	3	驯兽师（极限型）	1						Me1BraveMd020021	1.7	1.5			1.2	1.2		0	5	0.8	2	1.5	0.9	0.3		0.85	0.3	20								1.2	0.05	0			3				90130098	90130096	90130094	90130092		9013	900007	900008	100027	900011	900051	730061						901301	901302	901303	901304																																																																																																
90140	9014	9300	2	3	裂变原虫（极限型）	1						Mo1BraveMd010101	0.6	0.1			1.2	1.2		0	5	0.8	2	1.5	0.85	0.3		0.75	0.3	20		1#901401|2#901401|3#901401|4#901401|5#901401|6#901401	1#1#15|2#1#15|3#1#15					1.2	0	0			3									9014	900008	100027	900011	900051	901412							901401	901402																																																																																																		
90150	9015	9300	2	3	液压（极限型）	1						Mo1ArmorMd010111	1.2	0.5			1.2	1.2		0	5	1.1	2	1.5	0.65	0.3		0.7	0.3	20								1.2	0.05	0			3				90150098	90150096	90150094	90150092		9015	900007	900008	100027	900011	900051	730061						901501	901502	901503	901504	901505																																																																																															
90160	9016	9300	2	3	哨戒机炮（极限型）	1						Mo1BioMd030051	0.8	0.3			1.2	1.2		0	5	0.8	2	1.5	0.65	0.3		1.65	0.3	20								1.2	0.05	0			3				90160098	90160096	90160094	90160092		9016	900007	900008	100027	900011	900051							901601	901602																																																																																																		
90170	9017	9300	2	3	布道者（极限型）	1						Mo1BioMd010141	0.5	0.1			1.2	1.2		0	5	0.8	2	1.5	0.8	0.3		1.45	0.3	20								1.2	0.05	0			3				90170098	90170096	90170094	90170092		9017	900007	900008	100027	900011	900051							901701	901702	901703	901704	901705	901706																																																																																														
90180	9018	9300	2	3	执行者（极限型）	1						Mo1BioMd010121	0.6	0.1			1.2	1.2		0	5	0.8	2	1.5	1.05	0.3		1.05	0.3	20								1.2	0.05	0			3				90180098	90180096	90180094	90180092		9018	900007	900008	100027	900011	900051	730061						901801	901802	901803	901804																																																																																																
90190	9019	9300	2	3	守护者（极限型）	1						Mo1ArmorMd010071	1	0.5			1.2	1.2		0	5	1	2	1.5	0.9	0.3		0.95	0.3	20								1.2	0.05	0			3				90190098	90190096	90190094	90190092		9019	900007	900008	100027	900011	900051	901910	901917					901901	901902	901903	901904	901905	901906	901907	901908	901909	901910	901911	901912																																																																																								
90191	88	9300	2	3	角鲸	1						Mo1ArmorMd010071	1.8	1.8			1.5	1.5		0	5	1	2	1.5	0.9	0.3		0.95	0.3	20								1.2	0.05	0			3				90190098	90190096	90190094	90190092		9019																																																																																																															
90192	88	9300	2	3	旋转机炮	1						Mo1ArmorMd010071	1	0.8			1.2	1.2		0	5	1	2	1.5	0.9	0.3		0.95	0.3	20								1.2	0.05	0			3				90190098	90190096	90190094	90190092		9019																																																																																																															
90200	9020	9300	2	3	黑蜘蛛（极限型）	1						Mo1BraveMd010131	0	0.1			1.2	1.2		0	5	0.8	2	1.5	0.55	0.3		0.95	0.3	20								1.2	0.05	0			3				90200098	90200096	90200094	90200092		9020	900008	100027	900011	900051								902001	902002	902003																																																																																																	
90210	9021	9303	2	3	园丁（极限型）	1						Me1ArmorMd010091	0.8	0.3			1.2	1.2		0	5	0.8	2	1.5	0.75	0.3		1.55	0.3	20								1.2	0.05	0			3				90210098	90210096	90210094	90210092		9021	900007	900008	100027	900011	900051							902101	902102	902103	902104	902105	902106	902107	902108	902109	902110																																																																																										
90220	9022	9303	2	2	遗迹挖掘者	1						Me1BioMd004060	0.5	0.1			1.2	1.2		0	5	0.8	2	1.5	1	0.3		1.3	0.7	20								1.2	1.9	0			3				90220098	90220096	90220094	90220092		9022	900008	100027	900011	900051								902201	902202	902203	902204	902205	902206	902207	902208	902209	902210	902211																																																																																									
90250	9025	9303	2	2	浪人肆型（极限型）	1						Mo1SsjkMd000004	1.1	0.2			1.2	1.2		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	20								1.2	2.5	0			3				90250098	90250096	90250094	90250092		9025	900008	100027	900011	900033								902501	902502	902503	902504	902505																																																																																															
90260	9026	9304	2	3	仿生蝾螈（极限型）							Mo1JgrcMd000002	1.1	0.4			1.2	1.2		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	20								1.2	2.5	0			3				90260098	90260096	90260094	90260092		9026	900008	100027	900011	900033								902601	902602	902603	902604	902605	902606	994501																																																																																													
90330	9033	9303	2	2	信使（极限型）							Me1BioMd004020	1	0.3			1.2	1.2		0	5	0.8	2	1.5	0.9	0.3		0.95	0.3	20								1.2	2.5	0			3				90330098	90330096	90330094	90330092		9033	900007	900008	100027	900011	900051	903310	903311					903301	903302	903303	903304	903305	903306	903307	903308	903309	903310																																																																																										
90340	9037	9303	2	2	禁卫（极限型）							Me1BioMd004010	1	0.2			1.2	1.2		0	5	0.8	2	1.5	0.9	0.3		0.95	0.3	20								1.2	3	0			3				90340098	90340096	90340094	90340092		9034	900007	900008	100027	900011	900051							903401	903402	903403	903404	903405	903406	903407	903408	903409																																																																																											
90341	9034	9303	2	2	树							Me1BioMd004010	1	0.2			1.2	1.2		0	5	0.8	2	1.5	0.9	0.3		0.95	0.3	20								1.2	3	0			3																					903401	903402	903403	903404	903405	903406	903407	903408	903409																																																																																											
90350	9035	9303	2	2	消防卫士（极限型）	1						Me1BioMd004040	1.5	0.5			1.2	1.2		0	5	1	2	1.5	0.9	0.3		0.95	0.3	20	0							1.2	0	0			3				90350098	90350096	90350094	90350092		9035	900007	900008	100027	900011	900051							903501	903502	903503	903504	903505	903506	903507	903508	903509	903510	903511	903512	903513																																																																																							
90360	9036	9303	2	2	分解者（极限型）	1						Me1BioMd004030	1	0.3			1.2	1.2		0	5	0.8	2	1.5	0.75	0.3	0	1.3	0.3	20								0.05	0.95	0			3				90360098	90360096	90360094	90360092		9036	900007	900008	100027	900011	900051	900704						903601	903602	903603	903604	903605	903606	903607	903608																																																																																												
90370	9037	9304	2	3	遗迹勘探者（极限型）	1						Me1BioMd004050	1	0.2			1	1		0	3	0.8	2	2	0.86	0.43		0.9	0.3	20	0	1#903761|2#903762|3#903763	1#1#15|2#1#15#1#15|3#1#15					1.2	2.5				3				90370098	90370096	90370094	90370092		9037	900007	900008	100027	900011	900051		995203					903701	903702	903703	903704	903705	903751	903752	903755	903756	903757	903761	903762	903763																																																																																							
90380	9038	9304	2	2	构造体（极限型）							Me1GouzaotiMd10001	1	0.3			1	1		0	5	0.8	2	1.5	0.9	0.3		1.2	0.3	20								0.05	2	0			3				90380098	90380096	90380094	90380092		9038												903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813																																																																																							
90390	9039	9300	1	2	重型收割机（极限型）							Mb1RobotarmorMd030001	1.5	0.1			0.8	0.8		1	10	0.8	2	1.5					0	99999								3.5	4.2				3				90390098	90390096	90390094	90390092		9039	900022	821203	970006	821256	100098	100097	900056					903901	903902	903903	903904	903905	903906	903907	903908																																																																																												
90400	9040	9303	3	2	仿生斗牛（极限型）	1						Me1CattleMd000002	1.7	1.5			1.2	1.2		0	5	0.8	2	1.5	0.9	0.3		0.85	0	20	0							1.2	3				3				90400098	90400096	90400094	90400092		9040	900008	100027	900011	970006								904001	904002	904003	904004	904005	904006	904007	904008	904009	904010	904011	904012	904013																																																																																							
90410	9041	9304	2	2	酸液工蚁（极限型）	1						Me1SpiderMd000001	1.7	0.5			1.2	1.2		0	5	0.8	2	1.5	0.9	0.3		0.85	0	20	0							1.2	3				3				90410098	90410096	90410094	90410092		9041	900008	100027	900011	970006								970101	970102	970103	970104	970105	970106	970107	970108	970109	970110																																																																																										
90420	9042	9304	2	2	武藏陆型（极限型）	1						Me1RocketMd002002	1.7	0.5			1.2	1.2		0	5	1.1	2	1.5	0.9	0.3		0.85	0	20								1.2	1.5	0			3				90420098	90420096	90420094	90420092		9042	900008	100027	900011	970006								904201	904202	904203	904204	904205	904206																																																																																														
90430	9043	9303	2	3	武藏玖型（极限型）	1						Me1SwordMd002001	1.3	0.1			1.2	1.2		0	5	1.3	2	1.5	0.9	0.3		0.85	0	20	0							2.8	3				3				81200098	81200096	81200094	81200092		9043	970714	900008	100027	900011	970006							904301	904302	904303	904304	904305	904306	904307	904308	904309																																																																																											
90440	9044	9304	2	3	自律警卫 (极限型）	1						Me1CamouflageMd001002	1.1	0.1			1	1		0	5	1.5	2	1.5	0.9	0.3		0.85	0	20	0							1.2	3				3				90440098	90440096	90440094	90440092		9044	900008	100027	900011	970006	971101							904401	904402	904403	904404	904405	904406	904407	904408	904409	904410	904411	904412	904413	904414																																																																																						
90450	9045	9303	2	2	极地机兵 (极限型）	1						Me1BioMd005010	0.8	0.3			1	1	1	0	5	0.8	2	1.5	1	0.3		1.3	0.7	10								1.2	1.9	0			3				90450098	90450096	90450094	90450092		9045	900007	904530	900011	900051								904501	904502	904503	904504	904505	904506	904507	904508	904509	904510	904511	904512	904513	904514	904515	904516	904517																																																																																			
90460	9046	9303	2	2	深海潜伏者 (极限型）	1						Me1BioMd005022	1.3	0.7			2	2	2	0	5	0.8	2	1.5	1	0.3		1.3	0.7	10								1.2	1.9	0			3				90460098	90460096	90460094	90460092		9046	900007	904607	900011	900051								904601	904602	904603	904604	904605	904606	904607	904608	904609	904610	904611	904612	904613	904614	904615	904616																																																																																				
91030	9003	9200	2	3	修理机工（强化型）	1						Mo1BraveMd010031	0.7	0.1			1	1		0	5	0.8	2	1.5	0.55	0.3	0	1.23	0.3	20								1.2	0.05	0			3				90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051						910300	900301	900302	900303	900304	900305	900306																																																																																														
91090	9009	9200	2	3	地面监视器（强化型）	1						Mo1BraveMd030011	1	0.1			1	1		0	5	1	2	1.5	1	0.3		1.55	0.3	20								1.2	0.05	0			3				90090098	90090096	90090094	90090092		9009	900007	900008	100027	900011	900051						910900	900901	900902																																																																																																		
91100	9010	9201	2	3	空中监视器（强化型）	1						Mo1BioMd010041	1	0.1			1	1		0	5	0.8	2	1.5	0.65	0.3		0.85	0.3	20								1.2	0.05	0			3				90100098	90100096	90100094	90100092		9010	900007	900008	100027	900011	900051						911000	901001	901002																																																																																																		
91110	9011	9201	2	3	巡境者（强化型）	1						Me1BioMd030061	1	0.2			1	1		0	5	1.1	2	1.5	0.7	0.3		0.95	0.3	20								1.2	0.05	0			3				90110098	90110096	90110094	90110092		9011	900007	900008	100027	900011	900051						911100	901101	901102	901103																																																																																																	
91120	9012	9200	2	3	保护者（强化型）	1						Mo1ArmorMd010081	1.3	0.2			1	1		0	5	1.1	2	1.5	1.15	0.3		1.55	0.3	20								1.2	0.05	0			3				90120098	90120096	90120094	90120092		9012	900007	900008	100027	900011	900051						911200	901201	901202	901203																																																																																																	
91130	9013	9200	2	3	驯兽师（强化型）	1						Me1BraveMd020021	1.7	1.5			1	1		0	5	0.8	2	1.5	0.9	0.3		0.85	0.3	20								1.2	0.05	0			3				90130098	90130096	90130094	90130092		9013	900007	900008	100027	900011	900051	730061					911300	901301	901302	901303	901304																																																																																																
91140	9014	9200	2	3	裂变原虫（强化型）	1						Mo1BraveMd010101	0.6	0.1			1	1		0	5	0.8	2	1.5	0.85	0.3		0.75	0.3	20								1.2	0	0			3									9014	900008	100027	900011	900051	901412						911400	901401	901402																																																																																																		
91150	9015	9200	2	3	液压（强化型）	1						Mo1ArmorMd010111	1.2	0.5			1	1		0	5	1.1	2	1.5	0.65	0.3		0.7	0.3	20								1.2	0.05	0			3				90150098	90150096	90150094	90150092		9015	900007	900008	100027	900011	900051	730061					911500	901501	901502	901503	901504	901505																																																																																															
91160	9016	9201	2	3	哨戒机炮（强化型）	1						Mo1BioMd030051	0.8	0.3			1.2	1.2		0	5	0.8	2	1.5	0.65	0.3		1.65	0.3	20								1.2	0.05	0			3				90160098	90160096	90160094	90160092		9016	900007	900008	100027	900011	900051						911600	901601	901602																																																																																																		
91170	9017	9201	2	3	布道者（强化型）	1						Mo1BioMd010141	0.5	0.1			1	1		0	5	0.8	2	1.5	0.8	0.3		1.45	0.3	20								1.2	0.05	0			3				90170098	90170096	90170094	90170092		9017	900007	900008	100027	900011	900051						911700	901701	901702	901703	901704	901705	901706																																																																																														
91180	9018	9200	2	3	执行者（强化型）	1						Mo1BioMd010121	0.6	0.1			1	1		0	5	0.8	2	1.5	1.05	0.3		1.05	0.3	20								1.2	0.05	0			3				90180098	90180096	90180094	90180092		9018	900007	900008	100027	900011	900051	730061					911800	901801	901802	901803	901804																																																																																																
91190	9019	9202	2	3	守护者（强化型）	1						Mo1ArmorMd010071	1	0.5			1	1		0	5	1	2	1.5	0.9	0.3		0.95	0.3	20								1.2	0.05	0			3				90190098	90190096	90190094	90190092		9019	900007	900008	100027	900011	900051	901910	901917				911900	901901	901902	901903	901904	901905	901906	901907	901908	901909	901910	901911	901912	901998	901999																																																																																						
91200	9020	9200	2	3	黑蜘蛛（强化型）	1						Mo1BraveMd010131	0	0.1			1	1		0	5	0.8	2	1.5	0.55	0.3		0.95	0.3	20								1.2	0.05	0			3				90200098	90200096	90200094	90200092		9020	900008	100027	900011	900051							912000	902001	902002	902003																																																																																																	
91210	9021	9203	2	3	园丁（强化型）	1						Me1ArmorMd010091	0.8	0.3			1	1		0	5	0.8	2	1.5	0.75	0.3		1.55	0.3	20								1.2	0.05	0			3				90210098	90210096	90210094	90210092		9021	900007	900008	100027	900011	900051						912100	902101	902102	902103	902104	902105	902106	902107	902108	902109	902110																																																																																										
91250	9025	9203	2	2	浪人肆型（强化型）	1						Mo1SsjkMd000004	1.1	0.2			1	1		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	20								1.2	2.5	0			3				90250098	90250096	90250094	90250092		9025	900008	100027	900011	900033							912500	902501	902502	902503	902504	902505																																																																																															
91260	9026	9204	2	3	仿生蝾螈（强化型）							Mo1JgrcMd000002	1.1	0.4			1	1		0	3	0.8	2	1.5	0.65	0.3		1.65	0.3	20								1.2	2.5	0			3				90260098	90260096	90260094	90260092		9026	900008	100027	900011	900033							912600	902601	902602	902603	902604	902605	902606																																																																																														
91330	9033	9203	2	2	信使（强化型）							Me1BioMd004020	1	0.3			1	1		0	5	0.8	2	1.5	0.9	0.3		0.95	0.3	20								1.2	2.5	0			3				90330098	90330096	90330094	90330092		9033	900007	900008	100027	900011	900051	903310	903311				913300	903301	903302	903303	903304	903305	903306	903307	903308	903309	903310																																																																																										
91340	9034	9203	2	2	禁卫（强化型）							Me1BioMd004010	1	0.2			1	1		0	5	0.8	2	1.5	0.9	0.3		0.95	0.3	20								1.2	3	0			3				90340098	90340096	90340094	90340092		9034	900007	900008	100027	900011	900051							903401	903402	903403	903404	903405	903406	903407	903408	903409																																																																																											
91350	9035	9203	2	2	消防卫士（强化型）	1						Me1BioMd004040	1.5	0.5			1	1		0	5	1	2	1.5	0.9	0.3		0.95	0.3	20	0							1.2	0	0			3				90350098	90350096	90350094	90350092		9035	900007	900008	100027	900011	900051						913500	903501	903502	903503	903504	903505	903506	903507	903508	903509	903510	903511	903512	903513																																																																																							
91360	9036	9203	2	2	分解者（强化型）	1						Me1BioMd004030	1	0.3			1	1		1	5	0.8	2	1.5	0.75	0.3	0	1.3	0.3	20								0.05	0.95	0			3				90360098	90360096	90360094	90360092		9036	900007	900008	100027	900011	900051	900704					913600	903601	903602	903603	903604	903605	903606	903607	903608																																																																																												
91370	9037	9204	2	3	遗迹勘探者（强化型）	1						Me1BioMd004050	1	0.2			1	1		0	3	0.8	2	2	0.86	0.43		0.9	0.3	20	0							1.2	2.5				3				90370098	90370096	90370094	90370092		9037	900007	900008	100027	900011	900051		995203				913700	903701	903702	903703	903704	903705																																																																																															
91380	9038	9204	2	2	构造体（强化型）							Me1GouzaotiMd10001	1	0.3			1	1		0	5	0.8	2	1.5	0.9	0.3		1.2	0.3	20								0.05	2	0			3				90380098	90380096	90380094	90380092		9038											913800	903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813																																																																																							
91381	9038	9204	2	2	构造体（援助型）							Me1GouzaotiMd10001	1	0.3			1	1		0	5	0.8	2	1.5	0.9	0.3		1.2	0.3	20								0.05	2	0			3				90380098	90380096	90380094	90380092		9038	790013	715088									913800	903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813																																																																																							
91390	9039	9200	1	2	重型收割机（强化型）							Mb1RobotarmorMd030001	1.5	0.1			0.8	0.8		1	10	0.8	2	1.5					0	99999								3.5	4.2				3				90390098	90390096	90390094	90390092		9039	900022	821203	970006	821256	100098	100097	900056				913900	903901	903902	903903	903904	903905																																																																																															
91400	9040	9203	3	2	仿生斗牛（强化型）	1						Me1CattleMd000002	1.7	1.5			1	1		0	5	0.8	2	1.5	0.9	0.3		0.85	0	20	0							1.2	3				3				90400098	90400096	90400094	90400092		9040	900008	100027	900011	970006							914000	904001	904002	904003	904004	904005	904006	904007	904008	904009	904010	904011	904012	904013																																																																																							
91410	9041	9204	2	2	酸液工蚁（强化型）	1						Me1SpiderMd000001	1.7	0.5			1	1		0	5	0.8	2	1.5	0.9	0.3		0.85	0	20	0							1.2	3				3				97010098	97010096	97010094	97010092		9701	900008	100027	900011	970006							914100	970101	970102	970103	970104	970105	970106	970107	970108	970109	970110																																																																																										
91420	9042	9204	2	2	武藏陆型（强化型）	1						Me1RocketMd002002	1.7	0.5			1	1		0	5	1.1	2	1.5	0.9	0.3		0.85	0	20								1.2	1.5	0			3				90420098	90420096	90420094	90420092		9042	900008	100027	900011	970006							914200	904201	904202	904203	904204	904205	904206																																																																																														
91430	9043	9203	2	3	武藏玖型（强化型）	1						Me1SwordMd002001	1.3	0.1			1	1		0	5	1.3	2	1.5	0.9	0.3		0.85	0	20	0							2.8	3				3				81200098	81200096	81200094	81200092		9043	970714	900008	100027	900011	970006						914300	904301	904302	904303	904304	904305	904306	904307	904308	904309																																																																																											
91440	9044	9204	2	3	自律警卫 (强化型）	1						Me1CamouflageMd001002	1.1	0.1			1	1		0	5	1.5	2	1.5	0.9	0.3		0.85	0	20	0							1.2	3				3				90440098	90440096	90440094	90440092		9044	900008	100027	900011	970006	971101							904401	904402	904403	904404	904405	904406	904407	904408	904409	904410	904411	904412	904413	904414																																																																																						
91450	9045	9203	2	2	极地机兵 (强化型）	1						Me1BioMd005010	0.8	0.3			1	1	1	0	5	0.8	2	1.5	1	0.3		1.3	0.7	10								1.2	1.9	0			3				90450098	90450096	90450094	90450092		9045	900007	904530	900011	900051							914500	904501	904502	904503	904504	904505	904506	904507	904508	904509	904510	904511	904512	904513	904514	904515	904516	904517																																																																																			
91460	9046	9203	2	2	深海潜伏者 (强化型）	1						Me1BioMd005021	0.9	0.5			1.5	1.5	1.5	0	5	0.8	2	1.5	1	0.3		1.3	0.7	10								1.2	1.9	0			3				90460098	90460096	90460094	90460092		9046	904607	900011	900051								914600	904601	904602	904603	904604	904605	904606	904607	904608	904609	904610	904611	904612	904613	904614	904615	904616																																																																																				
