Id	CharacterId	ResourcesId	Name	Quality	Description	WorldDescription	Icon	BigIcon	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	Priority	ItemKey	ItemCount	SmallHeadIcon	BigHeadIcon	RoundnessNotItemHeadIcon	RoundnessHeadIcon	BigRoundnessHeadIcon	HalfBodyImage	RoleCharacterBigImage	RoundnessNotItemHeadIconLiberation	SmallHeadIconLiberation	BigHeadIconLiberation
6310101	1031001	1030101	泛用式	1	初始系列——丽芙·蚀暗	构造体生产出来时配给的服装。	Assets/Product/Texture/Image/IconToolsSp/Clo10310010101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310010101.png	10017					930	32	3	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png
6310102	1031001	1030102	泛用式·改	2	初始系列——丽芙·蚀暗	构造体进行解放后，获得权限根据爱好修改的服装。	Assets/Product/Texture/Image/IconToolsSp/Clo10310010102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310010102.png	10017					920	32	6	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png
6310103	1031001	1030103	泛用式·终	2	初始系列——丽芙·蚀暗	构造体解放到最高后，根据个人意愿修改的服装，完好的体现了本人意识海的特征。	Assets/Product/Texture/Image/IconToolsSp/Clo10310010103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310010103.png	10017					910	32	9	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png
6310104	1031001	1030104	银庭花冠	5	新生活系列——丽芙·蚀暗	成为生态研究中心管理者的丽芙，握有微调生态系统的控制器，空中花园的各处生机都从她的手中绽放。	Assets/Product/Texture/Image/IconToolsSp/Clo10310090101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310090101.png	10008					905	32	33	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png
6310105	1031001	1030105	灰羽·蚀暗	5	灰羽·灰鸦小队 基地服系列——丽芙·蚀暗	为所有和灰鸦小队结下羁绊的构造体们量身定做的制服，也是出席基地中各种重要仪式活动时的正式着装。	Assets/Product/Texture/Image/IconToolsSp/Clo10310090102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310090102.png	10016					903	32	33	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png
6310106	1031001	1030106	时之女仆	5	零时行动系列——丽芙·蚀暗	七点钟的早安，九点钟的送别，十一点钟的一人餐。一点钟熨烫衣物，三点钟打扫房间，五点钟准备晚饭。六点钟开始期待，八点钟欢迎回来。	Assets/Product/Texture/Image/IconToolsSp/Clo10310019101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310019101.png	10016					902	32	33	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png
6310107	1031001	1030107	圣诞之约	5	圣诞系列——丽芙·蚀暗	结合机械零件和特殊布料加工而成的衣物，融入圣诞流行的可爱元素作为主题风格的同时兼顾了优秀的防御性能。	Assets/Product/Texture/Image/IconToolsSp/Clo10310019111Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310019111.png	10016					901	32	33	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png
6310108	1031001	1030108	生命之星	5	意义——丽芙·蚀暗	生命之星精锐医疗部队作业用制服，套装配备医疗构造箱包及紧急血清注射栓，为奋战在前线的士兵提供安心的后援。	Assets/Product/Texture/Image/IconToolsSp/Clo10310019151Sp.png	Assets/Product/Texture/Image/IconTools/Clo10310019151.png						901	32	33	Assets/Product/Texture/Image/Role/RoleHeadLifu.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadLifu2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadLifu2.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigLifuNormal01.png	Assets/Product/Texture/Image/Role/RoleHeadLifu5.png	Assets/Product/Texture/Image/Role/RoleHeadLifu6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png
6410101	1041002	1040101	泛用式	1	初始系列——比安卡·零度	构造体生产出来时配给的服装。	Assets/Product/Texture/Image/IconToolsSp/Clo10410010101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10410010101.png	10017					900	32	3	Assets/Product/Texture/Image/Role/RoleHeadAolisuo.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadAolisuo2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadAolisuo2.png	Assets/Product/Texture/Image/RoleStory/OlisuoNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigOlisuoNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo5.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo2.png
6410102	1041002	1040102	泛用式·改	2	初始系列——比安卡·零度	构造体进行解放后，获得权限根据爱好修改的服装。	Assets/Product/Texture/Image/IconToolsSp/Clo10410010102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10410010102.png	10017					890	32	6	Assets/Product/Texture/Image/Role/RoleHeadAolisuo.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadAolisuo2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadAolisuo2.png	Assets/Product/Texture/Image/RoleStory/OlisuoNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigOlisuoNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo5.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo2.png
6410103	1041002	1040103	泛用式·终	2	初始系列——比安卡·零度	构造体解放到最高后，根据个人意愿修改的服装，完好的体现了本人意识海的特征。	Assets/Product/Texture/Image/IconToolsSp/Clo10410010103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10410010103.png	10017					880	32	9	Assets/Product/Texture/Image/Role/RoleHeadAolisuo.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadAolisuo2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadAolisuo2.png	Assets/Product/Texture/Image/RoleStory/OlisuoNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigOlisuoNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo5.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo2.png
6410104	1041002	1040104	蓟	5	深度腐蚀系列——比安卡·零度	对深度感染地区的矿石进行精炼后，根据其特殊的结晶形状设计出了这套气质幽美的外装。	Assets/Product/Texture/Image/IconToolsSp/Clo10410070101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10410070101.png	10016					870	32	33	Assets/Product/Texture/Image/Role/RoleHeadAolisuo.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadAolisuo2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadAolisuo2.png	Assets/Product/Texture/Image/RoleStory/OlisuoNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigOlisuoNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo5.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo2.png
6410105	1041002	1040105	灰羽·零度	5	灰羽·灰鸦小队 基地服系列——比安卡·零度	为所有和灰鸦小队结下羁绊的构造体们量身定做的制服，也是出席基地中各种重要仪式活动时的正式着装。	Assets/Product/Texture/Image/IconToolsSp/Clo10410070102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10410070102.png	10018					865	32	33	Assets/Product/Texture/Image/Role/RoleHeadAolisuo.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadAolisuo2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadAolisuo2.png	Assets/Product/Texture/Image/RoleStory/OlisuoNomal01.png	Assets/Product/Texture/Image/RoleCharacterBig/RoleCharacterBigOlisuoNomal01.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo5.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo2.png
6510101	1051001	1050101	泛用式	1	初始系列——七实·风暴	构造体生产出来时配给的服装。	Assets/Product/Texture/Image/IconToolsSp/Clo10510010101Sp.png	Assets/Product/Texture/Image/IconTools/Clo10510010101.png	10017					860	32	3	Assets/Product/Texture/Image/Role/RoleHeadYongyechao.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadYongyechao2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadYongyechao2.png	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/Yongyechaonormal01.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao2.png
6510102	1051001	1050102	泛用式·改	2	初始系列——七实·风暴	构造体进行解放后，获得权限根据爱好修改的服装。	Assets/Product/Texture/Image/IconToolsSp/Clo10510010102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10510010102.png	10017					850	32	6	Assets/Product/Texture/Image/Role/RoleHeadYongyechao.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadYongyechao2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadYongyechao2.png	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/Yongyechaonormal01.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao2.png
6510103	1051001	1050103	泛用式·终	2	初始系列——七实·风暴	构造体解放到最高后，根据个人意愿修改的服装，完好的体现了本人意识海的特征。	Assets/Product/Texture/Image/IconToolsSp/Clo10510010103Sp.png	Assets/Product/Texture/Image/IconTools/Clo10510010103.png	10017					840	32	9	Assets/Product/Texture/Image/Role/RoleHeadYongyechao.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadYongyechao2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadYongyechao2.png	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/Yongyechaonormal01.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao2.png
6510104	1051001	1050104	灰羽·风暴	5	灰羽·灰鸦小队 基地服系列——七实·风暴	为所有和灰鸦小队结下羁绊的构造体们量身定做的制服，也是出席基地中各种重要仪式活动时的正式着装。	Assets/Product/Texture/Image/IconToolsSp/Clo10510090102Sp.png	Assets/Product/Texture/Image/IconTools/Clo10510090102.png	10016					835	32	10	Assets/Product/Texture/Image/Role/RoleHeadYongyechao.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3.png	Assets/Product/Texture/Image/IconToolsSp/RoleHeadYongyechao2Sp.png	Assets/Product/Texture/Image/IconTools/RoleHeadYongyechao2.png	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	Assets/Product/Texture/Image/RoleCharacterBig/Yongyechaonormal01.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao6.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao2.png
