Id	CharacterId	Grade	UseItemKey	UseItemCount	AttrId	ConditionId[1]	ConditionId[2]	ConditionId[3]	GradeBigIcon	GradeIcon	Star	NoStar	GradeName
14	1011002	14			101214	100113	110011		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconYingxiong.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconYingxiong1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconYingxiong.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconYingxiong.png	英雄
15	1021001	1	1	5000	102101	100000	109000		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconXinbing.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconXinbing1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconXinbing1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconXinbing0.png	列兵Ⅰ
16	1021001	2	1	10000	102102	100001	110000		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui1.png	军士Ⅰ
17	1021001	3	1	15000	102103	100102	110001		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui1.png	军士Ⅱ
18	1021001	4	1	20000	102104	100103	110002		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅰ
19	1021001	5	1	25000	102105	100104	110003		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅱ
20	1021001	6	1	30000	102106	100105	110004		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅲ
21	1021001	7	1	35000	102107	100106	110005		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai1.png	特种Ⅰ
22	1021001	8	1	42500	102108	100107	110006		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai1.png	特种Ⅱ
23	1021001	9	1	50000	102109	100108	110007		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai1.png	特种Ⅲ
24	1021001	10	1	60000	102110	100109	110008		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅰ
25	1021001	11	1	70000	102111	100110	110009		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅱ
26	1021001	12	1	80000	102112	100111	110010		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅲ
27	1021001	13	1	100000	102113	100112	110011		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅳ
28	1021001	14			102114	100113	110011		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconYingxiong.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconYingxiong1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconYingxiong.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconYingxiong.png	英雄
29	1021002	1	1	5000	102201	100000	109000		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconXinbing.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconXinbing1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconXinbing1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconXinbing0.png	列兵Ⅰ
30	1021002	2	1	10000	102202	100001	110000		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui1.png	军士Ⅰ
31	1021002	3	1	15000	102203	100102	110001		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui1.png	军士Ⅱ
32	1021002	4	1	20000	102204	100103	110002		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅰ
33	1021002	5	1	25000	102205	100104	110003		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅱ
34	1021002	6	1	30000	102206	100105	110004		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅲ
35	1021002	7	1	35000	102207	100106	110005		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai1.png	特种Ⅰ
36	1021002	8	1	42500	102208	100107	110006		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai1.png	特种Ⅱ
37	1021002	9	1	50000	102209	100108	110007		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai1.png	特种Ⅲ
38	1021002	10	1	60000	102210	100109	110008		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅰ
39	1021002	11	1	70000	102211	100110	110009		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅱ
40	1021002	12	1	80000	102212	100111	110010		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅲ
41	1021002	13	1	100000	102213	100112	110011		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅳ
42	1021002	14			102214	100113	110011		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconYingxiong.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconYingxiong1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconYingxiong.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconYingxiong.png	英雄
43	1031001	1	1	5000	103101	100000	109000		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconXinbing.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconXinbing1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconXinbing1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconXinbing0.png	列兵Ⅰ
44	1031001	2	1	10000	103102	100001	110000		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui1.png	军士Ⅰ
45	1031001	3	1	15000	103103	100102	110001		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui1.png	军士Ⅱ
46	1031001	4	1	20000	103104	100103	110002		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅰ
47	1031001	5	1	25000	103105	100104	110003		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅱ
48	1031001	6	1	30000	103106	100105	110004		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅲ
49	1031001	7	1	35000	103107	100106	110005		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai1.png	特种Ⅰ
50	1031001	8	1	42500	103108	100107	110006		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai1.png	特种Ⅱ
51	1031001	9	1	50000	103109	100108	110007		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai1.png	特种Ⅲ
52	1031001	10	1	60000	103110	100109	110008		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅰ
53	1031001	11	1	70000	103111	100110	110009		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅱ
54	1031001	12	1	80000	103112	100111	110010		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅲ
55	1031001	13	1	100000	103113	100112	110011		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅳ
56	1031001	14			103114	100113	110011		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconYingxiong.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconYingxiong1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconYingxiong.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconYingxiong.png	英雄
57	1031002	1	1	5000	103201	100000	109000		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconXinbing.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconXinbing1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconXinbing1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconXinbing0.png	列兵Ⅰ
58	1031002	2	1	10000	103202	100001	110000		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui1.png	军士Ⅰ
59	1031002	3	1	15000	103203	100102	110001		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui1.png	军士Ⅱ
60	1031002	4	1	20000	103204	100103	110002		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅰ
61	1031002	5	1	25000	103205	100104	110003		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅱ
62	1031002	6	1	30000	103206	100105	110004		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅲ
63	1031002	7	1	35000	103207	100106	110005		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai1.png	特种Ⅰ
64	1031002	8	1	42500	103208	100107	110006		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai1.png	特种Ⅱ
65	1031002	9	1	50000	103209	100108	110007		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconWangpai1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconWangpai1.png	特种Ⅲ
66	1031002	10	1	60000	103210	100109	110008		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅰ
67	1031002	11	1	70000	103211	100110	110009		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅱ
68	1031002	12	1	80000	103212	100111	110010		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅲ
69	1031002	13	1	100000	103213	100112	110011		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconTianxuan1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconTianxuan1.png	王牌Ⅳ
70	1031002	14			103214	100113	110011		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconYingxiong.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconYingxiong1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconYingxiong.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconYingxiong.png	英雄
71	1031003	1	1	5000	103301	100000	109000		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconXinbing.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconXinbing1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconXinbing1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconXinbing0.png	列兵Ⅰ
72	1031003	2	1	10000	103302	100001	110000		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui1.png	军士Ⅰ
73	1031003	3	1	15000	103303	100102	110001		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconJingrui1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconJingrui1.png	军士Ⅱ
74	1031003	4	1	20000	103304	100103	110002		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅰ
75	1031003	5	1	25000	103305	100104	110003		Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli.png	Assets/Product/Texture/Image/IconRoleQulity/CharacterIconZhuli1.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli2.png	Assets/Product/Texture/Atlas/UiCharacter/ChaGradeIconZhuli1.png	精锐Ⅱ
