Id	Key	Text
20003012	FubenManagerCheckPreFightUrgentEventMapNotOpen	关卡尚未开启
20003013	FubenManagerChallengeWinFightIdNotMatch	副本数据不匹配(0)
20003014	FubenManagerChallengeWinPreFightDataNotMatch	副本数据不匹配(1)
20003015	FubenManagerChallengeLoseFightIdNotMatch	副本数据不匹配(2)
20003016	FubenManagerChallengeLoseStageCfgNotFound	副本数据不匹配(3)
20003017	FubenManagerChallengeLosePreFightDataNotMatch	副本数据不匹配(4)
20003018	FubenManagerStageAllReadyMaxChallegeCount	副本已经达到最大挑战次数
20003019	FubenManagerStageAllReadyMaxBuyCount	副本已经达到最大购买次数
20003020	FubenManagerFinishToStageStageNotFound	副本不存在
20003021	FubenManagerFightIntervalFast	副本挑战间隔过快
20003022	FubenManagerRebootCountNotMatch	副本复活次数不匹配
20003023	FubenManagerStageLocked	关卡尚未解锁
20003024	FubenControlPreFightParamsError	队伍信息有误
20003025	FubenManagerBfrtNotGroup	据点不存在
20003026	FubenManagerBfrtPreIdNotFinish	请先完成前置据点
20003027	FubenManagerBfrtNotChallengeCount	挑战次数不足
20003028	FubenManagerBfrtEchelonNotFound	梯队配置id不存在
20003029	FubenManagerBfrtWinParamError	据点结算不匹配
20003030	FubenManagerBfrtTeamError	梯队出战人数错误
20003031	FubenManagerBfrtServerTeamError	服务器出战队伍错误
20003032	FubenManagerBfrtServerTeamNotEqualClientTeam	出战人数错误
20003033	FubenManagerBfrtClientCharacterIdNotInServerTeam	出战角色错误
20003034	FubenManagerBfrtStageNotFinish	请先挑战上一关
20003035	FubenManagerBfrtSetTeamFightInfoIdsNotEqualConfigIds	出战队伍数量错误
20003036	FubenManagerBfrtSetTeamLogisticsNotEqualConfigIds	后勤队伍数量错误
20003037	FubenManagerFightRebootFightIdNotMatch	战斗复活FightId不匹配
20003038	FubenManagerFightRebootCountNotMatch	战斗复活次数不匹配
20003039	FubenManagerFightRebootStageNotFound	战斗复活副本不存在
20003040	FubenManagerGetFightRebootTemplateNotFound	战斗复活配置不存在
20003041	FubenManagerGetFightRebootRebootCountIllegal	战斗复活次数非法
20003042	FubenBossSingleNotReset	幻痛囚笼未重置
20003043	FubenBossSingleChallengeCountNotEnough	挑战次数不足
20003044	FubenBossSingleCharacterPointsNotEnough	挑战角色耐力不足
20003045	FubenBossSingleGetBossSingleDataLevelTypeIllegal	等级类型非法
20003046	FubenBossBossStageListNotFound	幻痛囚笼不存在
20003047	FubenBossSingleScoreRewardIsNotExist	该奖励不存在
20003048	FubenBossSingleScoreRewardIsGot	奖励已领取
20003049	FubenBossSingleScoreRewardTypeError	领取奖励类型错误
20003050	FubenBossSingleScoreIsNotEnough	当前积分不够领取奖励
20003051	FubenBossSingleHistoryIsNotExist	没有历史记录
20003052	FubenBossSingleStageCanNotAutoFight	该关卡不能自动战斗
20003053	FubenBossSingleStageIsNotExist	关卡不存在
20003054	FubenBossSingleSaveScoreIllegality	不能重复保存
20003055	FubenBossSingleAutoFightCountNotEnough	次数不够
20003056	FubenBossSingleCurScoreIsBigThanHistory	自动战斗讨伐值低于现有讨伐值
20003057	FubenBossOnlineSectionNotFound	找不到章节信息
20003058	FubenMainLinePassTimesNotEnough	主线挑战次数不足
20003059	FubenMainLineChapterIsNotExist	章节不存在
20003060	FubenPrequelStageNotPass	关卡尚未通关
20003061	FubenPrequelStageRewardAlready	星级奖励已领取
20003062	FubenPrequelStageIdError	无效的前传关卡
20003063	FubenPrequelCoverIdError	无效的前传封面Id
20003064	FubenPrequelChallengeIdError	无效的前传挑战Id
20003065	FubenPrequelChallengeLock	前传关卡尚未解锁
20003066	FubenPrequelChallengeUnlockAlready	前传关卡已经解锁
20003067	FubenPrequelChallengeCountLimit	挑战次数不足
20003068	FubenManagerAutoFightStageNotExist	副本不存在
20003069	FubenManagerAutoFightStageInvalid	副本无效
20003070	FubenManagerAutoFightHaventPassed	副本未通关
20003071	FubenManagerAutoFightPoolIsFull	队伍数量已满
20003072	FubenManagerAutoFightAlreadyRunning	自动作战中
20003073	FubenManagerAutoFightNotEnoughTimes	剩余挑战次数不足
20003074	FubenManagerAutoFightNotEnoughActionPoint	体力不足
20003075	FubenManagerAutoFightIndexInvalid	自动作战编号无效
20003076	FubenManagerAutoFightStageNotMatch	自动作战副本不匹配
20003077	FubenManagerAutoFightNotComplete	自动作战未完成
20003078	FubenManagerTrialIdIsNotFound	试炼副本不存在
20003079	FubenManagerTrialPreIdIsNotPass	请先通关前置关卡
20003080	FubenManagerTrialIdIsNotPass	请先通关
20003081	FubenManagerTrialPassRewardAlreadyGet	通关奖励已领取
20003082	FubenManagerTrialTypeRewardIsNotExit	奖励不存在
20003083	FubenManagerTrialTypeRewardAlreadyGet	奖励已领取
20003084	FubenManagerTrialTypeRewardIsNotFinish	关卡未完成
20003085	FubenManagerDailyChapterNotFound	找不到日常本章节配置
20003086	FubenManagerDailySectionNotFound	找不到日常本配置
20003087	FubenManagerDailyConditionInvalid	无效的日常本条件配置
20003088	FubenManagerDailyTimeNotFit	未到达开启时间
20003089	FubenManagerAutoFightTimesError	自动战斗次数错误
20003090	FubenManagerBossSingleResetCanNotSaveScore	玩法已刷新，无法保存记录
20003091	FubenManagerBossSingleDataIsRefresh	副本数据已刷新，请重新打开页面
20004001	TeamManagerGetTeamIdFail	获取队伍ID失败
20004002	TeamManagerPrefabExceedMax	队伍预设达到上限
20004003	TeamManagerSetTeamParaError	队伍设置数量错误
20007001	FightProxyManagerEnterIsExist	玩家在其他战斗中
20007002	FightProxyManagerGetFightProxyFail	获取战斗代理失败
20007003	FightProxyManagerGetFightProxyForPlayerFail	获取战斗代理失败（玩家）
20007004	FightProxyManagerPlayerIdRepeat	获取战斗代理失败（玩家）
20007005	FightProxyManagerFightProxyNotFound	获取战斗代理失败（玩家）
20008001	FightProxyDoOperationNotRunning	战斗不在运行中
20008002	FightProxyIsRunningFail	战斗正在运行中
20008003	FightProxyFightCompleteNotInFight	战斗未结束
20008004	FightProxyLoadCompleteFail	战斗不在加载状态
20008005	FightProxyGetFightDataPlayerIdNotFound	获取战斗代理获取玩家信息失败
20008006	FightProxyDoOperationPlayerIdNotFound	战斗操作异常
20008007	FightProxyLoadTimeout	战斗服加载超时
20008008	FightProxyFightTimeout	战斗服战斗超时
20008009	FightProxySettleTimeout	战斗服结算超时
20008010	FightProxyJoinFightPlayerNotFound	战斗服加入战斗玩家不存在
20008011	FightProxyGetFightPlayerNotFound	战斗服获取战斗玩家失败
20009001	CharacterManagerGetCharacterTemplateNotFound	获取角色模板失败
20009002	CharacterManagerGetLevelUpTemplateNotFound	获取角色升级模板失败
20009003	CharacterManagerGetGradeTemplateNotFound	获取角色突破模板失败
20009004	CharacterManagerGetQualityFragmentTemplateNotFound	获取角色品质碎片模板失败
20009005	CharacterManagerGetQualityTemplateNotFound	获取角色品质模板失败
20009006	CharacterManagerGetSkillUpgradeTemplateNotFound	获取技能升级信息失败
20009007	CharacterManagerGetSkillTemplateNotFound	获取角色技能模板失败
20009008	CharacterManagerSkillNotFound	找不到该技能
20009009	CharacterManagerGetStarUseCountParamsError	获取升星材料参数错误
20009010	CharacterManagerGetStarUseCountStarError	获取升星材料星星错误
20009011	CharacterManagerGetCharacterByIdNotFound	找不到角色
20009012	CharacterManagerCreateCharacterFail	创建角色失败
20009013	CharacterManagerNewCharacterDataIsNil	角色数据为空
20009014	CharacterManagerLevelUpMaxLevel	角色已满级
20009015	CharacterManagerAddStarFail	增加星星失败
20009016	CharacterManagerMaxQuality	角色已达最高品质
20009017	CharacterManagerActivateStarMaxStar	已进化至最高等级
20009018	CharacterManagerPromoteQualityStarNotEnough	进化条件不足
20009019	CharacterManagerMaxGrade	角色改造已满级
20009020	CharacterManagerExchangeCharacterAlreadyOwn	已拥有该角色
20009021	CharacterManagerGetCharacterDataNotFound	角色数据未找到
20009022	CharacterManagerCreateCharacterAlreadyExist	角色已存在
20009023	CharacterManagerInformationNotFound	该资料不存在
20009024	CharacterManagerRewardNotFound	该奖励不存在
20009025	CharacterManagerStoryNotFound	该剧情不存在
20009026	CharacterManagerStrangeNewsNotFound	该奇闻不存在
20009027	CharacterManagerVoiceNotFound	该语音不存在
20009028	CharacterManagerTrustLvNotEnough	信赖度等级不够
20009029	CharacterManagerInformationAlreadyUnlock	该资料已解锁
20009030	CharacterManagerStoryAlreadyUnlock	该剧情已解锁
20009031	CharacterManagerStrangeNewsAlreadyUnlock	该奇闻已解锁
20009032	CharacterManagerStrangeNewsCanNotUnlock	未达到解锁条件
20009033	CharacterManagerVoiceAlreadyUnlock	该语音已解锁
20009034	CharacterManagerRewardAlreadyUnlock	该奖励已经获得
20009035	CharacterManagerRewardCanNotUnlock	未达到领取条件
20009036	CharacterManagerTrustItemNotFound	物品不存在
20009037	CharacterManagerSendGiftParaError	请求参数异常
20009038	CharacterManagerTrustLevelExpNotFound	信赖度等级错误
20009039	CharacterManagerTrustGameNotCount	次数不足
20009040	CharacterManagerTrustGameIdNotFound	游戏异常
20009041	CharacterManagerTrustGameRewardNotFound	奖励不存在
20009042	CharacterManagerTrustGameFinishNumError	完成参数异常
20009043	CharacterManagerTrustGameResultIllegal	异常操作
20009044	CharacterMinSkillLevelNotFound	找不到角色最低技能等级
20009045	CharacterMaxSkillLevelNotFound	找不到角色最高技能等级
20009046	CharacterUnlockSkillNotNeed	角色技能无需解锁
20009047	CharacterSkillUnlocked	角色技能已解锁
20009048	CharacterSkillIsNotFoundOrLock	角色技能不存在或者未解锁
20009049	CharacterSkillLevelIsMax	已升到最高等级
20009050	CharacterSkillPoolTemplateNotFound	角色技能池配置未找到
20009051	CharacterSkillPoolIsEmpty	角色技能池为空
20009052	CharacterSkillLevelEffectTemplateNotFound	角色技能等级效果未找到
20009053	CharacterExtraDataNotFound	信赖度数据不存在
20009054	FashionManagerGetFashionNotFound	涂装未找到
20009055	FashionIsUnOwned	没有获得此涂装
20009056	FashionIsLock	此涂装没有解锁
20009057	FashionIsUnLock	此涂装已解锁
20009058	CharacterGatherRewardHadGet	奖励已经领取
20009059	CharacterPreGatherRewardIsNotGet	上一级奖励未领取
20012001	ItemManagerGetItemTableFailed	获取道具表失败
20012002	ItemManagerGetItemNotFound	找不到指定道具
20012003	ItemManagerCheckIdValidFail	道具id不存在
20012004	ItemCountNotEnough	道具数量不足
20012005	ItemManagerCheckItemCountMoreThanMaxCount	道具数量将超过上限
20012006	ItemAlreadyOwned	道具已存在
20012007	ItemManagerGetBuyAssetTableFail	获取购买表失败
20012008	ItemManagerBuyAssetMaxTimes	已达到今日最大购买次数。
20012009	ItemNotFound	道具不存在
20012010	ItemSellCountError	出售道具数量有误
20012011	ItemSellFragmentLimit	不能出售该碎片
20012012	ItemCannotSell	道具无法出售
20012013	ItemCannotBuy	道具无法购买
20012014	ItemCannotConvertCharacterExp	道具无法转换成角色经验
20012015	ItemCannotConvertFurnitureConfig	道具无法转换成家具图纸配置
20012016	ItemCannotUse	道具无法使用
20012017	ItemNotEffect	道具未生效
20012018	ItemAlreadyInvalid	道具已失效
20012019	ItemUseGiftSelectRewardIsEmpty	礼包选择奖励为空
20012020	ItemUseGiftSelectRewardAboveLimit	礼包选择奖励超过上限
20012021	ItemUseGiftSelectRewardNotExist	礼包选择奖励不存在
20012022	ItemCreateError	获取道具失败
20012023	ItemCountException	创建道具失败
20012024	ItemBatchCountNotEnough	该批次道具数量不足
20012025	ItemBatchNotFound	该道具已过期
20014001	ArrangeManagerCalTypeFail	ID不正确，无法识别类型
20017001	DropManagerGetDropGoodsFail	获取掉落物品失败
20017002	DropManagerGetDropBottomTableListFail	获取掉落水位列表失败
20017003	DropManagerDropItemFailed	掉落物品失败
20017004	DropManagerGetDropTableFail	获取掉落表失败
20017005	DropManagerGetDropGroupTableFail	获取掉落组表失败
20017006	DropManagerGetDropSetTableFail	获取掉落集表失败
20018001	DrawManagerGetDrawGroupInfoNotFound	抽卡组信息不存在
20018002	DrawManagerGetDrawInfoNotFound	抽卡信息不存在
20018003	DrawManagerDrawCountError	抽卡次数出错
20018004	DrawManagerTodayTimesUseUp	抽卡今日次数用完
20018005	DrawManagerTodayRemainTimesNotEnough	抽卡今日剩余次数不足
20018006	DrawManagerActivityTimesUseUp	活动抽卡次数用完
20018007	DrawManagerActivityRemainTimesNotEnough	活动剩余抽卡次数不足
20018008	DrawManagerNotOptionalDrawId	不是可选抽卡Id
20018009	DrawManagerNotInValidTime	超出有效时间
20018010	DrawManagerDrawInfoNotFound	找不到抽卡信息
20018011	DrawManagerDrawInfoAlreadyExist	抽卡信息已经存在
20018012	DrawManagerDrawGroupInfoNotFound	找不到抽卡组信息
20018013	DrawManagerDrawGroupAlreadyExist	抽卡组信息已存在
20018014	DrawManagerDrawGroupOptionalListIsEmpty	抽卡组信息已存在
20019001	GuideManagerGetGuideGroupTableNotFound	找不到抽卡组信息
20019002	GuideManagerGetGuideCompleteTableNotFound	获取不到引导完成表
20019003	GuideManagerCompleteGuideErrorAlreadyCompleted	引导完成出错，已完成过
20019004	GuideManagerCompleteGuideErrorNotNeedReq	引导完成出错，无需请求完成
20019005	GuildManagerGuildGroupIdNotFound	引导组id不存在
20020001	RewardManagerGetRewardTableFail	获取奖励表失败
20020002	RewardManagerCreateRewardGoodsTypeNotSupport	奖励类型不支持
20020003	RewardManagerGetRewardGoodsNotFound	奖励物品找不到
20021001	EquipTemplateNotFound	获取装备信息失败
20021002	EquipBreakthroughTemplateNotFound	无法获取装备突破信息
20021003	EquipManagerGetLevelUpTemplateNotFound	获取装备升级模板失败
20021004	EquipManagerGetEquipNotFound	请先添加消耗
20021005	EquipManagerNewEquipFail	创建装备失败
20021006	EquipManagerLevelUpMaxLevel	装备已满级
20021007	EquipManagerLevelUpLevelLimit	装备等级限制
20021008	EquipManagerAddBreakthroughFail	装备突破失败
20021009	EquipManagerBreakthroughOverstep	装备突破超出限制
20021010	EquipManagerBreakthroughMaxBreakthrough	装备已满突破
20021011	EquipManagerBreakthroughLevelNotEnough	装备突破等级不足
20021012	EquipManagerGetCharEquipBySiteNotFound	找不到装备
20021013	EquipManagerPutOnRepeat	重复穿戴
20021014	EquipManagerPutOnSiteError	穿戴位置错误
20021015	EquipManagerPutOnTypeError	穿戴类型错误
20021016	EquipManagerTakeOffNotBeenWorn	装备未被穿戴
20021017	EquipManagerTakeOffCanNotTakeOff	装备不能卸下
20021018	EquipManagerDecomposeDoNot	穿在身上的装备不能分解
20021019	EquipManagerDecomposeConfigNot	分解表不存在对应的项
20021020	EquipManagerWeaponCapacityNotEnough	武器容量不足
20021021	EquipManagerChipCapacityNotEnough	意识容量不足
20021022	EquipManagerGetSuitTemplateNotFound	获取装备套装配置失败
20021023	EquipManagerGetSuitEffectTemplateNotFound	获取装备套装效果配置失败
20021024	EquipIsLocked	装备锁定
20021025	EquipIsUnLock	装备解锁
20021026	EquipCanNotPutOnByThisCharacter	该角色无法穿戴
20021027	EquipGetEatCostCoinNotFound	获取武器升级消耗螺母失败
20021028	EquipLevelUpUseEquipListIsEmpty	强化时没有选择消耗的装备
20021029	EquipEatUseRepeatEquip	消耗的装备ID重复
20021030	EquipResonanceCanNotUseSelf	消耗的装备不能是自己
20021031	EquipResonanceCharacterNotOwned	共鸣角色未拥有
20021032	EquipResonanceUnconfirmedInfoUntreated	共鸣信息未确认
20021033	EquipResonanceUseEquipTypeNotSame	共鸣消耗装备类型不对应
20021034	EquipResonanceWeaponStarNotSame	共鸣消耗装备星级不符合
20021035	EquipResonanceChipSuitIsNotSame	共鸣消耗套装ID不符合
20021036	EquipResonanceTemplateNotFound	共鸣配置未找到
20021037	EquipResonanceUseItemTemplateNotFound	共鸣使用道具配置未找到
20021038	EquipResonanceCanNotUseThisItem	无法使用改道具进行共鸣
20021039	EquipWeaponSkillTemplateNotFound	武器技能配置未找到
20021040	EquipSkillPoolIsEmpty	装备技能池为空
20021041	EquipResonanceSlotConfigIsEmpty	共鸣槽配置为空
20021042	EquipResonanceConfigError	共鸣配置错误
20021043	EquipResonanceConfirmInfoIsEmpty	共鸣确认信息为空
20021044	EquipLevelUpCanNotEatSelf	装备升级不能吃自己
20021045	EquipResonanceNeedSelectCharacter	共鸣需要选择角色
20021046	EquipDecomposeListIsEmpty	装备分解列表为空
20021047	EquipSuitNotFound	无法获取该意识信息
20021048	EquipSuitCanNotTransform	该意识套装已超过改造期。
20021049	EquipSuitSiteError	该意识套装位置已错误
20021050	EquipTransformChipUseEquipCountError	使用装备数量有误
20021051	EquipTransformChipUseEquipSuitError	使用装备部位有误
20021052	EquipSuitSiteConfigNotFound	获取该意识套装信息有误
20021053	EquipResonancePoolIsEmpty	共鸣池子为空
20021054	EquipResonanceWeaponSkillPoolIsEmpty	共鸣武器技能池子为空
20021055	EquipResonanceCharacterSkillPoolIsEmpty	共鸣角色技能池子为空
20021056	EquipResonanceAttribGroupPoolIsEmpty	共鸣属性池子为空
20026001	TaskManagerInitFail	任务系统初始化失败
20026002	TaskManagerInitTaskConfigFail	任务配置初始化失败
20026003	TaskManagerGetTaskConditionFail	获取任务条件失败
20026004	TaskManagerGetTaskTemplateFail	获取任务模板失败
20026005	TaskManagerFinishTaskTaskNotFound	找不到任务
20026006	TaskManagerFinishTaskTaskAlreadyFinish	任务已完成
20026007	TaskManagerFinishTaskTaskNotAchieved	任务已过期
20026008	TaskManagerTaskNotExist	任务不存在
20026009	TaskManagerGetActivenessStageRewardNotExist	活跃度奖励不存在
20026010	TaskManagerGetActivenessRewardUnknownType	未知活跃度类型
20026011	TaskManagerGetActivenessRewardAlreadyGeted	奖励已领取
20026012	TaskManagerCourseRewardNotExist	获取历程奖励信息失败
20026013	TaskManagerCourseRewardAlreadyGeted	获取历程奖励已领取
20026014	TaskManagerCourseStageAlreadyGeted	获取历程奖励已领取
20026015	TaskManagerTaskUnOpen	任务尚未解锁
20026016	TaskManagerTaskClose	任务已经关闭
20026017	TaskManagerTaskNotTimeLimit	任务已失效
20026018	TaskManagerNewPlayerActivenessIsNotExist	该奖励段不存在
20026019	TaskManagerNewPlayerActivenessRewardIsNotExist	奖励不存在
20026020	TaskManagerNewPlayerActivenessAlreadyGet	奖励已领取
20026021	TaskManagerNewPlayerActivenessIsNotEnough	经验不够领取
20026022	TaskManagerNewPlayerTaskTodayCanNotFinish	今日不能完成该任务
20027001	MailManagerGetMailFail	获取邮件失败
20027002	MailManagerGetRewardIsEmpty	邮件奖励为空
20027003	MailManagerGetRewardRepeat	邮件奖励已领取
20027004	MailManagerMailNotEffect	邮件未生效
20027005	MailManagerMailWasInvalid	邮件已失效
20027006	MailManagerGetRewardWasInvalidOrRewardEmpty	邮件已失效或者奖励为空
20027007	MailManagerMailIdInvalid	邮件id无效
20027008	MailManagerMailExist	邮件已存在
20027009	MailManagerMailNotExist	邮件不存在
20027010	MailManagerGetMailRewardListNotFoundReward	邮件奖励配置找不到
20027011	MailManagerGetMailRewardSomeGoodsMoreThanCapacity	部分邮件奖励附件数量超过上限，暂无法领取
20027012	MailManagerIsDeleted	邮件已被删除
20027013	MailManagerIsRead	已经阅读过此邮件
20029001	AttribManagerGetAttribTemplateNotFound	获取属性模板失败
20029002	AttribManagerGetPromotedAttribTemplateNotFound	获取等级提升属性模板失败
20029003	AttribManagerGetGrowRateAttribTemplateNotFound	获取比例提升属性模板失败
20029004	AttribManagerGetTotalPromotedAttribsParamArrayError	获取比例提升属性失败
20029005	AttribManagerGetTotalPromotedAttribsLevelError	获取等级提升属性总和等级错误
20029006	AttribManagerGetNpcAttribNpcNotFound	找不到对应Npc
20029007	AttribGroupPoolNotFound	找不到对应属性组
20029008	AttribGroupNotFound	找不到对应属性组
20029009	AttribReviseTemplateNotFound	获取比例改变属性模板失败
20030002	ShopManagerAddGoodsInfoAlreadyExist	商品信息已导入
20030003	ShopManagerShopUnOpen	商店未开放
20030004	ShopManagerShopClosed	商店已经关闭
20030005	ShopManagerGoodsUnOpen	商品未上架
20030006	ShopManagerGoodsClosed	商品已经下架
20030007	ShopManagerShopNotExist	商店不在列表中
20030008	ShopManagerGoodsNotExist	商品不在列表中
20030009	ShopManagerGoodsGroupNotExist	商品组不在列表中
20030010	ShopManagerNotResetTimes	重置次数不足
20030011	ShopManagerShopNotBuyTimes	商店总购买次数不足
20030012	ShopManagerGoodsNotBuyTimes	商品购买次数不足
20030013	ShopGoodsAlreadyExist	商品已经存在
20030014	ShopIsUnShelve	商店已关闭
20030015	ShopGoodsIsUnShelve	商品已下架
20030016	ShopRequestParamsException	商店请求参数错误
20030017	ShopBuyGoodsCountLimit	商品购买数量超过上限
20030018	ShopKindIsNotReset	该商店无法刷新
20031001	FriendManagerApplyFriendFailedIsRefused	申请好友失败，已被拒绝
20031002	FriendManagerApplyFriendFailedIsDeleted	申请好友失败，处于好友删除状态
20031003	FriendManagerApplyFriendFailedIsAlreadyFriend	申请好友失败，已经是朋友
20031004	FriendManagerApplyFriendFailedIsNotRepeatApply	申请好友失败，不能重复申请
20031005	FriendManagerAcceptFriendFailedApplyIsNotExist	失败！该玩家不存在或已成为您的好友！
20031006	FriendManagerAcceptFriendFailedSelfFriendCountOutOfMaxCount	接受好友申请失败，好友个数已到上限
20031007	FriendManagerRecommendFriendFailedRecommendCoolDownTime	推荐好友失败，推荐时间冷却中
20031008	FriendManagerCanNotOperateSelf	操作失败，无法对自己操作
20031009	FriendManagerGetPlayerInfosFailedReqListIsNull	获取玩家信息失败，请求列表为空
20031010	FriendManagerDeleteFriendsFailedReqListIsNull	删除好友失败，请求列表为空
20031011	FriendManagerApplySuccess	申请已提交
20031012	FriendManagerDeleteSuccess	删除好友成功
20031013	FriendManagerCanNotPlayerForId	玩家不存在
20031014	FriendManagerAcceptFriendFailedOtherFriendCountOutOfMaxCount	接受好友申请失败，对方好友个数已到上限
20031015	FriendManagerApplySelfFriendNumLimit	申请失败，好友个数已达上限
20031016	FriendManagerApplyOtherFriendNumLimit	申请失败，对方好友个数已达上限
20031017	FriendManagerApplyListFull	申请失败，对方申请列表已满
20031018	FriendManagerMyFriendFull	好友人数已满
20031019	FriendManagerOtherFriendFull	对方好友人数已满
20031020	FriendManagerAgreeIsFriend	同意失败，已经是好友
20032001	FightCheckManagerCodeNotMatch	战斗数据异常(0)
20032002	FightCheckManagerCodesTooLong	战斗数据异常(1)
20032003	FightCheckManagerCheckSkip	战斗数据异常(2)
20032004	FightCheckManagerSettleCodeNotMatch	战斗数据异常(3)
20032005	FightCheckManagerParamIllegal	战斗数据异常(4)
20032006	FightCheckManagerNotSettle	战斗数据异常(5)
20033001	ChatManagerSendChatErrorCannotSendGift	发送聊天出错
20033002	ChatManagerChatContentCanNotBeNull	聊天内容不能为空
20033003	ChatManagerGetGiftFailedInvalidGift	无效礼物
20033004	ChatManagerRefreshTimeCooling	聊天冷却中......
20033005	ChatManagerGetGiftAlreadyMaxCount	当日收取礼物数已达最大值
20033006	ChatManagerGetGiftNotGift	当前没有可以收取的礼物
20033007	ChatManagerSendMsgNotAllowed	含有非法字符
20033008	ChatManagerNoSendGiftFriend	投掷次数每天早上5:00重置
20033009	ChatManagerChatChannelInvalid	聊天发送失败
20033010	ChatManagerChatChannelIdInvalid	聊天输入不合法
20033011	ChatContentTooLong	聊天信息过长
20033012	ChatIsBanned	禁言中
20033013	ChatChannelNotExist	频道已解散
20034001	ConditionManagerParamsError	条件参数错误
20034002	ConditionManagerGetConditionTemplateNotFound	条件配置不存在
20034003	ConditionManagerPlayerLevelNotEnough	玩家等级不足
20034004	ConditionManagerNotOwnCharacter	未拥有指定角色
20034005	ConditionManagerOwnCharacterCanNotFight	特定角色不能出战
20034006	ConditionManagerCharacterCountNotEnough	未拥有足够数量角色
20034007	ConditionManagerCharacterSexIsError	角色性别不符
20034008	ConditionManagerCharacterTypeIsError	角色类型不符
20034009	ConditionManagerCharacterLevelIsError	角色等级不符
20034010	ConditionManagerCharacterQualityIsError	角色品质不足
20034011	ConditionManagerMapNotPassed	关卡尚未通过
20034012	ConditionManagerCharacterSexNumIsError	队伍角色性别错误
20034013	ConditionManagerCharacterTypeNumIsError	队伍角色类型错误
20034014	ConditionManagerCharacterQualityNumIsError	队伍角色品质不够
20034015	ConditionManagerCharacterLevelNumIsError	队伍角色等级不够
20034016	ConditionManagerCharacterIdNumIsError	队伍未拥有指定角色
20034017	ConditionManagerCharacterAbilityNotEnough	构造体战力条件不满足
20034018	ConditionManagerCharacterResonanceNotEnough	构造体共鸣条件不满足
20034019	ConditionManagerCharacterNumIsError	队伍出战角色数量错误
20034020	ConditionManagerCharacterExhibitionLevelNotEnough	构造体解放条件不满足
20034021	ConditionManagerIsNotGetFirstPayReward	首充奖励未领取
