Id	SendName	Title	Content	ValidTime	RewardIds[1]	RewardIds[2]	RewardIds[3]	RewardIds[4]	RewardIds[5]	RewardIds[6]	RewardIds[7]	RewardIds[8]	RewardIds[9]	RewardIds[10]	RewardIds[11]	RewardIds[12]	RewardIds[13]	RewardIds[14]	RewardIds[15]	RewardIds[16]	RewardIds[17]	RewardIds[18]	RewardIds[19]	RewardIds[20]	RewardIds[21]	RewardIds[22]
20005	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200050	200051	200052																			
20006	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200060	200061	200062																			
20007	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200070	200071	200072																			
20008	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200080	200081	200082																			
20009	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200090	200091	200092																			
20010	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200100	200101	200102																			
20011	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200110	200111	200112																			
20012	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200120	200121	200122																			
20013	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200130	200131	200132																			
30000	空中花园指挥中心	赤铜之羽奖励	尊敬的指挥官，鉴于您身为赤铜之羽危险种狩猎者的出色表现，现给予与实力相应的奖励。请查验收取。	604800	30000																					
30001	空中花园指挥中心	秘银之羽奖励	尊敬的指挥官，鉴于您身为秘银之羽危险种狩猎者的出色表现，现给予与实力相应的奖励。请查验收取。	604800	30001																					
30002	空中花园指挥中心	鎏金之羽奖励	尊敬的指挥官，鉴于您身为鎏金之羽危险种狩猎者的出色表现，现给予与实力相应的奖励。请查验收取。	604800	30002																					
30003	空中花园指挥中心	灰鸦之翼奖励	尊敬的指挥官，鉴于您身为灰鸦之翼危险种狩猎者的出色表现，现给予与实力相应的奖励。请查验收取。	604800	30003																					
50001	测试中心	排行榜奖励	第一名奖励	604800																						
50002	测试中心	排行榜奖励	第二名奖励	604800																						
50003	测试中心	排行榜奖励	第三名奖励	604800																						
50004	测试中心	排行榜奖励	前五名奖励	604800																						
50005	测试中心	排行榜奖励	前十名奖励	604800																						
50006	测试中心	排行榜奖励	前0.1%奖励	604800																						
50007	测试中心	排行榜奖励	前1%奖励	604800																						
50008	测试中心	排行榜奖励	前10%奖励	604800																						
50009	测试中心	排行榜奖励	阳光普照奖	604800																						
90000	空中花园补给中心	持续5天，每天一份	尊敬的指挥官，您购买的新手培养补给包已经到货。该礼包将分五天发送，每次包含对应奖励一份。请查验收取。	2592000	900000	900001	900002	900003																		
90001	空中花园补给中心	持续10天，每天一份	尊敬的指挥官，您购买的A级角色SSR皮肤黑卡补给包已经到货。该礼包将分十天发送，每次包含对应奖励一份。请查验收取。	2592000	900010																					
90002	空中花园补给中心	持续10天，每天一份	尊敬的指挥官，您购买的每日皮肤券补给包已经到货。该礼包将分十天发送，每次包含对应奖励一份。请查验收取。	2592000	900020																					
90003	空中花园补给中心	持续7天，每天一份	尊敬的指挥官，您购买的武器材料补给包已经到货。该礼包将分七天发送，每次包含对应奖励一份。请查验收取。	2592000	900030	900031	900032																			
90004	空中花园补给中心	持续7天，每天一份	尊敬的指挥官，您购买的意识材料补给包已经到货。该礼包将分七天发送，每次包含对应奖励一份。请查验收取。	2592000	900040	900041	900042																			
90005	空中花园补给中心	持续10天，每天一份	尊敬的指挥官，您购买的终身限购10连补给包已经到货。该礼包将分十天发送，每次包含对应奖励一份。请查验收取。	2592000	900050																					
