Id	CharacterId	Name	CvId	UnlockLv	ConditionDescript	SoundType	IsShow
134	1021001	连接时间过长4	102066	6	信赖度6级解锁		1
135	1021001	连接接入1	102067	1	信赖度1级解锁		1
136	1021001	连接接入2	102068	2	信赖度2级解锁		1
137	1021001	连接接入3	102069	4	信赖度4级解锁		1
138	1021001	连接接入4	102070	6	信赖度6级解锁		1
139	1021001	长时间未接入1	102071	1	信赖度1级解锁		1
140	1021001	长时间未接入2	102072	3	信赖度3级解锁		1
141	1021001	长时间未接入3	102073	5	信赖度5级解锁		1
142	1021001	长时间未接入4	102074	6	信赖度6级解锁		1
143	1021001	摇晃1	102075	1	信赖度1级解锁		1
144	1021001	摇晃2	102076	3	信赖度3级解锁		1
145	1021001	摇晃3	102077	5	信赖度5级解锁		1
146	1021001	摇晃4	102078	6	信赖度6级解锁		1
147	1021001	快速点击1	102079	1	信赖度1级解锁		1
148	1021001	快速点击2	102080	3	信赖度3级解锁		1
149	1021001	快速点击3	102081	5	信赖度5级解锁		1
150	1021001	快速点击4	102082	6	信赖度6级解锁		1
151	1021001	活跃度已满	102083	1	信赖度1级解锁		1
152	1021001	战胜归来	102084	1	信赖度1级解锁		1
153	1021001	队友归来	102085	1	信赖度1级解锁		1
154	1021001	战斗1	102151	1	信赖度1级解锁		1
155	1021001	战斗2	102152	1	信赖度1级解锁		1
156	1021001	战斗3	102153	1	信赖度1级解锁		1
157	1021001	必杀	102154	1	信赖度1级解锁		1
158	1021001	受伤	102155	1	信赖度1级解锁		1
159	1021001	危险警告	102156	1	信赖度1级解锁		1
160	1021001	力尽	102157	1	信赖度1级解锁		1
161	1021001	助战	102158	1	信赖度1级解锁		1
162	1021001	QTE	102159	1	信赖度1级解锁		1
163	1021001	战斗结束	102084	1	信赖度1级解锁		1
164	1031001	构造体加入	103001	1	信赖度1级解锁		1
165	1031001	升级	103006	1	信赖度1级解锁		1
166	1031001	晋升	103007	1	信赖度1级解锁		1
167	1031001	进化	103008	1	信赖度1级解锁		1
168	1031001	技能升级	103009	1	信赖度1级解锁		1
169	1031001	武器装备	103010	1	信赖度1级解锁		1
170	1031001	升级	103123	1	信赖度1级解锁	2	0
171	1031001	晋升	103124	1	信赖度1级解锁	4	0
172	1031001	进化	103125	1	信赖度1级解锁	3	0
173	1031001	技能升级	103126	1	信赖度1级解锁	5	0
174	1031001	武器装备	103127	1	信赖度1级解锁	6	0
175	1031001	编入队伍	103012	1	信赖度1级解锁	7	1
176	1031001	设为队长	103013	1	信赖度1级解锁	8	1
177	1031001	任务完成1	103014	1	信赖度1级解锁		1
178	1031001	任务完成2	103015	1	信赖度1级解锁		1
179	1031001	日常问候1	103016	1	信赖度1级解锁		1
180	1031001	日常问候2	103017	1	信赖度1级解锁		1
181	1031001	日常问候3	103018	1	信赖度1级解锁		1
182	1031001	日常问候4	103019	1	信赖度1级解锁		1
183	1031001	日常问候5	103020	2	信赖度2级解锁		1
184	1031001	日常问候6	103021	2	信赖度2级解锁		1
185	1031001	日常问候7	103022	2	信赖度2级解锁		1
186	1031001	日常问候8	103023	3	信赖度3级解锁		1
187	1031001	日常问候9	103024	3	信赖度3级解锁		1
188	1031001	日常问候10	103025	3	信赖度3级解锁		1
189	1031001	日常问候11	103026	4	信赖度4级解锁		1
190	1031001	日常问候12	103027	4	信赖度4级解锁		1
191	1031001	日常问候13	103028	4	信赖度4级解锁		1
192	1031001	日常问候14	103030	5	信赖度5级解锁		1
193	1031001	日常问候15	103031	5	信赖度5级解锁		1
194	1031001	日常问候16	103032	6	信赖度6级解锁		1
195	1031001	日常问候17	103033	6	信赖度6级解锁		1
196	1031001	日常问候18	103034	6	信赖度6级解锁		1
197	1031001	信赖提升1	103035	1	信赖度1级解锁		1
198	1031001	信赖提升2	103036	1	信赖度1级解锁		1
199	1031001	信赖提升3	103037	3	信赖度3级解锁		1
200	1031001	信赖提升4	103038	3	信赖度3级解锁		1
201	1031001	信赖提升5	103039	5	信赖度5级解锁		1
202	1031001	信赖提升6	103040	5	信赖度5级解锁		1
203	1031001	信赖提升7	103041	6	信赖度6级解锁		1
204	1031001	信赖提升8	103042	6	信赖度6级解锁		1
205	1031001	空闲1	103047	1	信赖度1级解锁		1
206	1031001	空闲2	103048	3	信赖度3级解锁		1
207	1031001	空闲3	103049	4	信赖度4级解锁		1
208	1031001	空闲4	103050	5	信赖度5级解锁		1
209	1031001	空闲5	103051	6	信赖度6级解锁		1
210	1031001	连接时间过长1	103052	1	信赖度1级解锁		1
211	1031001	连接时间过长2	103053	3	信赖度3级解锁		1
212	1031001	连接时间过长3	103054	5	信赖度5级解锁		1
213	1031001	连接时间过长4	103055	6	信赖度6级解锁		1
214	1031001	连接接入1	103056	1	信赖度1级解锁		1
215	1031001	连接接入2	103057	3	信赖度3级解锁		1
216	1031001	连接接入3	103058	5	信赖度5级解锁		1
217	1031001	连接接入4	103059	6	信赖度6级解锁		1
218	1031001	长时间未接入1	103060	1	信赖度1级解锁		1
219	1031001	长时间未接入2	103061	3	信赖度3级解锁		1
220	1031001	长时间未接入3	103062	5	信赖度5级解锁		1
221	1031001	长时间未接入4	103063	6	信赖度6级解锁		1
222	1031001	摇晃1	103064	1	信赖度1级解锁		1
223	1031001	摇晃2	103065	3	信赖度3级解锁		1
224	1031001	摇晃3	103066	5	信赖度5级解锁		1
225	1031001	摇晃4	103067	6	信赖度6级解锁		1
226	1031001	快速点击1	103068	1	信赖度1级解锁		1
227	1031001	快速点击2	103069	3	信赖度3级解锁		1
228	1031001	快速点击3	103070	5	信赖度5级解锁		1
229	1031001	快速点击4	103071	6	信赖度6级解锁		1
230	1031001	活跃度已满	103072	1	信赖度1级解锁		1
231	1031001	战胜归来	103073	1	信赖度1级解锁		1
232	1031001	队友归来	103074	1	信赖度1级解锁		1
233	1031001	战斗1	103151	1	信赖度1级解锁		1
234	1031001	战斗2	103152	1	信赖度1级解锁		1
235	1031001	战斗3	103153	1	信赖度1级解锁		1
236	1031001	必杀	103154	1	信赖度1级解锁		1
237	1031001	受伤	103155	1	信赖度1级解锁		1
238	1031001	危险警告	103156	1	信赖度1级解锁		1
239	1031001	力尽	103157	1	信赖度1级解锁		1
240	1031001	助战	103158	1	信赖度1级解锁		1
241	1031001	QTE	103159	1	信赖度1级解锁		1
242	1031001	战斗结束	103073	1	信赖度1级解锁		1
243	1041002	构造体加入	104001	1	信赖度1级解锁		1
244	1041002	升级	104006	1	信赖度1级解锁		1
245	1041002	晋升	104007	1	信赖度1级解锁		1
246	1041002	进化	104008	1	信赖度1级解锁		1
247	1041002	技能升级	104009	1	信赖度1级解锁		1
248	1041002	武器装备	104010	1	信赖度1级解锁		1
249	1041002	升级	104102	1	信赖度1级解锁	2	0
250	1041002	晋升	104103	1	信赖度1级解锁	4	0
251	1041002	进化	104104	1	信赖度1级解锁	3	0
252	1041002	技能升级	104105	1	信赖度1级解锁	5	0
253	1041002	武器装备	104106	1	信赖度1级解锁	6	0
254	1041002	编入队伍	104012	1	信赖度1级解锁	7	1
255	1041002	设为队长	104013	1	信赖度1级解锁	8	1
256	1041002	任务完成1	104014	1	信赖度1级解锁		1
257	1041002	任务完成2	104015	1	信赖度1级解锁		1
258	1041002	日常问候1	104016	1	信赖度1级解锁		1
259	1041002	日常问候2	104017	1	信赖度1级解锁		1
260	1041002	日常问候3	104018	1	信赖度1级解锁		1
261	1041002	日常问候4	104019	3	信赖度3级解锁		1
262	1041002	日常问候5	104020	3	信赖度3级解锁		1
263	1041002	日常问候6	104021	3	信赖度3级解锁		1
264	1041002	日常问候7	104022	5	信赖度5级解锁		1
265	1041002	日常问候8	104023	5	信赖度5级解锁		1
266	1041002	日常问候9	104024	5	信赖度5级解锁		1
267	1041002	日常问候10	104025	6	信赖度6级解锁		1
268	1041002	信赖提升1	104028	1	信赖度1级解锁		1
269	1041002	信赖提升2	104029	1	信赖度1级解锁		1
270	1041002	信赖提升3	104030	3	信赖度3级解锁		1
271	1041002	信赖提升4	104031	3	信赖度3级解锁		1
272	1041002	信赖提升5	104032	5	信赖度5级解锁		1
273	1041002	信赖提升6	104033	5	信赖度5级解锁		1
274	1041002	信赖提升7	104034	6	信赖度6级解锁		1
275	1041002	信赖提升8	104035	6	信赖度6级解锁		1
276	1041002	空闲1	104040	1	信赖度1级解锁		1
277	1041002	空闲2	104041	3	信赖度3级解锁		1
278	1041002	空闲3	104042	5	信赖度5级解锁		1
279	1041002	空闲4	104043	6	信赖度6级解锁		1
280	1041002	连接时间过长1	104044	1	信赖度1级解锁		1
281	1041002	连接时间过长2	104045	3	信赖度3级解锁		1
282	1041002	连接时间过长3	104046	5	信赖度5级解锁		1
283	1041002	连接时间过长4	104047	6	信赖度6级解锁		1
284	1041002	连接接入1	104048	1	信赖度1级解锁		1
285	1041002	连接接入2	104049	3	信赖度3级解锁		1
286	1041002	连接接入3	104050	5	信赖度5级解锁		1
287	1041002	连接接入4	104051	6	信赖度6级解锁		1
288	1041002	长时间未接入1	104052	1	信赖度1级解锁		1
289	1041002	长时间未接入2	104053	3	信赖度3级解锁		1
290	1041002	长时间未接入3	104054	5	信赖度5级解锁		1
291	1041002	长时间未接入4	104055	6	信赖度6级解锁		1
292	1041002	摇晃1	104056	1	信赖度1级解锁		1
293	1041002	摇晃2	104057	3	信赖度3级解锁		1
294	1041002	摇晃3	104058	5	信赖度5级解锁		1
295	1041002	摇晃4	104059	6	信赖度6级解锁		1
296	1041002	快速点击1	104060	1	信赖度1级解锁		1
297	1041002	快速点击2	104061	3	信赖度3级解锁		1
298	1041002	快速点击3	104062	5	信赖度5级解锁		1
299	1041002	快速点击4	104063	6	信赖度6级解锁		1
300	1041002	活跃度已满	104064	1	信赖度1级解锁		1
301	1041002	战胜归来	104065	1	信赖度1级解锁		1
302	1041002	队友归来	104066	1	信赖度1级解锁		1
303	1041002	战斗1	104151	1	信赖度1级解锁		1
304	1041002	战斗2	104152	1	信赖度1级解锁		1
305	1041002	战斗3	104153	1	信赖度1级解锁		1
306	1041002	必杀	104154	1	信赖度1级解锁		1
307	1041002	受伤	104155	1	信赖度1级解锁		1
308	1041002	危险警告	104156	1	信赖度1级解锁		1
309	1041002	力尽	104157	1	信赖度1级解锁		1
310	1041002	助战	104158	1	信赖度1级解锁		1
311	1041002	QTE	104159	1	信赖度1级解锁		1
312	1041002	战斗结束	104065	1	信赖度1级解锁		1
313	1051001	构造体加入	105001	1	信赖度1级解锁		1
314	1051001	升级	105006	1	信赖度1级解锁		1
315	1051001	晋升	105007	1	信赖度1级解锁		1
316	1051001	进化	105008	1	信赖度1级解锁		1
317	1051001	技能升级	105009	1	信赖度1级解锁		1
318	1051001	武器装备	105010	1	信赖度1级解锁		1
319	1051001	升级	105105	1	信赖度1级解锁	2	0
320	1051001	晋升	105106	1	信赖度1级解锁	4	0
321	1051001	进化	105107	1	信赖度1级解锁	3	0
322	1051001	技能升级	105108	1	信赖度1级解锁	5	0
323	1051001	武器装备	105109	1	信赖度1级解锁	6	0
324	1051001	编入队伍	105012	1	信赖度1级解锁	7	1
325	1051001	设为队长	105013	1	信赖度1级解锁	8	1
326	1051001	任务完成1	105014	1	信赖度1级解锁		1
327	1051001	任务完成2	105015	1	信赖度1级解锁		1
328	1051001	日常问候1	105016	1	信赖度1级解锁		1
329	1051001	日常问候2	105018	1	信赖度1级解锁		1
330	1051001	日常问候3	105019	3	信赖度3级解锁		1
331	1051001	日常问候4	105020	3	信赖度3级解锁		1
332	1051001	日常问候5	105021	3	信赖度3级解锁		1
333	1051001	日常问候6	105022	5	信赖度5级解锁		1
334	1051001	日常问候7	105023	5	信赖度5级解锁		1
335	1051001	日常问候8	105024	5	信赖度5级解锁		1
336	1051001	日常问候9	105025	6	信赖度6级解锁		1
337	1051001	日常问候10	105026	6	信赖度6级解锁		1
338	1051001	日常问候11	105027	6	信赖度6级解锁		1
339	1051001	信赖提升1	105028	1	信赖度1级解锁		1
340	1051001	信赖提升2	105029	1	信赖度1级解锁		1
341	1051001	信赖提升3	105030	3	信赖度3级解锁		1
342	1051001	信赖提升4	105031	3	信赖度3级解锁		1
343	1051001	信赖提升5	105032	5	信赖度5级解锁		1
344	1051001	信赖提升6	105033	5	信赖度5级解锁		1
345	1051001	信赖提升7	105034	6	信赖度6级解锁		1
346	1051001	信赖提升8	105035	6	信赖度6级解锁		1
347	1051001	空闲1	105040	1	信赖度1级解锁		1
348	1051001	空闲2	105041	3	信赖度3级解锁		1
349	1051001	空闲3	105042	5	信赖度5级解锁		1
350	1051001	空闲4	105043	6	信赖度6级解锁		1
351	1051001	连接时间过长1	105044	1	信赖度1级解锁		1
352	1051001	连接时间过长2	105045	3	信赖度3级解锁		1
353	1051001	连接时间过长3	105046	5	信赖度5级解锁		1
354	1051001	连接时间过长4	105047	6	信赖度6级解锁		1
355	1051001	连接接入1	105048	1	信赖度1级解锁		1
356	1051001	连接接入2	105049	3	信赖度3级解锁		1
357	1051001	连接接入3	105050	5	信赖度5级解锁		1
358	1051001	连接接入4	105051	6	信赖度6级解锁		1
359	1051001	长时间未接入1	105052	1	信赖度1级解锁		1
360	1051001	长时间未接入2	105053	3	信赖度3级解锁		1
361	1051001	长时间未接入3	105054	5	信赖度5级解锁		1
362	1051001	长时间未接入4	105055	6	信赖度6级解锁		1
363	1051001	摇晃1	105056	1	信赖度1级解锁		1
364	1051001	摇晃2	105057	3	信赖度3级解锁		1
365	1051001	摇晃3	105058	5	信赖度5级解锁		1
366	1051001	摇晃4	105059	6	信赖度6级解锁		1
367	1051001	快速点击1	105060	1	信赖度1级解锁		1
368	1051001	快速点击2	105061	3	信赖度3级解锁		1
369	1051001	快速点击3	105062	5	信赖度5级解锁		1
370	1051001	快速点击4	105063	6	信赖度6级解锁		1
371	1051001	活跃度已满	105064	1	信赖度1级解锁		1
372	1051001	战胜归来	105065	1	信赖度1级解锁		1
373	1051001	队友归来	105066	1	信赖度1级解锁		1
374	1051001	战斗1	105151	1	信赖度1级解锁		1
375	1051001	战斗2	105152	1	信赖度1级解锁		1
376	1051001	战斗3	105153	1	信赖度1级解锁		1
377	1051001	必杀	105154	1	信赖度1级解锁		1
378	1051001	受伤	105155	1	信赖度1级解锁		1
379	1051001	危险警告	105156	1	信赖度1级解锁		1
380	1051001	力尽	105157	1	信赖度1级解锁		1
381	1051001	助战	105158	1	信赖度1级解锁		1
382	1051001	QTE	105159	1	信赖度1级解锁		1
383	1051001	战斗结束	105065	1	信赖度1级解锁		1
384	1061002	构造体加入	106001	1	信赖度1级解锁		1
385	1061002	升级	106006	1	信赖度1级解锁		1
386	1061002	晋升	106007	1	信赖度1级解锁		1
387	1061002	进化	106008	1	信赖度1级解锁		1
388	1061002	技能升级	106009	1	信赖度1级解锁		1
389	1061002	武器装备	106010	1	信赖度1级解锁		1
390	1061002	升级	106107	1	信赖度1级解锁	2	0
391	1061002	晋升	106108	1	信赖度1级解锁	4	0
392	1061002	进化	106109	1	信赖度1级解锁	3	0
393	1061002	技能升级	106110	1	信赖度1级解锁	5	0
394	1061002	武器装备	106111	1	信赖度1级解锁	6	0
395	1061002	编入队伍	106012	1	信赖度1级解锁	7	1
396	1061002	设为队长	106013	1	信赖度1级解锁	8	1
397	1061002	任务完成1	106014	1	信赖度1级解锁		1
398	1061002	任务完成2	106015	1	信赖度1级解锁		1
399	1061002	日常问候1	106016	1	信赖度1级解锁		1
400	1061002	日常问候2	106018	1	信赖度1级解锁		1
401	1061002	日常问候3	106019	3	信赖度3级解锁		1
402	1061002	日常问候4	106020	3	信赖度3级解锁		1
403	1061002	日常问候5	106021	3	信赖度3级解锁		1
404	1061002	日常问候6	106022	5	信赖度5级解锁		1
405	1061002	日常问候7	106023	5	信赖度5级解锁		1
406	1061002	日常问候8	106024	5	信赖度5级解锁		1
407	1061002	日常问候9	106025	6	信赖度6级解锁		1
408	1061002	日常问候10	106026	6	信赖度6级解锁		1
409	1061002	日常问候11	106027	6	信赖度6级解锁		1
410	1061002	信赖提升1	106028	1	信赖度1级解锁		1
411	1061002	信赖提升2	106029	1	信赖度1级解锁		1
412	1061002	信赖提升3	106031	3	信赖度3级解锁		1
413	1061002	信赖提升4	106032	3	信赖度3级解锁		1
414	1061002	信赖提升5	106033	5	信赖度5级解锁		1
415	1061002	信赖提升6	106034	5	信赖度5级解锁		1
416	1061002	信赖提升7	106035	6	信赖度6级解锁		1
417	1061002	信赖提升8	106036	6	信赖度6级解锁		1
418	1061002	空闲1	106041	1	信赖度1级解锁		1
419	1061002	空闲2	106042	3	信赖度3级解锁		1
420	1061002	空闲3	106043	5	信赖度5级解锁		1
421	1061002	空闲4	106044	6	信赖度6级解锁		1
422	1061002	连接时间过长1	106045	1	信赖度1级解锁		1
423	1061002	连接时间过长2	106046	3	信赖度3级解锁		1
424	1061002	连接时间过长3	106047	5	信赖度5级解锁		1
425	1061002	连接时间过长4	106048	6	信赖度6级解锁		1
426	1061002	连接接入1	106049	1	信赖度1级解锁		1
427	1061002	连接接入2	106050	3	信赖度3级解锁		1
428	1061002	连接接入3	106051	5	信赖度5级解锁		1
429	1061002	连接接入4	106052	6	信赖度6级解锁		1
430	1061002	长时间未接入1	106053	1	信赖度1级解锁		1
431	1061002	长时间未接入2	106054	3	信赖度3级解锁		1
432	1061002	长时间未接入3	106055	5	信赖度5级解锁		1
433	1061002	长时间未接入4	106056	6	信赖度6级解锁		1
434	1061002	摇晃1	106057	1	信赖度1级解锁		1
435	1061002	摇晃2	106058	3	信赖度3级解锁		1
436	1061002	摇晃3	106059	5	信赖度5级解锁		1
437	1061002	摇晃4	106060	6	信赖度6级解锁		1
438	1061002	快速点击1	106061	1	信赖度1级解锁		1
439	1061002	快速点击2	106062	3	信赖度3级解锁		1
440	1061002	快速点击3	106063	5	信赖度5级解锁		1
441	1061002	快速点击4	106064	6	信赖度6级解锁		1
442	1061002	活跃度已满	106065	1	信赖度1级解锁		1
443	1061002	战胜归来	106066	1	信赖度1级解锁		1
444	1061002	队友归来	106067	1	信赖度1级解锁		1
445	1061002	战斗1	106151	1	信赖度1级解锁		1
446	1061002	战斗2	106152	1	信赖度1级解锁		1
447	1061002	战斗3	106153	1	信赖度1级解锁		1
448	1061002	必杀	106154	1	信赖度1级解锁		1
449	1061002	受伤	106155	1	信赖度1级解锁		1
450	1061002	危险警告	106156	1	信赖度1级解锁		1
451	1061002	力尽	106157	1	信赖度1级解锁		1
452	1061002	助战	106158	1	信赖度1级解锁		1
453	1061002	QTE	106159	1	信赖度1级解锁		1
454	1061002	战斗结束	106066	1	信赖度1级解锁		1
455	1071002	构造体加入	107001	1	信赖度1级解锁		1
456	1071002	升级	107006	1	信赖度1级解锁		1
457	1071002	晋升	107007	1	信赖度1级解锁		1
458	1071002	进化	107008	1	信赖度1级解锁		1
459	1071002	技能升级	107009	1	信赖度1级解锁		1
460	1071002	武器装备	107010	1	信赖度1级解锁		1
461	1071002	升级	107108	1	信赖度1级解锁	2	0
462	1071002	晋升	107109	1	信赖度1级解锁	4	0
463	1071002	进化	107110	1	信赖度1级解锁	3	0
464	1071002	技能升级	107111	1	信赖度1级解锁	5	0
465	1071002	武器装备	107112	1	信赖度1级解锁	6	0
466	1071002	编入队伍	107012	1	信赖度1级解锁		1
467	1071002	设为队长	107013	1	信赖度1级解锁	8	1
468	1071002	任务完成1	107014	1	信赖度1级解锁	7	1
469	1071002	任务完成2	107015	1	信赖度1级解锁		1
470	1071002	日常问候1	107016	1	信赖度1级解锁		1
471	1071002	日常问候2	107017	1	信赖度1级解锁		1
472	1071002	日常问候3	107019	3	信赖度3级解锁		1
473	1071002	日常问候4	107020	3	信赖度3级解锁		1
474	1071002	日常问候5	107021	3	信赖度3级解锁		1
475	1071002	日常问候6	107022	5	信赖度5级解锁		1
476	1071002	日常问候7	107023	5	信赖度5级解锁		1
477	1071002	日常问候8	107024	5	信赖度5级解锁		1
478	1071002	日常问候9	107025	6	信赖度6级解锁		1
479	1071002	日常问候10	107026	6	信赖度6级解锁		1
480	1071002	日常问候11	107027	6	信赖度6级解锁		1
