Id	Key	Text
20002005	PlayerDataManagerChangeMarkInvalid	玩家修改记录非法
20002006	PlayerDataManagerAssistRoleIdIsSet	不能设置重复角色
20002007	PlayerDataManagerBirthdayInValid	请填写正确的日期
20002008	PlayerDataManagerBirthdayAlreadySet	您已经设置过出身日期
20002009	PlayerDataManagerHeadPortraitNotFound	无法获取玩家头像信息
20002010	PlayerDataManagerHeadPortraitLock	玩家头像已锁定
20002011	PlayerDataManagerChangeCommunicationInvalid	信息变更无效
20002012	PlayerDataManagerReportTimeLimit	举报冷却中
20002013	PlayerDataManagerReportTagInvalid	举报类型错误
20002014	PlayerDataManagerReportSendFail	发送举报失败
20002015	PlayerDataManagerReportFail	举报失败
20003001	FubenManagerCheckTreasureIsGet	章节宝箱奖励已经领取
20003002	FubenManagerCheckPreMapNotFound	关卡Id不存在
20003003	FubenManagerCheckPreMapNotPass	前置关卡未通过
20003004	FubenManagerPreFightUseSelfAssist	不能使用自己助战
20003005	FubenManagerCheckLevelNotEnough	等级不足
20003006	FubenManagerCheckActionPointNotEnough	血清不足
20003007	FubenManagerCheckChallengeNumNotEnough	挑战次数不足
20003008	FubenManagerCheckTreasureSectionIdInvalid	宝箱所属章节ID错误
20003009	FubenManagerCheckTreasureIdInvalid	宝箱ID非法
20003010	FubenManagerCheckTreasureStarsNotEnough	领取宝箱奖励所需的星星数不足
20003011	FubenManagerCheckTreasureRewardRepeat	重复领取宝箱奖励
20003012	FubenManagerLoadChallengeCfgFail	加载挑战配置失败
20003013	FubenManagerCheckPreFightStageInfoNotFound	战前检查获取StageInfo失败
20003014	FubenManagerCheckPreFightChallengeNotFound	战前检查获取挑战失败
20003015	FubenManagerCheckPreFightChallengeCountNotEnough	挑战次数不足
20003016	FubenManagerCheckPreFightUrgentEventMapNotOpen	关卡尚未开启
20003017	FubenManagerCheckPreFightTowerNotCurrentMapId	非当前可挑战关卡
20003018	FubenManagerChallengeWinFightIdNotMatch	战斗结算FightId不匹配
20003019	FubenManagerChallengeNotExit	无当前挑战配置
20003020	FubenManagerChallengeIsOver	挑战正在结算
20003021	FubenManagerReceiveChallengeRewardConfigNotFound	获取挑战奖励配置失败
20003022	FubenManagerReceiveChallengeRewardPassTimesNotEnough	通关次数不足
20003023	FubenManagerReceiveChallengeRewardReceiveRepeat	重复领取挑战奖励
20003024	FubenManagerLoadTowerCfgFail	加载爬塔配置失败
20003025	FubenManagerStageAllReadyMaxChallegeCount	副本已经达到最大挑战次数
20003026	FubenManagerStageAllReadyMaxBuyCount	副本已经达到最大购买次数
20003027	FubenManagerFinishToStageStageNotFound	副本不存在
20003028	FubenManagerFightIntervalFast	副本挑战间隔过快
20003029	FubenManagerSettleNotMatch	副本结算结果不匹配
20003030	FubenManagerRebootCountNotMatch	副本复活次数不匹配
20003031	FubenManagerStageLocked	关卡尚未解锁
20003032	FubenControlPreFightParamsError	队伍信息有误
20003033	FubenManagerBfrtNotGroup	据点不存在
20003034	FubenManagerBfrtPreIdNotFinish	请先完成前置据点
20003035	FubenManagerBfrtNotChallengeCount	挑战次数不足
20003036	FubenManagerBfrtEchelonNotFound	梯队配置id不存在
20003037	FubenManagerBfrtWinParamError	据点结算不匹配
20003038	FubenManagerBfrtTeamError	梯队出战人数错误
20003039	FubenManagerBfrtServerTeamError	服务器出战队伍错误
20003040	FubenManagerBfrtServerTeamNotEqualClientTeam	出战人数错误
20003041	FubenManagerBfrtClientCharacterIdNotInServerTeam	出战角色错误
20003042	FubenManagerBfrtStageNotFinish	请先挑战上一关
20003043	FubenManagerBfrtSetTeamFightInfoIdsNotEqualConfigIds	出战队伍数量错误
20003044	FubenManagerBfrtSetTeamLogisticsNotEqualConfigIds	后勤队伍数量错误
20003045	FubenManagerBfrtSetTeamCountError	队伍设置数量错误
20003046	FubenManagerBfrtSetTeamCharacterAblilityNotEnough	角色战力不足
20003047	FubenManagerFightRebootFightIdNotMatch	战斗复活FightId不匹配
20003048	FubenManagerFightRebootCountNotMatch	战斗复活次数不匹配
20003049	FubenManagerFightRebootStageNotFound	战斗复活副本不存在
20003050	FubenManagerGetFightRebootTemplateNotFound	战斗复活配置不存在
20003051	FubenManagerGetFightRebootRebootCountIllegal	战斗复活次数非法
20003052	FubenBossSingleNotReset	幻痛囚笼未重置
20003053	FubenBossSingleChallengeCountNotEnough	挑战次数不足
20003054	FubenBossSingleCharacterPointsNotEnough	挑战角色耐力不足
20003055	FubenBossSingleGetBossSingleDataLevelTypeIllegal	等级类型非法
20003056	FubenBossBossStageListNotFound	幻痛囚笼不存在
20003057	FubenBossSingleScoreRewardIsNotExist	该奖励不存在
20003058	FubenBossSingleScoreRewardIsGot	奖励已领取
20003059	FubenBossSingleScoreRewardTypeError	领取奖励类型错误
20003060	FubenBossSingleScoreIsNotEnough	当前积分不够领取奖励
20003061	FubenBossSingleHistoryIsNotExist	没有历史记录
20003062	FubenBossSingleStageCanNotAutoFight	该关卡不能自动战斗
20003063	FubenBossSingleStageIsNotExist	关卡不存在
20003064	FubenBossSingleSaveScoreIllegality	不能重复保存
20003065	FubenBossSingleAutoFightCountNotEnough	次数不够
20003066	FubenBossSingleCurScoreIsBigThanHistory	自动战斗讨伐值低于现有讨伐值
20003067	FubenBossOnlineSectionNotFound	找不到章节信息
20003068	FubenBossOnlineActivityIsNotOpen	联机活动未开放
20003069	FubenMainLinePassTimesNotEnough	主线挑战次数不足
20003070	FubenMainLinePreChapterNotPass	前置章节未通关
20003071	FubenMainLineChapterIsNotExist	章节不存在
20003072	FubenPrequelStageNotPass	关卡尚未通关
20003073	FubenPrequelStageRewardAlready	星级奖励已领取
20003074	FubenPrequelStageIdError	无效的前传关卡
20003075	FubenPrequelCoverIdError	无效的前传封面Id
20003076	FubenPrequelChallengeIdError	无效的前传挑战Id
20003077	FubenPrequelChallengeLock	前传关卡尚未解锁
20003078	FubenPrequelChallengeUnlockAlready	前传关卡已经解锁
20003079	FubenPrequelChallengeCountLimit	挑战次数不足
20003080	FubenManagerResourceNoStageId	不存在这个副本id
20003081	FubenManagerResourceHasChallenged	资源副本挑战次数已用完
20003082	FubenManagerResourceHasRefresh	资源副本今天已经重置过了
20003083	FubenManagerResourceRefreshFails	资源副本获取副本信息失败
20003084	FubenManagerAutoFightStageNotExist	副本不存在
20003085	FubenManagerAutoFightStageInvalid	副本无效
20003086	FubenManagerAutoFightHaventPassed	副本未通关
20003087	FubenManagerAutoFightPoolIsFull	队伍数量已满
20003088	FubenManagerAutoFightAlreadyRunning	自动作战中
20003089	FubenManagerAutoFightNotEnoughTimes	剩余挑战次数不足
20003090	FubenManagerAutoFightNotEnoughActionPoint	体力不足
20003091	FubenManagerAutoFightIndexInvalid	自动作战编号无效
20003092	FubenManagerAutoFightStageNotMatch	自动作战副本不匹配
20003093	FubenManagerAutoFightNotComplete	自动作战未完成
20003094	FubenManagerTrialIdIsNotFound	试炼副本不存在
20003095	FubenManagerTrialPreIdIsNotPass	请先通关前置关卡
20003096	FubenManagerTrialIsAlreadyPass	该关卡已通关
20003097	FubenManagerTrialIdIsNotPass	请先通关
20003098	FubenManagerTrialPassRewardAlreadyGet	通关奖励已领取
20003099	FubenManagerTrialTypeRewardIsNotExit	奖励不存在
20003100	FubenManagerTrialTypeRewardAlreadyGet	奖励已领取
20003101	FubenManagerTrialTypeRewardIsNotFinish	关卡未完成
20003102	FubenManagerDailyChapterNotFound	找不到日常本章节配置
20003103	FubenManagerDailySectionNotFound	找不到日常本配置
20003104	FubenManagerDailyConditionInvalid	无效的日常本条件配置
20003105	FubenManagerDailyTimeNotFit	未到达开启时间
20003106	FubenManagerDailyInvalidId	无效的日常副本id
20003107	FubenManagerAutoFightTimesError	自动战斗次数错误
20004001	TeamManagerGetTeamIdFail	获取队伍ID失败
20004002	TeamManagerPrefabExceedMax	队伍预设达到上限
20004003	TeamManagerSetTeamParaError	队伍设置数量错误
20005001	RoomManagerGetPlayerRoomPlayerNotFound	该玩家不在队伍中
20005002	RoomManagerGetPlayerRoomNotFound	该玩家队伍不存在
20005003	RoomManagerKickTargetNotFound	目标玩家不存在
20005004	RoomManagerSelectEquipNotFound	所选角色装备不存在
20005005	RoomManagerEnterRoomTableExist	玩家已经在一个房间
20005006	RoomManagerEnterMatchTableExist	玩家已经在匹配列表
20005007	RoomManagerEnterMatchRoomNotFound	匹配目标房间不存在
20005008	RoomManagerEnterRoomRoomTableNotFound	进入目标房间不存在
20005009	RoomManagerMatchIsAlreadyInRoom	匹配失败，玩家已经在一个房间
20005010	RoomManagerMatchIsAlreadyInMatchTable	匹配失败，玩家已经在匹配中
20005011	RoomManagerCancelMatchIsAlreadyInRoom	玩家已经在房间
20005012	RoomManagerCancelMatchNotFound	玩家不在匹配列表
20005013	RoomManagerTryEnterRoomCanNotJoin	该房间已满
20005014	RoomManagerCheckMatchRoomStageNotNormal	该队伍正在战斗中
20005015	RoomManagerCheckMatchStageNotFound	副本不存在
20005016	RoomManagerCheckMatchRequireLevelNotEnough	等级不足
20005017	RoomManagerCheckMatchPlayerCountOverLimit	房间人数已满
20006001	RoomCancleReadyPlayerNotReady	准备状态错误
20006002	RoomDoEnterStateNotNormal	房间不在默认状态
20006003	RoomDoEnterPlayerCountMoreThenPlayerLimit	房间人数超出副本限制
20006004	RoomDoEnterPlayerRepeat	账号已经登录
20006005	RoomCheckEnterFightStateNotNormal	其他队员正在战斗中
20006006	RoomCheckEnterFightPlayerNotLeater	玩家不是队长
20006007	RoomCheckEnterFightPlayerCountLessThenLeast	房间人数低于最小人数
20006008	RoomCheckEnterFightPlayerCountMoreThenLimit	房间人数多于最大人数
20006009	RoomCheckEnterFightOverDeadline	房间已经失效
20006010	RoomCheckEnterFightNotAllPlayerReady	需所有玩家在准备状态
20006011	RoomCheckEnterFightNotAllPlayerCanFight	需所有玩家能进入战斗
20006012	RoomGetPlayerDataNotFound	获取房间玩家数据失败
20006013	RoomQuitPlayerNotFound	
20006014	RoomKickRoomInFighting	
20006015	RoomKickCanNotKickOneself	
20006016	RoomKickPlayerNotFound	
20006017	RoomKickIsNotLeader	
20006018	RoomKickTargetNotFound	
20006019	RoomAddLikePlayerNotFound	
20006020	RoomSelectRoomInFighting	
20006021	RoomSelectPlayerNotFound	
20006022	RoomChangeLeaderRoomInFighting	
20006023	RoomChangeLeaderToOneself	
20006024	RoomChangeLeaderPlayerDataNotFound	
20006025	RoomChangeLeaderPlayerNotLeader	
20006026	RoomChangeLeaderTargetDataNotFound	
20006027	RoomManagerCheckMapStageNotFound	获取副本失败
20006028	RoomManagerCheckMapRequireLevelNotEnough	等级不足
20006029	RoomManagerCreateRoomRoomTableAlreadyExist	玩家已经啊在一个房间
20006030	RoomManagerCreateRoomMatchTableAlreadyExist	玩家已经在匹配列表
20006031	RoomManagerCreateRoomStageNotFound	获取副本失败
20007001	FightProxyManagerEnterIsExist	玩家在其他战斗中
20007002	FightProxyManagerGetFightProxyFail	获取战斗代理失败
20007003	FightProxyManagerGetFightProxyForPlayerFail	获取战斗代理失败（玩家）
20007004	FightProxyManagerCheckReconnectNotReconnect	连接战斗代理失败
20007005	FightProxyManagerPlayerIdNotFound	玩家不在战斗中
20007006	FightProxyManagerPlayerIdRepeat	获取战斗代理失败（玩家）
20007007	FightProxyManagerFightProxyNotFound	获取战斗代理失败（玩家）
20008001	FightProxyEnterNpcEmpty	玩家需要至少一名角色
20008002	FightProxyDoOperationNotRunning	战斗不在运行中
20008003	FightProxyIsRunningFail	战斗正在运行中
20008004	FightProxyFightCompleteNotInFight	战斗未结束
20008005	FightProxyLoadCompleteFail	战斗不在加载状态
20008006	FightProxyGetFightDataPlayerIdNotFound	获取战斗代理获取玩家信息失败
20008007	FightProxyReconnectPlayerIdNotFound	战斗重连丢失玩笑
20008008	FightProxyDoOperationPlayerIdNotFound	
20008009	FightProxyLoadTimeout	战斗服加载超时
20008010	FightProxyFightTimeout	战斗服战斗超时
20008011	FightProxySettleTimeout	战斗服结算超时
20008012	FightProxyJoinFightPlayerNotFound	战斗服加入战斗玩家不存在
20008013	FightProxyGetFightPlayerNotFound	战斗服获取战斗玩家失败
20009001	CharacterManagerGetCharacterTemplateNotFound	获取角色模板失败
20009002	CharacterManagerGetLevelUpTemplateNotFound	获取角色升级模板失败
20009003	CharacterManagerGetGradeTemplateNotFound	获取角色突破模板失败
20009004	CharacterManagerGetQualityFragmentTemplateNotFound	获取角色品质碎片模板失败
20009005	CharacterManagerGetQualityTemplateNotFound	获取角色品质模板失败
20009006	CharacterManagerGetSkillUpgradeTemplateNotFound	获取技能升级信息失败
20009007	CharacterManagerGetSkillTemplateNotFound	获取角色技能模板失败
20009008	CharacterManagerSkillNotFound	找不到该技能
20009009	CharacterManagerGetStarUseCountParamsError	获取升星材料参数错误
20009010	CharacterManagerGetStarUseCountStarError	获取升星材料星星错误
20009011	CharacterManagerGetStarAttrIdStarError	获取星星属性错误
20009012	CharacterManagerGetCharacterByIdNotFound	找不到角色
20009013	CharacterManagerCreateCharacterFail	创建角色失败
20009014	CharacterManagerNewCharacterDataIsNil	角色数据为空
20009015	CharacterManagerLevelUpMaxLevel	角色已满级
20009016	CharacterManagerLevelUpOverstep	角色等级超出限制
20009017	CharacterManagerAddStarFail	增加星星失败
20009018	CharacterManagerStarOverstep	增加星星超出限制
20009019	CharacterManagerMaxQuality	角色已达最高品质
20009020	CharacterManagerQualityOverstep	角色品质超出限制
20009021	CharacterManagerActivateStarMaxStar	已进化至最高等级
20009022	CharacterManagerActivateStarFail	进化激活失败
20009023	CharacterManagerPromoteQualityStarNotEnough	进化条件不足
20009024	CharacterManagerMaxGrade	角色改造已满级
20009025	CharacterManagerGradeOverstep	角色改造超出限制
20009026	CharacterManagerExchangeCharacterAlreadyOwn	已拥有该角色
20009027	CharacterManagerGetCharacterDataNotFound	角色数据未找到
20009028	CharacterManagerCreateCharacterAlreadyExist	角色已存在
20009029	CharacterManagerInformationNotFound	该资料不存在
20009030	CharacterManagerRewardNotFound	该奖励不存在
20009031	CharacterManagerStoryNotFound	该剧情不存在
20009032	CharacterManagerStrangeNewsNotFound	该奇闻不存在
20009033	CharacterManagerVoiceNotFound	该语音不存在
20009034	CharacterManagerTrustLvNotEnough	信赖度等级不够
20009035	CharacterManagerInformationAlreadyUnlock	该资料已解锁
20009036	CharacterManagerStoryAlreadyUnlock	该剧情已解锁
20009037	CharacterManagerStrangeNewsAlreadyUnlock	该奇闻已解锁
20009038	CharacterManagerStrangeNewsCanNotUnlock	未达到解锁条件
20009039	CharacterManagerVoiceAlreadyUnlock	该语音已解锁
20009040	CharacterManagerRewardAlreadyUnlock	该奖励已经获得
20009041	CharacterManagerRewardCanNotUnlock	未达到领取条件
20009042	CharacterManagerTrustItemNotFound	物品不存在
20009043	CharacterManagerSendGiftParaError	请求参数异常
20009044	CharacterManagerTrustLevelExpNotFound	信赖度等级错误
20009045	CharacterManagerTrustGameNotCount	次数不足
20009046	CharacterManagerTrustGameIdNotFound	游戏异常
20009047	CharacterManagerTrustGameRewardNotFound	奖励不存在
20009048	CharacterManagerTrustGameFinishNumError	完成参数异常
20009049	CharacterManagerTrustGameResultIllegal	异常操作
20009050	CharacterMinSkillLevelNotFound	找不到角色最低技能等级
20009051	CharacterMaxSkillLevelNotFound	找不到角色最高技能等级
20009052	CharacterUnlockSkillNotNeed	角色技能无需解锁
20009053	CharacterSkillUnlocked	角色技能已解锁
20009054	CharacterSkillIsNotFoundOrLock	角色技能不存在或者未解锁
20009055	CharacterSkillLevelIsMax	已升到最高等级
20009056	CharacterSkillPoolTemplateNotFound	角色技能池配置未找到
20009057	CharacterSkillPoolIsEmpty	角色技能池为空
20009058	CharacterSkillLevelEffectTemplateNotFound	角色技能等级效果未找到
20009059	CharacterExtraDataNotFound	信赖度数据不存在
20009060	FashionManagerGetFashionNotFound	涂装未找到
20009061	FashionIsAlreadyOwned	已经获得此涂装
20009062	FashionIsUnOwned	没有获得此涂装
20009063	FashionIsLock	此涂装没有解锁
20009064	FashionIsUnLock	此涂装已解锁
20009065	FashionManagerBuyPlayerFashionAlreadyGet	已经获得此涂装
20009066	FashionManagerUsePlayerFashionNotUse	此涂装没有使用
20009067	CharacterManagerCharVitalityNotEnough	角色电量不足
20009068	CharacterManagerCharVitalityMax	角色电量已满
20009069	CharacterGatherRewardHadGet	奖励已经领取
20009070	CharacterPreGatherRewardIsNotGet	上一级奖励未领取
20010001	CharacterTemplateCheckTemplateFail	角色模板检查失败
20012001	ItemManagerGetItemTableFailed	获取道具表失败
20012002	ItemManagerGetItemNotFound	找不到指定道具
20012003	ItemManagerGetItemDataNotFound	指定道具数据未找到
20012004	ItemManagerCheckItemCountItemIsNull	找不到指定道具
20012005	ItemManagerCheckIdValidFail	道具id不存在
20012006	ItemManagerCheckTypeFail	道具类型不存在
20012007	ItemCountNotEnough	道具数量不足
20012008	ItemManagerCheckItemTypeFail	道具类型不存在
20012009	ItemManagerSetItemCountLessThanZero	设置道具数量失败，数量小于0
20012010	ItemManagerAddItemDeltaLessThanZero	添加道具失败，添加数量小于零
20012011	ItemManagerCheckItemCountMoreThanMaxCount	道具数量将超过上限
20012012	ItemAlreadyOwned	道具已存在
20012013	ItemManagerChangeCountOverLimit	道具数量超出限制
20012014	ItemManagerGetBuyAssetTableFail	获取购买表失败
20012015	ItemManagerConsumeGemsGemsNotEnough	钻石不足
20012016	ItemManagerBuyAssetIdIsNotAsset	资源id不存在
20012017	ItemManagerBuyAssetMaxTimes	已达到今日最大购买次数。
20012018	ItemManagerUseItemIsNotUseable	该道具无法使用
20012019	ItemNotFound	道具不存在
20012020	ItemSellCountError	出售道具数量有误
20012021	ItemSellFragmentLimit	不能出售该碎片
20012022	ItemCannotSell	道具无法出售
20012023	ItemCannotBuy	道具无法购买
20012024	ItemCannotConvertCharacterExp	道具无法转换成角色经验
20012025	ItemCannotConvertFurnitureConfig	道具无法转换成家具图纸配置
20012026	ItemCannotUse	道具无法使用
20012027	ItemNotEffect	道具未生效
20012028	ItemAlreadyInvalid	道具已失效
20012029	ItemUseGiftSelectRewardIsEmpty	礼包选择奖励为空
20012030	ItemUseGiftSelectRewardAboveLimit	礼包选择奖励超过上限
20012031	ItemUseGiftSelectRewardNotExist	礼包选择奖励不存在
20012032	ItemCreateError	获取道具失败
20012033	ItemCountException	创建道具失败
20012034	ItemRequestParmasException	
20014001	ArrangeManagerCalTypeFail	ID不正确，无法识别类型
20016001	PartManagerInitPartDataPartListNotFound	找不到对应角色的部件表列表
20016002	PartManagerGetPartTableFail	找不到该部件表
20016003	PartManagerGetPartGradeTableFail	找不到该部件等级表
20016004	PartManagerGetPartFail	获取部件失败
20016005	PartManagerGetPartListByCharIdFail	根据角色Id获取部件表列表失败
20016006	PartManagerGetPartByCharIdFail	根据角色Id获取部件失败
20016007	PartManagerCreatePartsByCharIdPartListNotFound	根据角色Id创建部件列表失败
20016008	PartManagerGetPartMaxGradeFail	获取部件最大等级失败
20016009	PartManagerSetPartGradeGradeInvalid	部件等级超出限制
20016010	PartManagerUpgradeMaxGrade	部件已达到最高等级
20017001	DropManagerGetDropGoodsFail	获取掉落物品失败
20017002	DropManagerGetDropBottomTableListFail	获取掉落水位列表失败
20017003	DropManagerDropItemFailed	掉落物品失败
20017004	DropManagerGetDropTableFail	获取掉落表失败
20017005	DropManagerGetDropGroupTableFail	获取掉落组表失败
20017006	DropManagerGetDropSetTableFail	获取掉落集表失败
20018001	DrawManagerGetDrawGroupInfoNotFound	抽卡组信息不存在
20018002	DrawManagerGetDrawInfoNotFound	抽卡信息不存在
20018003	DrawManagerDrawCountError	抽卡次数出错
20018004	DrawManagerTodayTimesUseUp	抽卡今日次数用完
20018005	DrawManagerTodayRemainTimesNotEnough	抽卡今日剩余次数不足
20018006	DrawManagerActivityTimesUseUp	活动抽卡次数用完
20018007	DrawManagerActivityRemainTimesNotEnough	活动剩余抽卡次数不足
20018008	DrawManagerNotOptionalDrawId	不是可选抽卡Id
20018009	DrawManagerNotInValidTime	超出有效时间
20018010	DrawManagerDrawInfoNotFound	找不到抽卡信息
20018011	DrawManagerDrawInfoAlreadyExist	抽卡信息已经存在
20018012	DrawManagerDrawGroupInfoNotFound	找不到抽卡组信息
20018013	DrawManagerDrawGroupAlreadyExist	抽卡组信息已存在
20018014	DrawManagerDrawGroupOptionalListIsEmpty	抽卡组信息已存在
20019001	GuideManagerGetGuideGroupTableNotFound	找不到抽卡组信息
20019002	GuideManagerGetGuideCompleteTableNotFound	获取不到引导完成表
20019003	GuideManagerCompleteGuideErrorAlreadyCompleted	引导完成出错，已完成过
20019004	GuideManagerCompleteGuideErrorNotNeedReq	引导完成出错，无需请求完成
20019005	GuildManagerGuildGroupIdNotFound	引导组id不存在
20020001	RewardManagerGetRewardTableFail	获取奖励表失败
20020002	RewardManagerCreateRewardGoodsTypeNotSupport	奖励类型不支持
20020003	RewardManagerGetRewardGoodsNotFound	奖励物品找不到
20021001	EquipTemplateNotFound	获取装备信息失败
20021002	EquipManagerGetAwakenTemplateNotFound	获取装备觉醒模板失败
20021003	EquipBreakthroughTemplateNotFound	无法获取装备突破信息
20021004	EquipManagerGetLevelUpTemplateNotFound	获取装备升级模板失败
20021005	EquipManagerGetEquipNotFound	请先添加消耗
20021006	EquipManagerGetEquipDataNotFound	装备数据未找到
20021007	EquipManagerNewEquipFail	创建装备失败
20021008	EquipManagerLevelUpMaxLevel	装备已满级
20021009	EquipManagerLevelUpLevelLimit	装备等级限制
20021010	EquipManagerAddStarFail	装备添加星星失败
20021011	EquipManagerStarOverstep	装备星星超出限制
20021012	EquipManagerAddBreakthroughFail	装备突破失败
20021013	EquipManagerBreakthroughOverstep	装备突破超出限制
20021014	EquipManagerAwakenCanNotAwaken	装备无法觉醒
20021015	EquipManagerAwakenMaxStar	装备觉醒已满星
20021016	EquipManagerBreakthroughMaxBreakthrough	装备已满突破
20021017	EquipManagerBreakthroughLevelNotEnough	装备突破等级不足
20021018	EquipManagerGetCharEquipBySiteNotFound	找不到装备
20021019	EquipManagerPutOnRepeat	重复穿戴
20021020	EquipManagerPutOnSiteError	穿戴位置错误
20021021	EquipManagerPutOnTypeError	穿戴类型错误
20021022	EquipManagerTakeOffNotBeenWorn	装备未被穿戴
20021023	EquipManagerTakeOffCanNotTakeOff	装备不能卸下
20021024	EquipManagerDecomposeDoNot	穿在身上的装备不能分解
20021025	EquipManagerDecomposeConfigNot	分解表不存在对应的项
20021026	EquipManagerWeaponCapacityNotEnough	武器容量不足
20021027	EquipManagerChipCapacityNotEnough	意识容量不足
20021028	EquipManagerGetSuitTemplateNotFound	获取装备套装配置失败
20021029	EquipManagerGetSuitEffectTemplateNotFound	获取装备套装效果配置失败
20021030	EquipManagerReformConfigNotExist	装备改造的数据不存在
20021031	EquipManagerLastReformIsEmpty	装备改造的配置不存在
20021032	EquipManagerReformQualityNotEnough	装备改造的品质不足
20021033	EquipManagerGetEquipReformTemplateNotFound	装备改造的配置不存在
20021034	EquipManagerEquipReformItemNotEnough	装备改造的物品不足
20021035	EquipManagerEquipIsDefaultLock	装备默认锁定
20021036	EquipManagerAddEquipRepeat	装备重复
20021037	EquipIsLocked	装备锁定
20021038	EquipIsUnLock	装备解锁
20021039	EquipCanNotPutOnByThisCharacter	该角色无法穿戴
20021040	EquipGetEatCostCoinNotFound	获取武器升级消耗螺母失败
20021041	EquipLevelUpUseEquipListIsEmpty	强化时没有选择消耗的装备
20021042	EquipEatUseRepeatEquip	消耗的装备ID重复
20021043	EquipResonanceCanNotUseSelf	消耗的装备不能是自己
20021044	EquipResonanceCharacterNotOwned	共鸣角色未拥有
20021045	EquipResonanceUnconfirmedInfoUntreated	共鸣信息未确认
20021046	EquipResonanceUseEquipTypeNotSame	共鸣消耗装备类型不对应
20021047	EquipResonanceWeaponStarNotSame	共鸣消耗装备星级不符合
20021048	EquipResonanceChipSuitIsNotSame	共鸣消耗套装ID不符合
20021049	EquipResonanceTemplateNotFound	共鸣配置未找到
20021050	EquipResonanceUseItemTemplateNotFound	共鸣使用道具配置未找到
20021051	EquipResonanceCanNotUseThisItem	无法使用改道具进行共鸣
20021052	EquipWeaponSkillTemplateNotFound	武器技能配置未找到
20021053	EquipSkillPoolIsEmpty	装备技能池为空
20021054	EquipResonanceSlotConfigIsEmpty	共鸣槽配置为空
20021055	EquipResonanceConfigError	共鸣配置错误
20021056	EquipResonanceConfirmInfoIsEmpty	共鸣确认信息为空
20021057	EquipLevelUpCanNotEatSelf	装备升级不能吃自己
20021058	EquipResonanceNeedSelectCharacter	共鸣需要选择角色
20021059	EquipDecomposeListIsEmpty	装备分解列表为空
20021060	EquipSuitNotFound	无法获取该意识信息
