Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
817056	P1 普攻 2		0.7	0.15	Attack01			8	5		0		4	
817057	P1 普攻 3		0.7	0.1	Attack05			8	3		0		0	
817058	P2 普攻 1		0.7	0.15	Attack01			8	2		0		1	
817059	P2 普攻 2		0.7	0.15	Attack02			8	2		0		4	
817060	P2 普攻 3		0.7	0.1	Attack05			8	3		0		0	
817061	P2 红球 6连抛物		1.1	0.2	Stand2			8	5		0		4	
817062	P2 蓝球 转身飞刺		0.4	1	Attack15				5		0		4	
817063	P2 黄球 隐身出刺		2	0	Attack03	800043|800050			5		0		4	
817070	大招 呼唤地刺		4.17	0	Attack11				5		0		4	
817071	P2 红球 旋转尖刺		1.57	0	Attack12				6		0		4	
817072	P2 黄球 连续抛物		999	0	Attack15				5		0		4	
817073	P2 蓝球 呼唤地刺		4.17	0	Attack11				5		0		4	
818001	拍击		2.67	0	Attack01				2		0		4	
818002	吐痰		2.4	0	Attack02				2		0	1	4	
818003	空气炮		2.87	0	Attack03				2		0	1	4	
818004	疯狂拍击		6.3	0	Attack04				2		0		4	
818005	疯狂空气炮		9.9	0	Attack05				2		0		4	
818006	瘫倒 In		2	0	Attack06				2		0		4	
818007	瘫倒 Loop		999	0	Attack07				2		0		4	
818008	瘫倒 Out		1.97	0	Attack08				2		0		4	
818009	沙漠风暴		3.667	0	Attack09				2		0		4	
818011	遁地		3.167	0	Attack11				2		0		4	
818012	探出		2.3	0	Attack12				2		0		4	
818013	遁地		2.1	0	Attack13				2		0		4	
819001	格挡		5	0	Attack55	819009			2		0		4	
819002	闪避		0.667	0	Move2				6		0			
819003	Z型闪		0.2	0	Attack48				2		0		0	
819004	格挡		5	0	Attack56				2		0		4	
819005	格挡		0.733	0	Attack57				2		0		4	
831001	五连击		4	0	Attack01				6		0		4	
831002	五连击 -2		2.6	0	Attack02				6		0		4	
831003	突进		0.8	0	Attack03				2		0		4	
831004	二连击		1.7	0	Attack04				6		0		4	
831005	四连击		2.5	0	Attack05				6		0		4	
831006	挑飞		1	0.67	Attack06				6		0		4	
831007	打球		1.67	0	Attack07				6		0		4	
831008	抓取		1.1	0.47	Attack08				6		0	1	4	
831009	爆气		2.74	0	Attack09				6		0		4	
831011	格挡		0.67	0	Attack11				6		0		4	
831012	闪现		0.2	0	Attack17				2		0		0	
831013	脱离		1.17	0	Attack13				6		0		4	
831014	快速上挑		1.4	0	Attack14				6		0		4	
831015	二连击		2.17	0	Attack15				6		0		4	
831016	爆气		1.17	0	Attack13				6		0		4	
831017	狂暴后虚弱		2.93	0	Attack16				0		0		4	
831018	不追加攻击挑飞		1	0.67	Attack06				6		0		4	
831019	五连爆气		1.17	0	Attack13				6		0		4	
831051	突进		0.8	0	Attack03				2		0		4	
831060	二连击（普攻）		1.7	0	Attack04				6		0		4	
831061	五连击 -2（红球）		2.6	0	Attack02				6		0		4	
831062	五连爆气（蓝球）		1.17	0	Attack13				6		0		4	
831063	抓取（黄球）		1.1	0.47	Attack08				6		0	1	4	
831101	甩刀		1.47	0	Attack01				6		0		4	
831102	踩踏 【空中突进		0.84	0.63	Attack02				2		0	1	4	
831103	突进 【长突进		0.767	0	Attack03				2		0		1	
831104	击飞		1.267	0	Attack04				6		0		2	
831105	击飞2		1.667	0	Attack05				6		0		2	
831106	独乐屠		0.9	0	Attack06				6		0		2	
831107	百合折+抓节 【小突进0.94/0.6		1.533	0	Attack07				6		0		2	
831108	八咫乌 【只打浮空		1.133	0	Attack08				6		0		2	
831109	明鸟 【小突进		1	0	Attack09				6		0		2	
831111	杭 【超近战		0.833	0	Attack11				6		0		2	
831112	烈旋脚 【近战		1.07	0	Attack12				6		0		2	
831113	三连山 【近战		1.6	0	Attack13				6		0		2	
831114	小连段 【近战		2.767	0	Attack14				6		0		2	
831115	跳重击 【只打浮空		0.933	0	Attack15				6		0		2	
831116	鵺讨 【近战		0.633	0	Attack16				6		0		2	
831117	鬼手 【远程		0.67	0.13	Attack17				6		0		2	
831118	大连段1 【远程		0.57	0.77	Attack18				6		0		2	
831119	大连段2 【近战		3.84	1	Attack19				6		0		2	
831121	空中板机		1	0.17	Attack21				6		0	1	2	
831122	前闪		0.7	0	Attack22				2		0		0	
831123	后闪		0.34	0	Attack23				2		0		0	
831124	右闪		0.8	0	Attack24				2		0		0	
831125	左闪		0.8	0	Attack25				2		0		0	
831126	闪现		0.2	0	Attack26				2		0		0	
831127	空中连技		1.43	0	Attack27				6		0	4	0	
831128	爆气		1	0	Attack28				2		0		0	
831129	骗招1		4.54	0	Attack29				0		0		2	
831131	骗招2		5.97	0	Attack31				0		0		2	
831132	骗招3		2.37	0	Attack32				0		0		2	
831141	刀		4	0	Attack31				6		0		0	
