Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
101117	闪避	5	0.5	0.2	Move1	100094|101172		10	2		2	0	0	0.5
101118	默认向后闪避	6	0.5	0.3	Move2	100094|101172		10	2		2	0	0	0.5
101119	出生动作	4	0	3.4	Born			10	2		2	0	0	
101120	出场技	3	0.7	1.2	Attack21			10	2		2	0	0	
101121	胜利	8	100	0	Win			10	2		2	0	0	
101122	QTE	7	2.1	0	AttackQte	101160		10	2		2	0	0	
101123	强化红球	14	1.7	1.45	Attack11	101117		10	5		2	0	0	
101124	交互动作	9	0	100	Save			10	2		2	0	0	
100301	普攻1	1	0.55	0.95	Attack01			10	2		2	0	0	
100302	普攻2	1	0.7	0.9	Attack02			10	2		2	0	0	
100303	普攻3	1	0.8	0.8	Attack03			10	2		2	0	0	
100304	普攻4	1	0.7	0.8	Attack04			10	2		2	0	0	
100305	普攻5	1	1.2	0.5	Attack05			10	2		2	0	0	
100306	红球1消	11	0.7	0.7	Attack11	100303|100304		10	2		2	0	0	
100307	红球2消	12	0.7	0.7	Attack11	100303|100304		10	2		2	0	0	
100308	红球3消	13	0.7	0.7	Attack11	100303|100304		10	2		2	0	0	
100309	蓝球1消	21	0.6	1.1	Attack21			10	2		2	0	0	
100310	蓝球2消	22	0.6	1.1	Attack21			10	2		2	0	0	
100311	蓝球3消	23	0.6	1.1	Attack21			10	2		2	0	0	
100312	黄球1消	31	0.6	0.7	Attack31			10	2		2	0	0	
100313	黄球2消	32	0.6	0.7	Attack31			10	2		2	0	0	
100314	黄球3消	33	0.7	0.8	Attack33			10	2		2	0	0	
100315	大招	2	4.6	0.5	Attack51			8	2		2	0	0	
100316	出场技	3	0.7	0.8	Attack33			10	2		2	0	0	
100317	出生	4	0	3.2	Born			0	2		2	0	0	
100318	QTE	7	2.2	0	AttackQte			10	2		2	0	0	
100319	闪避	5	0.5	0.8	Move1	100094|100015|100303|100304		10	2		2	0	0	0.5
100320	默认向后闪避	6	0.5	0.8	Move2	100094|100015|100303|100304		10	2		2	0	0	0.5
100321	胜利	8	100	0	Win			10	2		2	0	0	
100322	胜利2	8	100	0	Win			10	2		2	0	0	
100323	强化红球1消	41	1.2	0.5	Attack41	100303|100304		10	2		2	0	0	
100324	交互动作	9	0	100	Save			10	2		2	0	0	
102601	普攻1	1	0.5	1.15	Attack01			10	2		2	0	0	
102602	普攻2	1	0.75	1.25	Attack02			10	2		2	0	0	
102603	普攻3	1	0.65	0.85	Attack03			10	2		2	0	0	
102604	普攻4	1	0.7	0.3	Attack04			10	2		2	0	0	
102605	普攻5	1	0.3	0.8	Attack14			10	2		2	0	0	
102606	普攻6	1	2.5	0.2	Attack09			10	2		2	0	0	
102607	红消1	11	1.5	0.75	Attack11	102613		10	2		2	0	0	
102608	红消2	12	1.5	0.75	Attack11	102613		10	2		2	0	0	
102609	红消3	13	1.5	0.75	Attack11	102613		10	2		2	0	0	
102610	蓝消1	21	0.7	0.65	Attack21	102613		10	2		2	0	0	
102611	蓝消2	22	0.7	0.65	Attack21	102613		10	2		2	0	0	
102612	蓝消3	23	0.7	0.65	Attack21	102613		10	2		2	0	0	
102613	黄消1	31	1.2	0.6	Attack31	102613		10	2		2	0	0	
102614	黄消2	32	1.2	0.6	Attack31	102613		10	2		2	0	0	
102615	黄消3	33	1.2	0.6	Attack31	102613		10	2		2	0	0	
102616	格挡（闪避	5	1.15	0.25	Attack41			10	2		2	0	0	
102617	格挡反击（极限	41	1	0.65	Attack47			10	2		2	0	0	
102618	大招	2	1.8	0	Attack51			10	2		2	0	0	
102619	QTE（格挡反击	7	1.5	0	Attack47			10	2		2	0	0	
102620	出场技	3	1.8	0.65	Attack11	102613		10	2		2	0	0	
102621	普攻1（大招	1	0.35	0.75	Attack42			10	2		2	0	0	
102622	普攻2（大招	1	0.75	1.05	Attack43			10	2		2	0	0	
102623	普攻3（大招	1	0.75	0.85	Attack44			10	2		2	0	0	
102624	普攻4（大招	1	0.6	1.1	Attack45			10	2		2	0	0	
102625	普攻5（大招	1	1.1	0.2	Attack46			10	2		2	0	0	
102626	出生	1	2.4	0	Born			10	2		2	0	0	
102627	胜利	1	100	0	Win			10	2		2	0	0	
102628	格挡反击（一般	42	0.5	1.15	Attack01			10	2		2	0	0	
101201	普通攻击1	1	0.5	0.75	Attack01			10	2		2	0	0	
101202	普通攻击2	1	0.7	0.6	Attack02			10	2		2	0	0	
101203	普通攻击3	1	0.5	0.5	Attack03			10	2		2	0	0	
101204	普通攻击4	1	0.6	0.45	Attack04			10	2		2	0	0	
101205	普通攻击5	1	0.6	0.55	Attack05			10	2		2	0	0	
101206	普通攻击6	1	0.95	0.25	Attack06			10	2		2	0	0	
101207	红球1消	11	1.2	0.8	Attack11			10	2		2	0	0	
101208	红球2消	12	1.2	0.8	Attack11			10	2		2	0	0	
101209	红球3消	13	1.7	0.75	Attack13			10	2		2	0	0	
101210	蓝球1消	21	0.9	0.4	Attack21			10	2		2	0	0	
101211	蓝球2消	22	0.9	0.4	Attack21			10	2		2	0	0	
101212	蓝球3消	23	0.9	0.4	Attack21			10	2		2	0	0	
101213	黄球1消	31	0.9	0.55	Attack31			10	2		2	0	0	
101214	黄球2消	32	0.9	0.55	Attack31			10	2		2	0	0	
101215	黄球3消	33	0.9	0.55	Attack31			10	2		2	0	0	
101216	出生动作	4	0	4.15	Born			10	2		2	0	0	
101217	出场技	3	0.9	0.55	Attack31			10	2		2	0	0	
101218	援助技能	7	3.45	0	AttackQte	101270		10	2		2	0	0	
101219	闪避	5	0.4	1.55	Move1	100094		10	2		2	0	0	0.5
101220	默认向后闪避	6	0.6	1.4	Move2	100094		10	2		2	0	0	0.5
101221	大招	2	2.5	1.6	Attack51			10	2		2	0	0	
101222	胜利	8	100	0	Win			10	2		2	0	0	
101223	胜利2	8	100	0	Win2			10	2		2	0	0	
101224	交互动作	9	0	100	Save			10	2		2	0	0	
101225	普通攻击1（大招）	1	0.5	0.75	Attack01			10	2		2	0	0	
101226	普通攻击2（大招）	1	0.7	0.6	Attack02			10	2		2	0	0	
101227	普通攻击3（大招）	1	0.5	0.5	Attack03			10	2		2	0	0	
101228	普通攻击4（大招）	1	0.6	0.45	Attack04			10	2		2	0	0	
101229	普通攻击5（大招）	1	0.6	0.55	Attack05			10	2		2	0	0	
101230	普通攻击6（大招）	1	0.95	0.25	Attack06	101207|101209		10	2		2	0	0	
101231	红球1消（大招）	11	1.2	0.8	Attack11			10	2		2	0	0	
101232	红球2消（大招）	12	1.2	0.8	Attack11			10	2		2	0	0	
101233	红球3消（大招）	13	1.7	0.75	Attack13			10	2		2	0	0	
101234	蓝球1消（大招）	21	0.9	0.4	Attack21			10	2		2	0	0	
101235	蓝球2消（大招）	22	0.9	0.4	Attack21			10	2		2	0	0	
101236	蓝球3消（大招）	23	0.9	0.4	Attack21			10	2		2	0	0	
101237	黄球1消（大招）	31	0.9	0.55	Attack31			10	2		2	0	0	
101238	黄球2消（大招）	32	0.9	0.55	Attack31			10	2		2	0	0	
101239	黄球3消（大招）	33	0.9	0.55	Attack31			10	2		2	0	0	
101240	普通攻击1（突进版）	1	0.5	0.75	Attack01			10	2		2	0	0	
101241	普通攻击1（大招）（突进版）	1	0.5	0.75	Attack01			10	2		2	0	0	
