RoleId	FaceLook[0]	FaceLook[1]	FaceLook[2]	FaceLook[3]	FaceLook[4]	FaceLook[5]	FaceLook[6]	FaceLook[7]	FaceLook[8]	FaceLook[9]	FaceLook[10]	FaceLook[11]	FaceLook[12]	FaceLook[13]	FaceLook[14]	FaceLook[15]	FaceLook[16]	FaceLook[17]	FaceLook[18]	FaceLook[19]	FaceLook[20]	FaceLook[21]
500032	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14	RoleStoryFace/LuxiyaNomal01/LuxiyaNomal01_14
500012	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13	RoleStoryFace/NikelaNomal01/NikelaNomal01_13
500026	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06	RoleStoryFace/R3LiangNormal01/R3LiangNormal01_06
500024	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17	RoleStoryFace/BankaNomal01/BankaNomal01_17
500091	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01	RoleStoryFace/R3Yongyechaonormal01/R3Yongyechaonormal01_01
500092	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_01	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_01	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_02	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_04	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03	RoleStoryFace/QishiqianzhuanNpc01/QishiqianzhuanNpc01_03
500093	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01	RoleStoryFace/QishiqianzhuanNpc02/QishiqianzhuanNpc02_01
500098	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_04	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_05	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_08	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_14	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01	RoleStoryFace/LuosaitaNormal01/LuosaitaNormal01_01
500099	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_04	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14	RoleStoryFace/R3LuxiyaNormal02/R3LuxiyaNormal02_14
500100	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_13	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08	RoleStoryFace/R3LuxiyaNormal03/R3LuxiyaNormal03_08
500105	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_13	RoleStoryFace/LunaNormal01/LunaNormal01_14	RoleStoryFace/LunaNormal01/LunaNormal01_14	RoleStoryFace/LunaNormal01/LunaNormal01_14	RoleStoryFace/LunaNormal01/LunaNormal01_14	RoleStoryFace/LunaNormal01/LunaNormal01_14	RoleStoryFace/LunaNormal01/LunaNormal01_14	RoleStoryFace/LunaNormal01/LunaNormal01_14	RoleStoryFace/LunaNormal01/LunaNormal01_21
500088	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_04	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09	RoleStoryFace/IceguideNomal/IceguideNomal_09
500085	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_02	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21	RoleStoryFace/IceboyNomal/IceboyNomal_21
500008	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_09	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04	RoleStoryFace/LuolanNomal01/LuolanNomal01_04
500108	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_02	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_02	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_02	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_02	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_04	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_04	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_04	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07	RoleStoryFace/SailinnaNormal01/SailinnaNormal01_07
500111	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01	RoleStoryFace/AilunNormal01/AilunNormal01_01
500110	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01	RoleStoryFace/R2ErrorNormal01/R2ErrorNormal01_01
500120	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08	RoleStoryFace/R2ErrorNormal03/R2ErrorNormal03_08
500080	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08	RoleStoryFace/R3DubianNormal01/R3DubianNormal01_08
