Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
101637	交互动作	9	0	100	Save			10	2		2	0	0	
101638	普攻1突进	1	0.7	0.7	Attack01			10	2		2	0	0	
101639	普攻1（狂暴）	1	0.5	0.2	Attack41			10	2		2	0	0	
102301	普通攻击1	1	0.55	1.15	Attack01			10	5		2	0	0	
102302	普通攻击2	1	0.75	0.95	Attack02			10	5		2	0	0	
102303	普通攻击3	1	0.75	0.95	Attack03			10	5		2	0	0	
102304	普通攻击4	1	1.1	0.8	Attack04			10	5		2	0	0	
102305	丽芙三阶的技能5		0	1				10	2		2	0	0	
102306	红球1消	11	0.6	0.8	Attack11			10	5		2	0	0	
102307	红球2消	12	0.6	0.8	Attack11			10	5		2	0	0	
102308	红球3消	13	0.6	0.8	Attack11			10	5		2	0	0	
102309	蓝球1消	21	0.65	0.7	Attack21			10	5		2	0	0	
102310	蓝球2消	22	0.65	0.7	Attack21			10	5		2	0	0	
102311	蓝球3消	23	0.65	0.7	Attack21			10	5		2	0	0	
102312	黄球1消	31	0.6	0.9	Attack31			10	5		2	0	0	
102313	黄球2消	32	0.6	0.9	Attack31			10	5		2	0	0	
102314	黄球3消	33	0.6	0.9	Attack31			10	5		2	0	0	
102315	大招	2	6.3	1	Attack51	102352		10	5		2	0	0	
102316	出生动作	4	0	3.4	Born			10	2		2	0	0	
102317	出场技	3	0.6	0.8	Attack11			10	5		2	0	0	
102318	Qte技能	7	2.25	0	AttackQte			10	2		2	0	0	
102319	闪避	5	0.6	1.1	Move1	100094|102367		10	2		2	0	0	0.5
102320	默认向后闪避	6	0.6	1.1	Move2	100094|102367		10	2		2	0	0	0.5
102321	胜利1	8	100	0	Win			10	2		2	0	0	
102322	胜利2	8	100	0	Win			10	2		2	0	0	
102323	被动：光矛和治疗	41	0	0				10	2		2	0	0	
102324	交互动作	9	0	100	Save			10	2		2	0	0	
101701	普通攻击1	1	0.55	1.5	Attack01			10	2		2	0	0	
101702	普通攻击2	1	0.5	0.5	Attack02			10	2		2	0	0	
101703	普通攻击3	1	0.95	1.2	Attack03			10	2		2	0	0	
101704	普通攻击4	1	1.5	1.2	Attack04			10	2		2	0	0	
101705	红球1消	11	1	1.1	Attack11			10	2		2	0	0	
101706	红球2消	12	1	1.1	Attack11			10	2		2	0	0	
101707	红球3消	13	1	1.1	Attack11			10	2		2	0	0	
101708	蓝球1消	21	0.7	0.7	Attack21			10	2		2	0	0	
101709	蓝球2消	22	0.7	0.7	Attack21			10	2		2	0	0	
101710	蓝球3消	23	0.7	0.7	Attack21			10	2		2	0	0	
101711	黄球1消	31	0.65	1.35	Attack31	101799		10	2		2	0	4	
101712	黄球2消	32	0.65	1.35	Attack31	101799		10	2		2	0	4	
101713	黄球3消	33	0.65	1.35	Attack31	101799		10	2		2	0	4	
101714	出生动作	4	0	2.6	Born			10	2		2	0	0	
101715	出场技	3	1	1.1	Attack11			10	2		2	0	0	
101716	大招	2	4.9	0	Attack51			10	2		2	0	0	
101717	胜利1	8	100	0	Win			10	2		2	0	0	
101718	胜利2	8	100	0	Win2			10	2		2	0	0	
101719	QTE技能	7	2	0	AttackQte	101739		10	2		2	0	0	
101720	闪避	5	0.5	0.5	Move1	100094		10	2		2	0	0	0.5
101721	默认向后闪避	6	0.5	0.6	Move2	100094		10	2		2	0	0	0.5
101722	交互动作	9	0	100	Save			10	2		2	0	0	
101723	激光普攻1	1	0.55	1.5	Attack01			10	2		2	0	0	
101724	激光普攻2	1	0.5	0.5	Attack02			10	2		2	0	0	
101725	激光普攻3	1	0.95	1.2	Attack03			10	2		2	0	0	
101726	激光普攻4	1	1.5	1.2	Attack04			10	2		2	0	0	
101727	激光红球1	11	1	1.1	Attack11			10	2		2	0	0	
101728	激光红球2	12	1	1.1	Attack11			10	2		2	0	0	
101729	激光红球3	13	1	1.1	Attack11			10	2		2	0	0	
101730	激光黄球1	31	0.65	1.35	Attack31	101799		10	2		2	0	4	
101731	激光黄球2	32	0.65	1.35	Attack31	101799		10	2		2	0	4	
101732	激光黄球3	33	0.65	1.35	Attack31	101799		10	2		2	0	4	
101733	普通攻击1（突进版）	1	0.55	1.5	Attack01			10	2		2	0	0	
101734	激光普攻1（突进版）	1	0.55	1.5	Attack01			10	2		2	0	0	
111701	快速激光1	21	0.9	0	Attack01			10	2		2	0	4	
111702	快速激光2	22	0.9	0	Attack01			10	2		2	0	4	
111703	快速激光3	23	0.9	0	Attack01			10	2		2	0	4	
111704	蓄能激光1	21	1.35	0	Attack02			10	2		2	0	4	
111705	蓄能激光2	22	1.35	0	Attack02			10	2		2	0	4	
111706	蓄能激光3	23	1.35	0	Attack02			10	2		2	0	4	
111707	出生	4	1.1	0	Born			10	2		2	0	0	
111708	死亡	4	1.15	0	Stand2			10	2		2	0	0	
111709	强化快速激光1	21	0.9	0	Attack01			10	2		2	0	4	
111710	强化快速激光2	22	0.9	0	Attack01			10	2		2	0	4	
111711	强化快速激光3	23	0.9	0	Attack01			10	2		2	0	4	
111712	强化蓄能激光1	21	1.35	0	Attack02			10	2		2	0	4	
111713	强化蓄能激光2	22	1.35	0	Attack02			10	2		2	0	4	
111714	强化蓄能激光3	23	1.35	0	Attack02			10	2		2	0	4	
121701	库洛机器人冲撞	1	3.8	0	Attack01			10	2		2	0	4	
131701	普通近距离连击	1	2.65	0	Attack01			10	2		2	0	2	
131702	强化中距离连击	1	2.7	0	Attack02			10	2		2	0	2	
131703	突进攻击	1	1.65	0	Attack03			10	2		2	0	2	
131704	大范围攻击	1	2.65	0	Attack04			10	2		2	0	2	
131705	出生	4	1.65	0	Born			10	2		2	0	0	
131706	死亡	4	1	0	Death			10	2		2	0	0	
