Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
901906	重构镇暴兵-冲锋-撞墙		1.3	0	Attack06	700031		10	0				0	
901907	重构镇暴兵-冲锋-眩晕		1	0	Stun			10	0				0	
901908	重构镇暴兵的技能4-鼓舞		2	0	Attack07			10	0				0	
901909	重构镇暴兵-盾墙前摇		0.4	0	Attack08			10	0				0	
901910	重构镇暴兵-盾墙释放		6	0	Attack09			10	0				0	
901911	重构镇暴兵-盾墙受击		0.5	0	Attack11			10	0				0	
901912	重构镇暴兵-盾墙结束		0.5	0	Attack12	700031		10	0				0	
902001	重构黑蜘蛛潜地		1.5	0	Attack01			10	2				0	
902002	重构黑蜘蛛爆炸		2	0	Attack02			10	2				0	
902003	重构黑蜘蛛取消潜地		1.4	0	Attack03			10	2				0	
902101	重构屠夫砸地		2.4	0	Attack01			10	2				0	
902102	重构屠夫戳刺		2.4	0	Attack02			10	2				0	
902103	重构屠夫旋转		3.4	0	Attack03			10	2				0	
902104	重构屠夫挥劈		2	0	Attack04			10	0				4	
902105	重构屠夫冲锋-蓄力		1	0	Attack05			10	0				4	
902106	重构屠夫冲锋-冲锋		3	0	Attack06			10	6			1	4	
902107	重构屠夫冲锋-收手		1	0	Attack07	700031		10	4			0	0	
902108	重构屠夫冲锋-撞墙		1	0	Attack08	700031		10	0				0	
902109	重构屠夫-眩晕		4	0	Stun			10	0				0	
902110	瘫痪		999	0	Lieonfloor			10	0				0	
902501	剑客拔刀斩		2.53	0	Attack01	902514		10	6				0	
902502	剑客连续斩		3.6	0	Attack02	902514		10	6				0	
902503	剑客挥劈		2.2	0	Attack03			10	0				4	
902504	剑客戳刺		2.6	0	Attack04			10	0				4	
902505	剑客回形斩		2.33	0	Attack06			10	0				0	
903601	残缺刀锯甩锯1		1.733	0	Attack01			10	0				0	
903602	残缺刀锯横斩		2.233	0	Attack02			10	0				0	
903603	残缺刀锯跳斩		1.5	0	Attack03			10	2		0		1	
903604	残缺刀锯旋转1段		1.7	0	Attack04			10	6				1	
903605	残缺刀锯旋转2段		1.7	0	Attack04			10	6				1	
903606	残缺刀锯旋转3三段		1.7	0	Attack04			10	6		0		1	
903607	残缺刀锯飞刀		1.733	0	Attack05			10	0				1	
903608	残缺刀锯后跳		0.8	0	Attack03			10	1				0	
960101	地刺技能		0	0	Attack01			10	2				0	
960102	地刺技能突出		0.15	0	Attack01			10	2				0	
960103	地刺技能收回		0.3	0	Attack03			10	2				0	
960104	地刺保持		0.4	0	Attack02			10	2				0	
960201	生化地雷伤害		0	0	Attack01			10	2				0	
960301	电磁地雷伤害		0	0	Attack01			10	2				0	
960401	扳手标记		0	0	Attack01			10	2				0	
960402	扳手打开		0.25	0	Attack01			10	2				0	
960403	扳手关闭		0.25	0	Attack03			10	2				0	
960404	保持开启动作		0.25	0	Attack02			10	2				0	
960501	图腾伤害		0	0	Attack01			10	2				0	
960601	喷火陷阱伤害		0	0	Attack01			10	2				0	
960701	量子传送		0	0	Attack01			10	2				0	
902701	地刺-上升		0.17	0	Attack01			10	0				0	
902702	地刺-保持		0.2	0	Attack02			10	0				0	
902703	地刺-下降		0.4	0	Attack03			10	0				0	
902801	火焰		2	0				10	0				0	
902901	电磁地雷伤害		2	0				10	0				0	
903001	生化地雷伤害		4	0				10	0				0	
903101	拉伸		0.233	0	Attack01			10	0				0	
903102	保持		0.267	0	Attack02			10	0				0	
903103	返回		0.233	0	Attack03			10	0				0	
903201	范围效果		2.5	0				10	0				0	
971401	擎天柱后跳射击		3	0	Attack01	700031		10	1				0	
971402	擎天柱抛射		2.4	0	Attack02			10	2				0	
971403	擎天柱装甲回复		3.5	0	Attack04			10	2			1	1	
971404	擎天柱平射		2.2	0	Attack05			10	2				0	
971405	擎天柱砸击		3.3	0	Attack06			10	2				0	
971406	擎天柱扫击		2.5	0	Attack07			10	2				0	
