Id	Name	SkillType	CastTime	AfterTime	Animation	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
819019	竖劈		2.133	0	Attack05			10	1				4	
819020	防御姿态		2.667	0	Attack21			10	0				4	
819021	突进		0.667	0	Move1			10	2		0		4	
819022	后撤		0.667	0	Move2			10	4				4	
819023	下砸		2.833	0	Attack58			10	6				4	
819024	十字斩		2.467	0	Attack46			10	6				4	
819025	武者之礼		1.667	0	Attack47			10	1				1	
819026	第一章结尾用		2.5	0	Attack06			10	1				4	
903801	打刀横挥		2.2	0	Attack21			10	4				4	
903802	射击		1.833	0	Attack11			10	6				4	
903803	起身		1.03	0	Standup			10	2				0	
903804	躺地		9999	0	Lieonfloor			10	2				0	
903805	被击倒		1.03	0	Hitdown			10	2				0	
903806	侧面躺地		9999	0	Attack04			10	2				0	
903807	进入瘫倒		1.267	0	Attack01			10	2				0	
903808	瘫倒		9999	0	Attack02			10	2				0	
903809	瘫倒起身		0.933	0	Attack03			10	2				0	
903810	华丽射击		5.033	0	Attack12			10	6				4	
903811	三连击		3.567	0	Attack22			10	1				4	
903812	蓄力射击		3.267	0	Attack13			10	6				4	
903813	空斩		2.9	0	Attack23			10	1				4	
954701	打刀横挥		2.2	0	Attack21			10	4				4	
954702	射击		1.833	0	Attack11			10	6				4	
902201	十字斩		3	0	Attack01			10	4				4	
902202	蓄力戳刺		2.27	0	Attack02			10	4				4	
902203	冲刺横扫		3.27	0	Attack03			10	6				4	
902204	跳砸		3.07	0	Attack04			10	2		0		4	
902205	竖劈		3.1	0	Attack05			10	0				4	
902206	后空翻		2.47	0	Attack06			10	2				4	
902207	回身横扫		2.67	0	Attack07			10	4				4	
902208	蓄力横扫		2.7	0	Attack08			10	4				4	
902209	瞬移跳砸		3.07	0	Attack04			10	2		0		1	
902210	地裂斩		3.1	0	Attack05			10	0				4	
902211	空中穿刺		3.07	0	Attack04			10	1				4	
904301	旋风斩		4.85	0	Attack01			10	4				1	
904302	剑风		2.7	0	Attack02			10	2				2	
904303	重劈斩		3.07	0	Attack13			10	2				1	
904304	瞬移		1	0	Attack04			10	2		1		1	
904305	横扫		2.97	0	Attack15			10	2				1	
904306	戳刺		2.6	0	Attack16			10	2				1	
904307	瘫痪-in		1.47	0	Attack07			10	2				1	
904308	瘫痪-loop		0.27	0	Attack08			10	2				1	
904309	瘫痪-out		1.74	0	Attack09			10	2				1	
996401	点射子弹		0	0	Stand1			10	5				0	
996402	连射子弹		0	0	Stand1			10	5				0	
996404	红球强化-散弹		0	0	Stand1			10	5				0	
996405	黄球强化-辅助追踪		0	0	Stand1			10	5				0	
996406	红球技能-防护罩		0	0	Stand1			10	5				0	
996407	蓝球技能-持续激光		0	0	Stand1			10	5				0	
996408	黄球技能-aoe		0	0	Stand1			10	5				0	
996409	散弹强化-1		0	0	Stand1			10	5				0	
996410	散弹强化-2		0	0	Stand1			10	5				0	
996411	散弹强化-3		0	0	Stand1			10	5				0	
996412	环绕子弹-1		0	0	Stand1			10	5				0	
996413	环绕子弹-2		0	0	Stand1			10	5				0	
996414	环绕子弹-3		0	0	Stand1			10	5				0	
996415	子弹替换-散弹		0	0	Stand1			10	2				0	
996416	子弹加强-环绕弹		0	0	Stand1			10	2				0	
996417	黄色子弹		0	0	Stand1			10	5				0	
996418	黄色子弹-散1		0	0	Stand1			10	5				0	
996419	黄色子弹-散2		0	0	Stand1			10	5				0	
996420	红色子弹		0	0	Stand1			10	5				0	
996421	红色子弹		0	0	Stand1			10	5				0	
996422	红色子弹		0	0	Stand1			10	5				0	
996501	普通球型子弹		0.4	0				10	2				0	
996502	面朝向球型子弹		0.4	0				10	4				0	
996503	直线连射子弹		0.4	0				10	4				0	
996504	散射子弹-单向		0.4	0				10	4				0	
996505	散射子弹-全方向		0.4	0				10	4				0	
995606	红球技能-防护罩		1	0				10	5				0	
