Name	SoundId	PlayRefType
FxR1LuxiyaAttack42Wuqi		
FxR1LuxiyaAttack43Wuqi		
FxR1LuxiyaAttack44Wuqi		
FxR1LuxiyaAttack41Shouji01	20405	0
FxR1LuxiyaAttack41Shouji02	20405	0
FxR1LuxiyaAttack42Shouji01	20406	0
FxR1LuxiyaAttack42Shouji02	20406	0
FxR1LuxiyaAttack43Shouji01	20407	0
FxR1LuxiyaAttack43Shouji02	20407	0
FxR1LuxiyaAttack43Shouji03	20407	0
FxR1LuxiyaAttack44Shouji01	20408	0
FxR1LuxiyaBuff	20409	0
FxR1LuxiyaBao	20410	0
FxR1LuxiyaPingmu	20409	0
FxR1LuxiyaAttack51	20501	0
FxR1LuxiyaAttack51Jianzhen	20502	0
FxR1LuxiyaAttack51Start	20503	0
FxR1LuxiyaAttack51Shouji	20504	0
FxR1LuxiyaCanying	20601	0
FxR1LifuAttack01	30001	0
FxR1LifuAttack02	30002	0
FxR1LifuAttack0301	30003	0
FxR1LifuAttack03Dandao	30004	0
FxR1LifuAttack04	30005	0
FxR1LifuAttack0501	30006	0
FxR1LifuAttack05Dandao	30007	0
FxR1LifuAttack01Shouji	30008	0
FxR1LifuAttack11	30101	0
FxR1LifuAttack11Shouji	30102	0
FxR1LifuAttack13	30103	0
FxR1LifuAttack11Ex	30104	0
FxR1LifuAttack21	30201	0
FxR1LifuAttack21Shouji	30202	0
FxR1LifuAttack23	30203	0
FxR1LifuWuqi01	30204	0
FxR1LifuWuqi02	30205	0
FxR1LifuWuqi03	30206	0
FxR1LifuAttack31Dandao	30301	0
FxR1LifuAttack31Zha	30302	0
FxR1LifuAttack32Dandao	30303	0
FxR1LifuAttack32Zha	30304	0
FxR1LifuAttack33Dandao	30305	0
FxR1LifuAttack33Zha	30306	0
FxR1LifuAttack31Shouji	30307	0
FxR1LifuBuff	30308	0
FxR1LifuQte	30401	0
FxR1LifuQteShouji	30402	0
FxR1LifuWuqiXiaoshi	30403	0
FxR1LifuWuqiChuxian	30404	0
FxR1LifuAttack51	30501	0
FxR1LifuAttack51Dandao	30502	0
FxR1LifuAttack51shouji	30503	0
FxR1LifuMove01	30601	0
FxR1LifuMove02	30602	0
FxR2YongyechaoAttack01	50001	0
FxR2YongyechaoAttack02	50002	0
FxR2YongyechaoAttack03	50003	0
FxR2YongyechaoAttack04	50004	0
FxR2YongyechaoAttack01Shouji	50005	0
FxR2YongyechaoAttack02Shouji	50006	0
FxR2YongyechaoAttack03Shouji	50007	0
FxR2YongyechaoAttack04Shouji01	50008	0
FxR2YongyechaoAttack04Shouji02	50009	0
FxR2YongyechaoAttack11	50101	0
FxR2YongyechaoAttack13	50102	0
FxR2YongyechaoAttack11Shouji01	50103	0
FxR2YongyechaoAttack11Shouji02	50103	0
FxR2YongyechaoAttack21	50201	0
FxR2YongyechaoAttack23	50202	0
FxR2YongyechaoAttack21Buff		
FxR2YongyechaoAttack21Shouji	50203	0
FxR2YongyechaoAttack31	50301	0
FxR2YongyechaoAttack32	50302	0
FxR2YongyechaoAttack33	50303	0
FxR2YongyechaoAttack31Shouji	50304	0
FxR2YongyechaoAttack41	50305	0
FxR2YongyechaoAttack41Shouji	50306	0
FxR2YongyechaoBuff	50401	0
FxR2YongyechaoQte	50402	0
FxR2YongyechaoQteShouji01	50403	0
FxR2YongyechaoQteShouji02	50404	0
FxR2YongyechaoAttack51	50501	0
FxR2YongyechaoAttack51Pingmu	50502	0
FxR2YongyechaoMove	50601	0
FxR3YongyechaoAttack01	51001	0
FxR3YongyechaoAttack02	51002	0
FxR3YongyechaoAttack03	51003	0
FxR3YongyechaoAttack0401	51004	0
FxR3YongyechaoAttack0402	51005	0
FxR3YongyechaoAttack01Shouji	51006	0
FxR3YongyechaoAttack02Shouji	51007	0
FxR3YongyechaoAttack03Shouji01	51008	0
FxR3YongyechaoAttack03Shouji02	51009	0
FxR3YongyechaoAttack03Shouji01B	51008	0
FxR3YongyechaoAttack03Shouji01C	51008	0
FxR3YongyechaoAttack03Shouji01D	51008	0
FxR3YongyechaoAttack04Shouji01	51010	0
FxR3YongyechaoAttack04Shouji02	51011	0
FxR3YongyechaoAttack04Shouji02B	51011	0
FxR3YongyechaoAttack04Shouji02C	51011	0
FxR3YongyechaoAttack04Shouji02D	51011	0
FxR3YongyechaoAttack01Ex	51012	0
FxR3YongyechaoAttack02Ex	51013	0
FxR3YongyechaoAttack03Ex	51014	0
FxR3YongyechaoAttack0401Ex	51015	0
FxR3YongyechaoAttack0402Ex	51016	0
FxR3YongyechaoAttack01ExShouji	51017	0
FxR3YongyechaoAttack02ExShouji	51018	0
FxR3YongyechaoAttack03ExShouji01	51019	0
FxR3YongyechaoAttack03ExShouji02	51020	0
FxR3YongyechaoAttack04ExShouji01	51021	0
FxR3YongyechaoAttack04ExShouji02	51022	0
FxR3YongyechaoAttack11	51101	0
FxR3YongyechaoAttack13	51102	0
FxR3YongyechaoAttack11Shouji01	51103	0
FxR3YongyechaoAttack21	51201	0
FxR3YongyechaoAttack23	51202	0
FxR3YongyechaoAttack21Shouji	51203	0
FxR3YongyechaoAttack31	51301	0
FxR3YongyechaoAttack31Dilie01	51302	0
FxR3YongyechaoAttack31Dilie02	51303	0
FxR3YongyechaoAttack31Shouji	51304	0
FxR3YongyechaoAttack3102	51305	0
FxR3YongyechaoQte	51401	0
FxR3YongyechaoQte02	51402	0
FxR3YongyechaoQteShouji	51007	0
FxR3YongyechaoAttack51	51501	0
FxR3YongyechaoAttack51Wuqi	51502	0
FxR3YongyechaoCanying	51601	0
FxR2ShenweiAttack01	60001	0
FxR2ShenweiAttack02	60002	0
FxR2ShenweiAttack03	60003	0
FxR2ShenweiAttack04	60004	0
FxR2ShenweiAttack01Shouji	60005	0
FxR2ShenweiAttack02Shouji01	60006	0
FxR2ShenweiAttack02Shouji02	60006	0
FxR2ShenweiAttack03Shouji	60007	0
FxR2ShenweiAttack04Shouji	60008	0
FxR2ShenweiAttack01Dilie	60009	0
FxR2ShenweiAttack02Dilie	60010	0
FxR2ShenweiAttack03Dilie	60011	0
FxR2ShenweiAttack04Dilie	60012	0
FxR2ShenweiAttack11	60101	0
FxR2ShenweiAttack13	60102	0
FxR2ShenweiAttack11Dilie	60103	0
FxR2ShenweiAttack13Dilie	60104	0
FxR2ShenweiAttack11Shouji	60105	0
FxR2ShenweiAttack21	60201	0
FxR2ShenweiAttack23	60202	0
FxR2ShenweiAttack21Dilie	60203	0
FxR2ShenweiAttack23Dilie	60204	0
FxR2ShenweiAttack21Hudun		
FxR2ShenweiAttack21Shouji	60205	0
FxR2ShenweiAttack31	60301	0
FxR2ShenweiAttack33	60302	0
FxR2ShenweiAttack31Gedang	60303	0
FxR2ShenweiAttack41	60304	0
FxR2ShenweiAttack41Dandao	60305	0
FxR2ShenweiAttack41Dilie	60306	0
FxR2ShenweiAttack41Shouji	60307	0
FxR2ShenweiAttack42	60308	0
FxR2ShenweiAttack42Dandao	60309	0
FxR2ShenweiAttack42Shouji	60310	0
FxR2ShenweiAttack31Chongdian	60401	0
FxR2ShenweiAttack33Chongdian	60402	0
FxR2ShenweiAttack31ChongdianWuqi	60403	
FxR2ShenweiAttack32ChongdianWuqi	60404	
FxR2ShenweiAttack33ChongdianWuqi	60405	
FxR2ShenweiQte	60406	0
FxR2ShenweiQteDilie	60407	0
FxR2ShenweiQteShouji	60408	0
FxR2ShenweiAttack51	60501	0
FxR2ShenweiAttack51Dandao	60502	0
FxR2ShenweiAttack51Shouji	60503	0
FxR2ShenweiMove01	60601	0
FxR3ShenweiAttack01	61001	0
FxR3ShenweiAttack02	61002	0
FxR3ShenweiAttack03	61003	0
FxR3ShenweiAttack04	61004	0
FxR3ShenweiAttack05	61005	0
FxR3ShenweiAttack01Shouji	61006	0
FxR3ShenweiAttack02Shouji	61007	0
FxR3ShenweiAttack03Shouji01	61008	0
FxR3ShenweiAttack03Shouji02	61008	0
FxR3ShenweiAttack04Shouji	61009	0
FxR3ShenweiAttack05Shouji	61010	0
FxR3ShenweiAttack02Dilie	61011	0
FxR3ShenweiAttack03Dilie	61012	0
FxR3ShenweiAttack04Dilie	61013	0
FxR3ShenweiAttack05Dilie	61014	0
FxR3ShenweiAttackB01	61015	0
FxR3ShenweiAttackB02	61016	0
FxR3ShenweiAttackB03	61017	0
FxR3ShenweiAttackB04	61018	0
FxR3ShenweiAttackB05	61019	0
FxR3ShenweiAttackB02Dilie	61020	0
FxR3ShenweiAttackB03Dilie01	61021	0
FxR3ShenweiAttackB03Dilie02	61021	0
FxR3ShenweiAttackB04Dilie	61022	0
FxR3ShenweiAttackB05Dilie	61023	0
FxR3ShenweiAttackB01Shouji	61024	0
FxR3ShenweiAttackB02Shouji	61025	0
FxR3ShenweiAttackB03Shouji01	61026	0
FxR3ShenweiAttackB03Shouji02	61026	0
FxR3ShenweiAttackB03Shouji03	61026	0
FxR3ShenweiAttackB04Shouji	61027	0
FxR3ShenweiAttackB05Shouji	61028	0
FxR3ShenweiAttack11	61101	0
FxR3ShenweiAttack12	61102	0
FxR3ShenweiAttack11Dilie	61103	0
FxR3ShenweiAttack12Dilie	61104	0
FxR3ShenweiAttack13Dilie	61105	0
FxR3ShenweiAttack13Dandao01		
FxR3ShenweiAttack13Dandao02		
FxR3ShenweiAttack13Bao	61106	0
FxR3ShenweiAttack13DandaoBao01	61106	0
FxR3ShenweiAttack13DandaoBao02	61106	0
FxR3ShenweiAttack11Shouji01	61107	0
FxR3ShenweiAttack11Shouji02	61107	0
FxR3ShenweiAttack13Shouji	61108	0
FxR3ShenweiAttack13DandaoShouji	61108	0
FxR3ShenweiAttackB11	61109	0
FxR3ShenweiAttackB13	61110	0
FxR3ShenweiAttackB11Shouji01	61111	0
FxR3ShenweiAttackB11Shouji02	61111	0
FxR3ShenweiAttackB11Shouji03	61111	0
FxR3ShenweiAttackB11Shouji04	61111	0
FxR3ShenweiAttackB11Dilie01	61112	0
FxR3ShenweiAttackB11Dilie02	61113	0
FxR3ShenweiAttackB11Dilie03	61114	0
FxR3ShenweiAttackB11Dilie04	61115	0
FxR3ShenweiAttack21	61201	0
FxR3ShenweiAttack23	61202	0
FxR3ShenweiAttack21Dilie	61203	0
FxR3ShenweiAttack23Dilie	61204	0
FxR3ShenweiAttack21Shouji	61205	0
FxR3ShenweiAttackB21	61206	0
FxR3ShenweiAttackB23	61207	0
FxR3ShenweiAttackB21Dilie	61208	0
FxR3ShenweiAttackB22Dilie	61209	0
FxR3ShenweiAttackB23Dilie	61210	0
FxR3ShenweiAttackB21Shouji	61211	0
FxR3ShenweiAttack31	61301	0
FxR3ShenweiAttack33	61302	0
FxR3ShenweiAttack31Gedang	61303	0
FxR3ShenweiAttack31Shouji01	61304	0
FxR3ShenweiAttack31Shouji02	61305	0
FxR3ShenweiAttackB31	61306	0
FxR3ShenweiAttackB33	61307	0
FxR3ShenweiAttackB31Dilie	61308	0
FxR3ShenweiAttackB31Shouji01	61309	0
FxR3ShenweiAttackB31Shouji02	61309	0
FxR3ShenweiAttackB31Shouji03	61309	0
FxR3ShenweiAttackB31Shouji04	61309	0
FxR3ShenweiAttackB31Shouji05	61309	0
FxR3ShenweiQte	61401	0
FxR3ShenweiQteDilie	61402	0
FxR3ShenweiQteDilie02	61403	0
FxR3ShenweiQteShouji	61404	0
FxR3ShenweiQteWuqi		
FxR3ShenweiAttack51	61501	0
FxR3ShenweiAttack51End	61502	0
FxR3ShenweiAttack51Start	61503	0
FxR3ShenweiAttackMove01	61601	0
FxR3ShenweiAttackMove02	61601	0
FxR2LuxiyaAttack01	21001	0
FxR2LuxiyaAttack02	21002	0
FxR2LuxiyaAttack03	21003	0
FxR2LuxiyaAttack04	21004	0
FxR2LuxiyaAttack05	21005	0
FxR2LuxiyaAttack06	21006	0
FxR2LuxiyaAttack01Shouji	21007	0
FxR2LuxiyaAttack02Shouji01	21008	0
FxR2LuxiyaAttack02Shouji02	21008	0
FxR2LuxiyaAttack03Shouji	21009	0
FxR2LuxiyaAttack04Shouji	21010	0
FxR2LuxiyaAttack05Shouji	21011	0
FxR2LuxiyaAttack06Shouji	21012	0
FxR2LuxiyaAttack11	21101	0
FxR2LuxiyaAttack13	21102	0
FxR2LuxiyaAttack11Shouji	21103	0
FxR2LuxiyaAttack21	21201	0
FxR2LuxiyaAttack23	21202	0
FxR2LuxiyaAttack21Shouji01	21203	0
FxR2LuxiyaAttack21Shouji02	21204	0
FxR2LuxiyaAttack31	21301	0
FxR2LuxiyaAttack33	21302	0
FxR2LuxiyaAttack31Dandao	21303	0
FxR2LuxiyaAttack32Dandao	21304	0
FxR2LuxiyaAttack33Dandao	21305	0
FxR2LuxiyaAttack31Shouji	21306	0
FxR2LuxiyaBiaoji01		
FxR2LuxiyaBiaoji02		
FxR2LuxiyaBiaoji03		
FxR2LuxiyaBeidong	21401	0
FxR2LuxiyaAttackQte	21402	0
FxR2LuxiyaQteGuadianSwordCase	21403	0
FxR2LuxiyaQteShouji01	21404	0
FxR2LuxiyaQteShouji02	21405	0
FxR2LuxiyaQteShouji03	21406	0
FxR2LuxiyaAttack51	21501	0
FxR2LuxiyaAttack51pingmu		
FxR2LuxiyaWuqiChuxian01	21502	0
FxR2LuxiyaWuqiChuxian02	21503	0
FxR2LuxiyaWuqiChuxian03	21504	0
FxR2LuxiyaWuqiChuxian04	21505	0
FxR2LuxiyaAttack51WuqiBuff		
FxR2LuxiyaAttack01Ex	21506	0
FxR2LuxiyaAttack02Ex	21507	0
FxR2LuxiyaAttack03Ex	21508	0
FxR2LuxiyaAttack04Ex	21509	0
FxR2LuxiyaAttack05Ex	21510	0
FxR2LuxiyaAttack06Ex	21511	0
FxR2LuxiyaAttack11Ex	21512	0
FxR2LuxiyaAttack13Ex	21513	0
FxR2LuxiyaAttack21Ex	21514	0
FxR2LuxiyaAttack23Ex	21515	0
FxR2LuxiyaAttack31Ex	21516	0
FxR2LuxiyaAttack33Ex	21517	0
FxR2LuxiyaAttack31ExShouji	21518	0
FxR2LuxiyaMove1	21601	0
FxR2LuxiyaMove2	21601	0
FxR3LuxiyaAttack01	22001	0
FxR3LuxiyaAttack02	22002	0
FxR3LuxiyaAttack03	22003	0
FxR3LuxiyaAttack04	22004	0
FxR3LuxiyaAttack05	22005	0
FxR3LuxiyaAttack06	22006	0
FxR3LuxiyaAttack01Shouji01	22007	0
FxR3LuxiyaAttack02Shouji01	22008	0
FxR3LuxiyaAttack02Shouji02	22009	0
FxR3LuxiyaAttack03Shouji01	22010	0
FxR3LuxiyaAttack03Shouji02	22011	0
FxR3LuxiyaAttack03Shouji03	22012	0
FxR3LuxiyaAttack04Shouji	22013	0
FxR3LuxiyaAttack05Shouji01	22014	0
FxR3LuxiyaAttack05Shouji02	22015	0
FxR3LuxiyaAttack11	22101	0
FxR3LuxiyaAttack13	22102	0
FxR3LuxiyaAttack13Zha	22103	0
FxR3LuxiyaAttack11Shouji01	22104	0
FxR3LuxiyaAttack11Shouji02	22104	0
FxR3LuxiyaAttack21	22201	0
FxR3LuxiyaAttack21Shouji	22202	0
FxR3LuxiyaAttack31	22301	0
FxR3LuxiyaAttack33	22302	0
FxR3LuxiyaAttack31Shouji01	22303	0
FxR3LuxiyaAttack31Shouji02	22303	0
FxR3LuxiyaAttack41	22401	0
FxR3LuxiyaAttack42	22402	0
FxR3LuxiyaAttack43	22403	0
FxR3LuxiyaAttack44	22404	0
FxR3LuxiyaAttack41Dandao	22405	0
FxR3LuxiyaAttack42Dandao	22406	0
FxR3LuxiyaAttack43Dandao	22407	0
FxR3LuxiyaAttack44Dandao	22408	0
FxR3LuxiyaAttack41Dandao01	22409	0
FxR3LuxiyaAttack42Dandao01	22410	0
FxR3LuxiyaAttack43Dandao01	22411	0
FxR3LuxiyaAttack44Dandao01	22412	0
FxR3LuxiyaAttack41Shouji	22413	0
FxR3LuxiyaShoudao	22414	0
FxR3LuxiyaQte	22415	0
FxR3LuxiyaQteDilie	22416	0
FxR3LuxiyaQteShouji01	22417	0
FxR3LuxiyaBuff01	22418	0
FxR3LuxiyaAttack51	22501	0
FxR3LuxiyaAttack51Eye	22502	0
FxR3LuxiyaAttack51Shouji01	22503	0
FxR3LuxiyaAttack51Shouji02	22504	0
FxR3LuxiyaAttack51Wuqi	22505	0
FxR2KalieninaAttack01	70001	0
FxR2KalieninaAttack02	70002	0
FxR2KalieninaAttack03	70003	0
FxR2KalieninaAttack04	70004	0
FxR2KalieninaAttack01Shouji	70005	0
FxR2KalieninaAttack02Shouji	70006	0
FxR2KalieninaAttack03Shouji	70007	0
FxR2KalieninaAttack04Shouji	70008	0
FxR2KalieninaAttack04Dilie	70009	0
FxR2KalieninaAttack11		
FxR2KalieninaAttack11Shouji	70101	0
FxR2KalieninaAttack11Dandao	70102	0
FxR2KalieninaAttack13Dandao	70103	0
FxR2KalieninaAttack21	70201	0
FxR2KalieninaAttack21Shouji	70202	0
FxR2KalieninaAttack21Dandao	70203	0
FxR2KalieninaAttack22Dandao	70204	0
FxR2KalieninaAttack23Dandao	70205	0
FxR2KalieninaAttack31	70301	0
FxR2KalieninaAttack31Biaoji		
FxR2KalieninaAttack31Dandao	70302	0
FxR2KalieninaAttack33Dandao	70303	0
FxR2KalieninaAttack41	70401	0
FxR2KalieninaAttack41Baozha	70402	0
FxR2KalieninaAttack41Dandao		
FxR2KalieninaAttack41Pingmu	70403	0
FxR2KalieninaAttack42	70404	0
FxR2KalieninaBD1		
FxR2KalieninaBD2		
FxR2KalieninaBD3		
FxR2KalieninaBD4		
FxR2KalieninaBuffBeidong	70405	0
FxR2KalieninaAttack51	70501	0
FxR2KalieninaAttack51Dandao	70502	0
FxR2KalieninaAttack51Yujing		
FxR2KalieninaMove1	70601	0
FxR2KalieninaMove2	70601	0
FxR3KalieninaAttack01	71001	0
FxR3KalieninaAttack02	71002	0
FxR3KalieninaAttack03	71003	0
FxR3KalieninaAttack04	71004	0
FxR3KalieninaAttack01Ex	71005	0
FxR3KalieninaAttack02Ex	71006	0
FxR3KalieninaAttack03Ex	71007	0
FxR3KalieninaAttack04Ex	71008	0
FxR3KalieninaAttack01ExWeapon		
FxR3KalieninaAttack02ExWeapon		
FxR3KalieninaAttack03ExWeapon		
FxR3KalieninaAttack04ExWeapon		
FxR3KalieninaAttack01Shouji	71013	0
FxR3KalieninaAttack02Shouji	71014	0
FxR3KalieninaAttack03Shouji01	71015	0
FxR3KalieninaAttack03Shouji02	71016	0
FxR3KalieninaAttack03Shouji03	71017	0
FxR3KalieninaAttack04Shouji01	71018	0
FxR3KalieninaAttack04Shouji02	71019	0
FxR3KalieninaAttack01ExShouji	71020	0
FxR3KalieninaAttack02ExShouji	71021	0
FxR3KalieninaAttack03ExShouji01	71022	0
FxR3KalieninaAttack03ExShouji02	71023	0
FxR3KalieninaAttack03ExShouji03	71024	0
FxR3KalieninaAttack04ExShouji01	71025	0
FxR3KalieninaAttack04ExShouji02	71026	0
FxR3KalieninaAttack11	71101	0
FxR3KalieninaAttack13	71102	0
FxR3KalieninaAttack11Ex	71103	0
FxR3KalieninaAttack13Ex	71104	0
FxR3KalieninaAttack11Dilie	71105	0
FxR3KalieninaAttack13Dilie	71106	0
FxR3KalieninaAttack11ExDilie	71107	0
FxR3KalieninaAttack13ExDilie	71108	0
FxR3KalieninaAttack13Weapon	71109	0
FxR3KalieninaAttack11ExWeapon	71110	0
FxR3KalieninaAttack13ExWeapon	71111	0
FxR3KalieninaAttack11Shouji01	71112	0
FxR3KalieninaAttack11Shouji02	71113	0
FxR3KalieninaAttack13ExShouji01	71114	0
FxR3KalieninaAttack13ExShouji02	71115	0
FxR3KalieninaAttack21	71201	0
FxR3KalieninaAttack23	71202	0
FxR3KalieninaAttack21Dandao	71203	0
FxR3KalieninaAttack23Dandao	71204	0
FxR3KalieninaAttack31	71301	0
FxR3KalieninaAttack33	71302	0
FxR3KalieninaAttack31Move	71303	0
FxR3KalieninaAttack33Move	71304	0
FxR3KalieninaAttack31Shouji01	71305	0
FxR3KalieninaAttack31Shouji02	71306	0
FxR3KalieninaAttack31Ex	71307	0
FxR3KalieninaAttack33Ex	71308	0
FxR3KalieninaAttack31ExWeapon		
FxR3KalieninaAttack33ExWeapon		
FxR3KalieninaFlyAttack01	71401	0
FxR3KalieninaFlyAttack02	71402	0
FxR3KalieninaFlyAttackShouji01	71403	0
FxR3KalieninaFlyAttackShouji02	71404	0
FxR3KalieninaFlyBorn	71405	0
FxR3KalieninaFlyBuff01	71406	0
FxR3KalieninaFlyBuff02	71407	0
FxR3KalieninaFlyDeath	71408	0
FxR3KalieninaAttackQte	71409	0
FxR3KalieninaAttack51	71501	0
FxR3KalieninaAttack51Weapon	71502	0
FxR3KalieninaMove00	71601	0
FxR3KalieninaMove01	71602	0
FxR3KalieninaMove02	71603	0
FxR2LiangAttack01	10001	0
FxR2LiangAttack02	10002	0
FxR2LiangAttack03	10003	0
FxR2LiangAttack04	10004	0
FxR2LiangAttack05	10005	0
FxR2LiangAttack01Dandao		
FxR2LiangAttack01Shouji	10006	0
FxR2LiangAttack05Shouji	10007	0
FxR2LiangAttack11	10101	0
FxR2LiangAttack12	10102	0
FxR2LiangAttack13	10103	0
FxR2LiangAttack11Ex	10104	0
FxR2LiangAttack12Ex	10105	0
FxR2LiangAttack13Ex	10106	0
FxR2LiangAttack11Dandao		
FxR2LiangAttack11EXDandao		
FxR2LiangAttack11Shouji	10107	0
FxR2LiangAttack11ExShouji	10108	0
FxR2LiangAttack21	10201	0
FxR2LiangAttack23	10202	0
FxR2LiangAttack21Dandao		
FxR2LiangAttack21Shouji	10203	0
FxR2LiangAttack21Zha	10204	1
FxR2LiangAttack22Zha	10205	1
FxR2LiangAttack23Zha	10206	1
FxR2LiangAttack31	10301	0
FxR2LiangAttack33	10302	0
FxR2LiangAttack31Dandao		
FxR2LiangAttack31Zha	10303	1
FxR2LiangAttack32Zha	10303	1
FxR2LiangAttack33Zha	10304	1
FxR2LiangAttack31Quyu	10305	0
FxR2LiangAttack32Quyu	10306	0
