Id	CueSheetId	CueName	Is1pOr3p
40503	104	c_biancaRK2_imp_ultimate	3
40601	104	c_biancaRK2_action_flash_1	3
40602	104	c_biancaRK2_action_flash_2	3
40701	104	c_biancaRK2_action_born	1
40702	104	c_biancaRK2_action_win	1
50001	105	c_imper9t_atk_nml_1	3
50002	105	c_imper9t_atk_nml_2	3
50003	105	c_imper9t_atk_nml_3	3
50004	105	c_imper9t_atk_nml_4	3
50005	105	c_imper9t_imp_nml_1	3
50006	105	c_imper9t_imp_nml_2	3
50007	105	c_imper9t_imp_nml_3	3
50008	105	c_imper9t_imp_nml_4	3
50009	105	c_imper9t_imp_nml_4	3
50101	105	c_imper9t_skill_red_1	3
50102	105	c_imper9t_skill_red_3	3
50103	105	c_imper9t_imp_red	3
50201	105	c_imper9t_skill_blue_1	3
50202	105	c_imper9t_skill_blue_3	3
50203	105	c_imper9t_imp_blue	3
50301	105	c_imper9t_skill_yellow_1	3
50302	105	c_imper9t_skill_yellow_2	3
50303	105	c_imper9t_skill_yellow_3	3
50304	105	c_imper9t_imp_yellow	3
50305	105	c_imper9t_skill_yellow_ex	3
50306	105	c_imper9t_imp_yellow_ex	3
50401	105	c_imper9t_action_passive	3
50402	105	c_imper9t_skill_qte	3
50403	105	c_imper9t_imp_qte_1	3
50404	105	c_imper9t_imp_qte_2	3
50501	105	c_imper9t_ultimate_trigger	3
50502	105	c_imper9t_ultimate_forcestate	3
50601	105	c_imper9t_action_flash	3
50701	105	c_imper9t_action_born	3
50702	105	c_imper9t_action_win	3
51001	115	c_imper9tRK3_atk_nml_1	3
51002	115	c_imper9tRK3_atk_nml_2	3
51003	115	c_imper9tRK3_atk_nml_3	3
51004	115	c_imper9tRK3_atk_nml_4_1	3
51005	115	c_imper9tRK3_atk_nml_4_2	3
51006	115	c_imper9tRK3_imp_nml_1	3
51007	115	c_imper9tRK3_imp_nml_2	3
51008	115	c_imper9tRK3_imp_nml_3_1	3
51009	115	c_imper9tRK3_imp_nml_3_2	3
51010	115	c_imper9tRK3_imp_nml_4_1	3
51011	115	c_imper9tRK3_imp_nml_4_2	3
51012	115	c_imper9tRK3_atk_ex_1	3
51013	115	c_imper9tRK3_atk_ex_2	3
51014	115	c_imper9tRK3_atk_ex_3	3
51015	115	c_imper9tRK3_atk_ex_4_1	3
51016	115	c_imper9tRK3_atk_ex_4_2	3
51017	115	c_imper9tRK3_imp_ex_1	3
51018	115	c_imper9tRK3_imp_ex_2	3
51019	115	c_imper9tRK3_imp_ex_3_1	3
51020	115	c_imper9tRK3_imp_ex_3_2	3
51021	115	c_imper9tRK3_imp_ex_4_1	3
51022	115	c_imper9tRK3_imp_ex_4_2	3
51101	115	c_imper9tRK3_skill_red_1	3
51102	115	c_imper9tRK3_skill_red_3	3
51103	115	c_imper9tRK3_imp_red_1	3
51201	115	c_imper9tRK3_skill_blue_1	3
51202	115	c_imper9tRK3_skill_blue_3	3
51203	115	c_imper9tRK3_imp_blue_1	3
51301	115	c_imper9tRK3_skill_yellow_1	3
51302	115	c_imper9tRK3_skill_yellow_groundhit_1	3
51303	115	c_imper9tRK3_skill_yellow_groundhit_2	3
51304	115	c_imper9tRK3_imp_yellow_1	3
51305	115	c_imper9tRK3_skill_yellow_3	3
51401	115	c_imper9tRK3_skill_qte	3
51402	115	c_imper9tRK3_skill_qte_2	3
51501	115	c_imper9tRK3_ultimate_skillcast	3
51502	115	c_imper9tRK3_ultimate_weapon	3
51601	115	c_imper9tRK3_action_flash	3
51701	115	c_imper9tRK3_born	1
51702	115	c_imper9tRK3_win	1
51703	115	c_imper9tRK3_step	3
51704	115	c_imper9tRK3_step_ex	3
60001	106	c_kamuiRK2_atk_nml_1	3
60002	106	c_kamuiRK2_atk_nml_2	3
60003	106	c_kamuiRK2_atk_nml_3	3
60004	106	c_kamuiRK2_atk_nml_4	3
60005	106	c_kamuiRK2_imp_nml_1	3
60006	106	c_kamuiRK2_imp_nml_2	3
60007	106	c_kamuiRK2_imp_nml_3	3
60008	106	c_kamuiRK2_imp_nml_4	3
60009	106	c_kamuiRK2_imp_nml_dilie_1	3
60010	106	c_kamuiRK2_imp_nml_dilie_2	3
60011	106	c_kamuiRK2_imp_nml_dilie_3	3
60012	106	c_kamuiRK2_imp_nml_dilie_4	3
60101	106	c_kamuiRK2_skill_red_1	3
60102	106	c_kamuiRK2_skill_red_2	3
60103	106	c_kamuiRK2_skill_red_1_groundhit	3
60104	106	c_kamuiRK2_skill_red_2_groundhit	3
60105	106	c_kamuiRK2_imp_red	3
60201	106	c_kamuiRK2_skill_blue_1	3
60202	106	c_kamuiRK2_skill_blue_3	3
60203	106	c_kamuiRK2_skill_blue_1_groundhit	3
60204	106	c_kamuiRK2_skill_blue_3_groundhit	3
60205	106	c_kamuiRK2_imp_blue	3
60301	106	c_kamuiRK2_skill_yellow_1	3
60302	106	c_kamuiRK2_skill_yellow_3	3
60303	106	c_kamuiRK2_skill_yellow_block	3
60304	106	c_kamuiRK2_skill_yellow_counter	3
60305	106	c_kamuiRK2_skill_yellow_counter_dandao	3
60306	106	c_kamuiRK2_skill_yellow_counter_dilie	3
60307	106	c_kamuiRK2_imp_yellow	3
60401	106	c_kamuiRK2_skill_charge_1	3
60402	106	c_kamuiRK2_skill_charge_3	3
60403	106	c_kamuiRK2_skill_yellow_wp_1	3
60404	106	c_kamuiRK2_skill_yellow_wp_2	3
60405	106	c_kamuiRK2_skill_yellow_wp_3	3
60406	106	c_kamuiRK2_skill_qte	3
60407	106	c_kamuiRK2_skill_qte_groundhit	3
60408	106	c_kamuiRK2_imp_qte	3
60501	106	c_kamuiRK2_ultimate_skillcast	3
60502	106	c_kamuiRK2_ultimate_shot	3
60503	106	c_kamuiRK2_imp_skillcast	3
60601	106	c_kamuiRK2_action_flash	3
60701	106	c_kamuiRK2_action_born	1
60702	106	c_kamuiRK2_action_win	1
61001	116	c_kamuiRK3_atk_nml_1	3
61002	116	c_kamuiRK3_atk_nml_2	3
61003	116	c_kamuiRK3_atk_nml_3	3
61004	116	c_kamuiRK3_atk_nml_4	3
61005	116	c_kamuiRK3_atk_nml_5	3
61006	116	c_kamuiRK3_imp_nml_1	3
61007	116	c_kamuiRK3_imp_nml_2	3
61008	116	c_kamuiRK3_imp_nml_3	3
61009	116	c_kamuiRK3_imp_nml_4	3
61010	116	c_kamuiRK3_imp_nml_5	3
61011	116	c_kamuiRK3_imp_nml_2_groundhit	3
61012	116	c_kamuiRK3_imp_nml_3_groundhit	3
61013	116	c_kamuiRK3_imp_nml_4_groundhit	3
61014	116	c_kamuiRK3_imp_nml_5_groundhit	3
61015	116	c_kamuiRK3_batk_nml_1	3
61016	116	c_kamuiRK3_batk_nml_2	3
61017	116	c_kamuiRK3_batk_nml_3	3
61018	116	c_kamuiRK3_batk_nml_4	3
61019	116	c_kamuiRK3_batk_nml_5	3
61020	116	c_kamuiRK3_bimp_nml_2_groundhit	3
61021	116	c_kamuiRK3_bimp_nml_3_groundhit	3
61022	116	c_kamuiRK3_bimp_nml_4_groundhit	3
61023	116	c_kamuiRK3_bimp_nml_5_groundhit	3
61024	116	c_kamuiRK3_bimp_nml_1	3
61025	116	c_kamuiRK3_bimp_nml_2	3
61026	116	c_kamuiRK3_bimp_nml_3	3
61027	116	c_kamuiRK3_bimp_nml_4	3
61028	116	c_kamuiRK3_bimp_nml_5	3
61101	116	c_kamuiRK3_skill_red_1	3
61102	116	c_kamuiRK3_skill_red_2	3
61103	116	c_kamuiRK3_skill_red_1_groundhit	3
61104	116	c_kamuiRK3_skill_red_2_groundhit	3
61105	116	c_kamuiRK3_skill_red_3_groundhit	3
61106	116	c_kamuiRK3_skill_red_3_explo	3
61107	116	c_kamuiRK3_imp_red_1	3
61108	116	c_kamuiRK3_imp_red_2	3
61109	116	c_kamuiRK3_bskill_red_1	3
61110	116	c_kamuiRK3_bskill_red_3	3
61111	116	c_kamuiRK3_bimp_red	3
61112	116	c_kamuiRK3_bskill_red_1_groundhit	3
61113	116	c_kamuiRK3_bskill_red_2_groundhit	3
61114	116	c_kamuiRK3_bskill_red_3_groundhit	3
61115	116	c_kamuiRK3_bskill_red_4_groundhit	3
61201	116	c_kamuiRK3_skill_blue_1	3
61202	116	c_kamuiRK3_skill_blue_3	3
61203	116	c_kamuiRK3_skill_blue_1_groundhit	3
61204	116	c_kamuiRK3_skill_blue_3_groundhit	3
61205	116	c_kamuiRK3_imp_blue	3
61206	116	c_kamuiRK3_bskill_blue_1	3
61207	116	c_kamuiRK3_bskill_blue_3	3
61208	116	c_kamuiRK3_bskill_blue_1_groundhit	3
61209	116	c_kamuiRK3_bskill_blue_2_groundhit	3
61210	116	c_kamuiRK3_bskill_blue_3_groundhit	3
61211	116	c_kamuiRK3_bimp_blue	3
61301	116	c_kamuiRK3_skill_yellow_1	3
61302	116	c_kamuiRK3_skill_yellow_3	3
61303	116	c_kamuiRK3_skill_yellow_1_block	3
61304	116	c_kamuiRK3_imp_yellow_1	3
61305	116	c_kamuiRK3_imp_yellow_2	3
61306	116	c_kamuiRK3_bskill_yellow_1	3
61307	116	c_kamuiRK3_bskill_yellow_3	3
61308	116	c_kamuiRK3_bskill_yellow_1_groundhit	3
61309	116	c_kamuiRK3_bimp_yellow	3
61401	116	c_kamuiRK3_QTE	3
61402	116	c_kamuiRK3_QTE_groundhit_1	3
61403	116	c_kamuiRK3_QTE_groundhit_2	3
61404	116	c_kamuiRK3_imp_QTE	3
61501	116	c_kamuiRK3_ultimate_skillcast	3
61502	116	c_kamuiRK3_ultimate_crash_1	3
61503	116	c_kamuiRK3_ultimate_crash_2	3
61601	116	c_kamuiRK3_action_flash	3
61701	116	c_kamuiRK3_action_born	1
61702	116	c_kamuiRK3_action_win	1
70001	107	c_karenRK2_atk_nml_1	3
70002	107	c_karenRK2_atk_nml_2	3
70003	107	c_karenRK2_atk_nml_3	3
70004	107	c_karenRK2_atk_nml_4	3
70005	107	c_karenRK2_imp_nml_1	3
70006	107	c_karenRK2_imp_nml_2	3
70007	107	c_karenRK2_imp_nml_3	3
70008	107	c_karenRK2_imp_nml_4	3
70009	107	c_karenRK2_atk_nml_4_groundcrash	3
70101	107	c_karenRK2_imp_red	3
70102	107	c_karenRK2_skill_red_1	3
70103	107	c_karenRK2_skill_red_3	3
70201	107	c_karenRK2_skill_blue_action	3
70202	107	c_karenRK2_imp_blue	3
70203	107	c_karenRK2_skill_blue_1_explo	3
70204	107	c_karenRK2_skill_blue_2_explo	3
70205	107	c_karenRK2_skill_blue_3_explo	3
70301	107	c_karenRK2_skill_yellow_rush	3
70302	107	c_karenRK2_skill_yellow_shot_1	3
70303	107	c_karenRK2_skill_yellow_shot_3	3
70401	107	c_karenRK2_skill_passive_1_shot	3
70402	107	c_karenRK2_skill_passive_1_explo	3
70403	107	c_karenRK2_action_passive	3
70404	107	c_karenRK2_skill_passive_2_shot	3
70405	107	c_karenRK2_skill_passive_2_buff	3
70501	107	c_karenRK2_ultimate_shot	3
70502	107	c_karenRK2_ultimate_explo	3
70601	107	c_karenRK2_action_flash	3
70701	107	c_karenRK2_action_born	1
70702	107	c_karenRK2_action_win	1
71001	117	c_karenRK3_atk_nm_1	3
71002	117	c_karenRK3_atk_nm_2	3
71003	117	c_karenRK3_atk_nm_3	3
71004	117	c_karenRK3_atk_nm_4	3
71005	117	c_karenRK3_atk_ex_1	3
71006	117	c_karenRK3_atk_ex_2	3
71007	117	c_karenRK3_atk_ex_3	3
71008	117	c_karenRK3_atk_ex_4	3
71009	117	c_karenRK3_atk_wpex_1	3
71010	117	c_karenRK3_atk_wpex_2	3
71011	117	c_karenRK3_atk_wpex_3	3
71012	117	c_karenRK3_atk_wpex_4	3
71013	117	c_karenRK3_imp_nml_1	3
71014	117	c_karenRK3_imp_nml_2	3
71015	117	c_karenRK3_imp_nml_3_1	3
71016	117	c_karenRK3_imp_nml_3_2	3
71017	117	c_karenRK3_imp_nml_3_3	3
71018	117	c_karenRK3_imp_nml_4_1	3
71019	117	c_karenRK3_imp_nml_4_2	3
71020	117	c_karenRK3_imp_ex_1	3
71021	117	c_karenRK3_imp_ex_2	3
71022	117	c_karenRK3_imp_ex_3_1	3
71023	117	c_karenRK3_imp_ex_3_2	3
71024	117	c_karenRK3_imp_ex_3_3	3
71025	117	c_karenRK3_imp_ex_4_1	3
71026	117	c_karenRK3_imp_ex_4_2	3
71101	117	c_karenRK3_skill_red_1	3
71102	117	c_karenRK3_skill_red_3	3
71103	117	c_karenRK3_skill_red_ex_1	3
