Id	RunSpeed	WalkSpeed	TurnRoundSpeed	Life	AttackNormal	DefenseNormal	Crit	CritP	AntiDefenseNormal	AttackMagic1	AttackMagic2	AttackMagic3	AttackMagic4	AntiDamageMagicImmunity	AntiAttackNormal	AntiAttackMagic1	AntiAttackMagic2	AntiAttackMagic3	AntiAttackMagic4	DamageChangeP	DamageNormalChangeP	DamageMagic1ChangeP	DamageMagic2ChangeP	DamageMagic3ChangeP	DamageMagic4ChangeP	AntiDamageChangeP	AntiDamageNormalChangeP	AntiDamageMagic1ChangeP	AntiDamageMagic2ChangeP	AntiDamageMagic3ChangeP	AntiDamageMagic4ChangeP	Energy	BallInterval	DamageNormalImmunity	DamageMagicImmunity	AntiDamageNormalImmunity	Damage1P	Damage2P	Damage3P	CritDamageP	AntiCritP	AntiCritDamageP	Lifesteal	LifestealP	CureChangeP	AntiCureChangeP	Endure	ThreatRateP	DodgeEnergy	DodgeEnergyAutoRecovery	CustomEnergy
8213	5	5	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
8214	5	5	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
8215	5	5	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
8216	3.5	3.5	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
8310	7	1	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
8311	7	1.5	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
8320	10.5	2	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
8330	7	3	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
8701	5	5	90	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
8731	7	3	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
8737	100	100	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
8736	5	5	3600	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	9999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81100	6	6	90	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81200	6	6	90	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81300	8	1.7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81310	8	1.7	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81400	6	6	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81410	6	6	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81420	6	6	90	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81430	7	3	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81500	5	5	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81600	7	1.2	720	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81700	5	5	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81800	0	0	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
81900	5	0.9	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
82100	6	6	90	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
82130	5	5	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
82140	5	5	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
82150	5	5	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
82160	3.5	3.5	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
83100	7	1.5	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
83110	7	1.5	360	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
87010	5	5	90	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
90000	1	1	200	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
90002	5	5	3600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	0	0	0	0
90003	3	3	200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	0	0	0	0
90004	6	6	3600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	0	0	0	0
90005	0	0	200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	0	0	0	0
9001	2	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9002	5	5	3600	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	0	0	0	0
9008	8	2	480	369.12	43	33.22	24.01	0	0	43	43	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9038	2	1.5	800	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9039	3.3	3.3	240	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9522	2	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9523	1.5	1.5	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9524	4	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9525	2	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9526	2	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9527	1	1	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9528	5	3	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9529	0.9	0.9	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9530	2	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9531	1	1	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9532	0.9	0.9	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9533	1.2	1.2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9534	2	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9535	1.2	1.2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9536	2.2	2.2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9537	1.5	1.5	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9538	1.5	1.5	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9539	1.2	1.2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9540	1.5	1.5	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9547	2	1.5	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9003	1.7	1.7	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9009	1.7	1.7	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9010	4	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9011	2	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9012	2	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9013	1	0.8	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9014	5	3	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9015	0.7	0.7	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9016	1.5	1.5	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9017	1	1	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9018	0.9	0.9	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9019	1.2	1.2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9020	2	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9021	2.8	1.2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9022	5	1.2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9025	3.5	1.3	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9026	5	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9033	5	1.5	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	0	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	0	0	0
9034	5	2	480	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	2000	2000	100	99999	0	0	0	10000	10000	10000	20000	0	0	0	0	0	0	0	1000	1000	80	100
