Id	RunSpeed	WalkSpeed	TurnRoundSpeed	Life	AttackNormal	DefenseNormal	Crit	CritP	AntiDefenseNormal	AttackMagic1	AttackMagic2	AttackMagic3	AttackMagic4	AntiDamageMagicImmunity	AntiAttackNormal	AntiAttackMagic1	AntiAttackMagic2	AntiAttackMagic3	AntiAttackMagic4	DamageChangeP	DamageNormalChangeP	DamageMagic1ChangeP	DamageMagic2ChangeP	DamageMagic3ChangeP	DamageMagic4ChangeP	AntiDamageChangeP	AntiDamageNormalChangeP	AntiDamageMagic1ChangeP	AntiDamageMagic2ChangeP	AntiDamageMagic3ChangeP	AntiDamageMagic4ChangeP	Energy	BallInterval	DamageNormalImmunity	DamageMagicImmunity	AntiDamageNormalImmunity	Damage1P	Damage2P	Damage3P	CritDamageP	AntiCritP	AntiCritDamageP	Lifesteal	LifestealP	CureChangeP	AntiCureChangeP	DodgeEnergy	DodgeEnergyAutoRecovery
20250022	0	0	0	0	145.53	0	68.448	0	0	145.53	145.53	145.53	145.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20250023	0	0	0	0	216.188	0	101.614	0	0	216.188	216.188	216.188	216.188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20250024	0	0	0	0	300.076	0	140.99	0	0	300.076	300.076	300.076	300.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260010	0	0	0	0	49	0	23	0	0	49	49	49	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260011	0	0	0	0	104.125	0	48.99	0	0	104.125	104.125	104.125	104.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260012	0	0	0	0	175.861	0	82.662	0	0	175.861	175.861	175.861	175.861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260013	0	0	0	0	264.012	0	124.2	0	0	264.012	264.012	264.012	264.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260014	0	0	0	0	368.676	0	173.512	0	0	368.676	368.676	368.676	368.676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260020	0	0	0	0	51	0	22	0	0	51	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260021	0	0	0	0	108.375	0	46.86	0	0	108.375	108.375	108.375	108.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260022	0	0	0	0	183.039	0	79.068	0	0	183.039	183.039	183.039	183.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260023	0	0	0	0	274.788	0	118.8	0	0	274.788	274.788	274.788	274.788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260024	0	0	0	0	383.724	0	165.968	0	0	383.724	383.724	383.724	383.724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260030	0	0	0	0	52.5	0	21.25	0	0	52.5	52.5	52.5	52.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260031	0	0	0	0	111.5625	0	45.2625	0	0	111.5625	111.5625	111.5625	111.5625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260032	0	0	0	0	188.4225	0	76.3725	0	0	188.4225	188.4225	188.4225	188.4225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260033	0	0	0	0	282.87	0	114.75	0	0	282.87	282.87	282.87	282.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260034	0	0	0	0	395.01	0	160.31	0	0	395.01	395.01	395.01	395.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260040	0	0	0	0	51.25	0	23.75	0	0	51.25	51.25	51.25	51.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260041	0	0	0	0	108.90625	0	50.5875	0	0	108.90625	108.90625	108.90625	108.90625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260042	0	0	0	0	183.93625	0	85.3575	0	0	183.93625	183.93625	183.93625	183.93625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260043	0	0	0	0	276.135	0	128.25	0	0	276.135	276.135	276.135	276.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20260044	0	0	0	0	385.605	0	179.17	0	0	385.605	385.605	385.605	385.605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20320010	0	0	0	0	30.875	0	16.25	0	0	30.875	30.875	30.875	30.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20330010	0	0	0	0	33.25	0	17.5	0	0	33.25	33.25	33.25	33.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20330011	0	0	0	0	52.4875	0	27.7	0	0	52.4875	52.4875	52.4875	52.4875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20330012	0	0	0	0	80.9875	0	42.7	0	0	80.9875	80.9875	80.9875	80.9875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20340010	0	0	0	0	38	0	20	0	0	38	38	38	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20340011	0	0	0	0	70.11	0	36.8	0	0	70.11	70.11	70.11	70.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20340012	0	0	0	0	116.4225	0	61.05	0	0	116.4225	116.4225	116.4225	116.4225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20340013	0	0	0	0	176.8425	0	92.85	0	0	176.8425	176.8425	176.8425	176.8425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20350010	0	0	0	0	42.75	0	22.5	0	0	42.75	42.75	42.75	42.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20350011	0	0	0	0	85.5	0	45	0	0	85.5	85.5	85.5	85.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20350012	0	0	0	0	141.075	0	74.4	0	0	141.075	141.075	141.075	141.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20350013	0	0	0	0	209.57	0	110.45	0	0	209.57	209.57	209.57	209.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20350014	0	0	0	0	290.89	0	153.25	0	0	290.89	290.89	290.89	290.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20350020	0	0	0	0	43.65	0	22.05	0	0	43.65	43.65	43.65	43.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20350021	0	0	0	0	87.3	0	44.1	0	0	87.3	87.3	87.3	87.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20350022	0	0	0	0	144.045	0	72.912	0	0	144.045	144.045	144.045	144.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20350023	0	0	0	0	213.982	0	108.241	0	0	213.982	213.982	213.982	213.982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20350024	0	0	0	0	297.014	0	150.185	0	0	297.014	297.014	297.014	297.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360010	0	0	0	0	47.5	0	25	0	0	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360011	0	0	0	0	100.9375	0	53.25	0	0	100.9375	100.9375	100.9375	100.9375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360012	0	0	0	0	170.4775	0	89.85	0	0	170.4775	170.4775	170.4775	170.4775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360013	0	0	0	0	255.93	0	135	0	0	255.93	255.93	255.93	255.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360014	0	0	0	0	357.39	0	188.6	0	0	357.39	357.39	357.39	357.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360020	0	0	0	0	48.5	0	24.5	0	0	48.5	48.5	48.5	48.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360021	0	0	0	0	103.0625	0	52.185	0	0	103.0625	103.0625	103.0625	103.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360022	0	0	0	0	174.0665	0	88.053	0	0	174.0665	174.0665	174.0665	174.0665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360023	0	0	0	0	261.318	0	132.3	0	0	261.318	261.318	261.318	261.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360024	0	0	0	0	364.914	0	184.828	0	0	364.914	364.914	364.914	364.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360030	0	0	0	0	46.5	0	25.5	0	0	46.5	46.5	46.5	46.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360031	0	0	0	0	98.8125	0	54.315	0	0	98.8125	98.8125	98.8125	98.8125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360032	0	0	0	0	166.8885	0	91.647	0	0	166.8885	166.8885	166.8885	166.8885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360033	0	0	0	0	250.542	0	137.7	0	0	250.542	250.542	250.542	250.542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20360034	0	0	0	0	349.866	0	192.372	0	0	349.866	349.866	349.866	349.866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20430010	0	0	0	0	37.8	0	18.375	0	0	37.8	37.8	37.8	37.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20430011	0	0	0	0	59.67	0	29.085	0	0	59.67	59.67	59.67	59.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
