Id	GroupID	Name	RecommendLevel	Order	Type	ConditionId[1]	ConditionId[2]	ShowPass	Ico	TrialID	TrialStatus	SingStageId	MultStageId	SingleDescription	MultDescription	DetailBackGroundIco
18	6	4-5怒沙	65	1014	1	30513	30499	1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenzhuxian15.png			10040501		不消耗体力\n与超频的怪物战斗\n由于罗兰动过手脚的关系，传送门没能到达指定的地点，经过讨论，你们决定用走的去统治局。		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenzhuxian015.png
19	6	4-6颤栗深潜	65	1015	1	30514	30499	1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenzhuxian16.png			10040502		不消耗体力\n与超频的怪物战斗\n神威似乎有这片沙漠的相关资料，为了确保行军中的补给和机体保养，灰鸦向沙漠基地出发。		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenzhuxian016.png
20	6	4-7遗忘者	65	1016	1	30515	30499	1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenzhuxian17.png			10040503		不消耗体力\n与超频的怪物战斗\n沙漠基地正在被感染体攻击，击败感染体保护基地吧。		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenzhuxian017.png
21	6	4-8补强	65	1017	1	30516	30499	1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenzhuxian18.png			10040504		不消耗体力\n与超频的怪物战斗\n基地已经先有来客，他们自称是“遗忘者”，其中一个男性构造体向灰鸦发起了攻击。		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenzhuxian018.png
22	6	4-9一夫当关	65	1018	1	30517	30499	1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenzhuxian19.png			10040601		不消耗体力\n与超频的怪物战斗\n“遗忘者”构造体似乎认识露西亚跟神威，为了取得基地和搞清真相，灰鸦再度出发。		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenzhuxian019.png
23	6	4-10寂夜	65	1019	1	30518	30499	1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenzhuxian20.png			10040602		不消耗体力\n与超频的怪物战斗\n神秘构造体再度出现，讨厌人类的他对于受你指挥的灰鸦小队感到不爽，战斗一触即发。		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenzhuxian020.png
24	6	4-11噪尘	65	1020	1	30519	30499	1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenzhuxian21.png			10040603		不消耗体力\n与超频的怪物战斗\n男性构造体利用感染体的习性让它们袭击灰鸦，在战斗的中间，露西亚似乎想起了什么……？		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenzhuxian021.png
25	6	4-12庙宇搏杀	65	1021	1	30520	30499	1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenzhuxian22.png			10040604		不消耗体力\n与超频的怪物战斗\n露西亚似乎知道敌方构造体的名字叫渡边，但没能回想更多，一种名叫“守护者”的敌人就袭击了过来。		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenzhuxian022.png
26	8	卡穆	60	1022	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenxiu1.png			30030101		不消耗体力\n难度值：5000		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenxiu001.png
27	9	暴动	60	1023	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubendianqiu1.png			30030102		不消耗体力\n难度值：5000		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubendianqiu001.png
28	8	噩梦卡穆	80	1024	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenxiu2.png			30030103		不消耗体力\n难度值：6500		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenxiu002.png
29	9	噩梦暴动	80	1025	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubendianqiu2.png			30030104		不消耗体力\n难度值：6500		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubendianqiu002.png
30	8	梦魇卡穆	80	1026	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenxiu3.png			30030105		不消耗体力\n难度值：8000		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenxiu003.png
31	9	梦魇暴动	80	1027	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubendianqiu3.png			30030106		不消耗体力\n难度值：8000		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubendianqiu003.png
32	12	修女	60	1028	2	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenxiunv1.png				30030201		不消耗体力\n难度值：5000	Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenxiunv001.png
33	13	欧西里斯	60	1029	2	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubengoutou1.png				30030202		不消耗体力\n难度值：5000	Assets/Product/Texture/Image/UiFubenTrialBg/UiFubengoutou001.png
34	12	噩梦修女	80	1030	2	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenxiunv2.png				30030203		不消耗体力\n难度值：6500	Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenxiunv002.png
35	13	噩梦欧西里斯	80	1031	2	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubengoutou2.png				30030204		不消耗体力\n难度值：6500	Assets/Product/Texture/Image/UiFubenTrialBg/UiFubengoutou002.png
36	12	梦魇修女	80	1032	2	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenxiunv3.png				30030205		不消耗体力\n难度值：8000	Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenxiunv003.png
37	13	梦魇欧西里斯	80	1033	2	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubengoutou3.png				30030206		不消耗体力\n难度值：8000	Assets/Product/Texture/Image/UiFubenTrialBg/UiFubengoutou003.png
38	3	噩梦营救战-1	80	1000	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenguanka1.png			30030601		不消耗体力\n难度值：6500		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenguanka001.png
39	3	噩梦营救战-2	80	1001	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenguanka2.png			30030602		不消耗体力\n难度值：6500		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenguanka002.png
40	3	噩梦营救战-3	80	1002	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenguanka3.png			30030603		不消耗体力\n难度值：6500		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenguanka003.png
41	3	噩梦营救战-4	80	1003	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenguanka4.png			30030604		不消耗体力\n难度值：6500		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenguanka004.png
42	3	噩梦营救战-5	80	1004	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenguanka5.png			30030605		不消耗体力\n难度值：6500		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenguanka005.png
43	10	罗塞塔	60	1030	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenrenma1.png			30030211		不消耗体力\n难度值：5000		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenrenma1.png
44	10	噩梦罗塞塔	80	1031	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenrenma2.png			30030212		不消耗体力\n难度值：6500		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenrenma2.png
45	10	梦魇罗塞塔	80	1032	1	30499		1	Assets/Product/Texture/Image/UiFubenTrialBanner/UiFubenrenma3.png			30030213		不消耗体力\n难度值：8000		Assets/Product/Texture/Image/UiFubenTrialBg/UiFubenrenma3.png
