Id	Width	Height	Name	Icon	SmallIcon	Quality	Model	Desc	TypeId	LocateType	SuitId	GainType	CreateTime	RandomGroupId	InteractRange	InteractWeight	InteractPos	InteractName	ReturnId	PicId	PicNum	MoneyNum	IlluminationSO	PointLight	BehaviorType	AttractBehaviorType	AnimationId	AttrTagY
8404002	8	3	长沙发	Assets/Product/Texture/Image/IconTools/IconDormBasissofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormBasissofa001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Basissofa/Basissofa001.prefab	铺着坐垫的长沙发，但是靠背有点硬。	25004	1	4	1	5	1	2	20	6#-1|4#-1|2#-1				1	2			SIT	GOSOFA	1	1
8508003	3	3	电脑椅	Assets/Product/Texture/Image/IconTools/IconDormBasischair001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormBasischair001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Basischair/Basischair001.prefab	技术人员钟爱的椅子样式。	25008	1	4	1	5	1	2	20	1#-2				1	2			CHAIR	GOCHAIR	1	1
8407005	6	4	电脑桌	Assets/Product/Texture/Image/IconTools/IconDormBasistable001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormBasistable001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Basistable/Basistable001.prefab	技术人员钟爱的电脑桌，也许三块屏都不够？	25007	1	4	1	5	1							1	2					1	1
8405002	6	8	宿舍床	Assets/Product/Texture/Image/IconTools/IconDormBasisbed001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormBasisbed001Sp.png	3	Assets/Product/Scene/SuShe/Furniture/Basisbed/Basisbed001.prefab	一张普通的金属床。	25005	1	4	1	5	1	2	20	-2#4				1	2			SLEEP	ATTRACT	1	1
8511005	8	8	数据终端	Assets/Product/Texture/Image/IconTools/IconDormBasisterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormBasisterminal001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Basisterminal/Basisterminal001.prefab	能够与其他舱室进行连接的终端。	25011	1	4	1	5	1							1	2					1	1
8406005	6	3	更衣柜	Assets/Product/Texture/Image/IconTools/IconDormBasiswardrobe001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormBasiswardrobe001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Basiswardrobe/Basiswardrobe001.prefab	更换衣服……啊不，其实是更换外设装备的柜子。	25006	1	4	1	5	1	2	20	5#-1				1	2			CABINET	GOCABINET	1	1
8612008	8	7	中央处理器	Assets/Product/Texture/Image/IconTools/IconDormBasisprocessor001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormBasisprocessor001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Basisprocessor/Basisprocessor001.prefab	控制着宿舍各项功能的中央处理器。	25012	2	4	1	5	1							1	2					1	1
8407001	17	10	咖啡柜台	Assets/Product/Texture/Image/IconTools/IconDormCoffeecounter001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeecounter001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeecounter/Coffeecounter001.prefab	咖啡厅的柜台，要常来点单哦。	25007	1	2	2	1800	1						2017	1	2					1	1
8612001	3	3	风景画框	Assets/Product/Texture/Image/IconTools/IconDormCoffeeframe001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeeframe001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeeframe/Coffeeframe001.prefab	优美的风景画框。	25012	2	2	2	1800	1						2018	1	2					1	1
8404001	9	3	深色皮沙发	Assets/Product/Texture/Image/IconTools/IconDormCoffeesofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeesofa001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeesofa/Coffeesofa001.prefab	慵懒的皮沙发，躺上去就不想动了。	25004	1	2	2	1800	1	2	20	4#-1			2019	1	2			SIT	GOSOFA	1	1
8612002	3	1	挂壁灯	Assets/Product/Texture/Image/IconTools/IconDormCoffeedroplight001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeedroplight001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeedroplight/Coffeedroplight001.prefab	点亮它就能发出暗淡昏黄的光。	25012	2	2	2	1800	1						2020	1	2					1	1
8612003	16	12	落地窗	Assets/Product/Texture/Image/IconTools/IconDormCoffeewindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeewindow001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeewindow/Coffeewindow001.prefab	咖啡桌摆在窗边，就能悠闲地眺望远景。	25012	2	2	2	1800	1						2021	1	2					1	1
8612004	9	3	菜单黑板	Assets/Product/Texture/Image/IconTools/IconDormCoffeeblackboard001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeeblackboard001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeeblackboard/Coffeeblackboard001.prefab	上面用个性的字体写着咖啡厅的菜单。	25012	2	2	2	1800	1						2022	1	2					1	1
8407002	5	5	浪漫圆桌	Assets/Product/Texture/Image/IconTools/IconDormCoffeecombination001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeecombination001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeecombination/Coffeecombination001.prefab	专属于两个人的浪漫圆桌。	25007	1	2	2	1800	1						2023	1	2					1	1
8511001	2	2	盆栽植物	Assets/Product/Texture/Image/IconTools/IconDormCoffeeflowerpot001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeeflowerpot001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeeflowerpot/Coffeeflowerpot001.prefab	种着不知道是什么植物的盆栽。	25011	1	2	2	1800	1						2024	1	2					1	1
8406001	7	2	置物柜	Assets/Product/Texture/Image/IconTools/IconDormCoffeelocker001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeelocker001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeelocker/Coffeelocker001.prefab	显得有些空荡的置物柜，如果能摆上一些收藏品，客人会更喜欢吧。	25006	1	2	2	1800	1	2	20	-1#2|-1#5			2025	1	2			CABINET	GOCABINET	1	1
8407003	10	3	长桌	Assets/Product/Texture/Image/IconTools/IconDormCoffeetable001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeetable001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeetable/Coffeetable001.prefab	简易的长桌，铺着一小块洁白的桌布。	25007	1	2	2	1800	1						2026	1	2					1	1
8508001	2	2	高脚凳	Assets/Product/Texture/Image/IconTools/IconDormCoffeestool001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeestool001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeestool/Coffeestool001.prefab	简易的高脚凳，坐上去会显得十分雅致。	25008	1	2	2	1800	1	2	20	1#-1			2027	1	2			CHAIR	GOCHAIR	1	1
8511002	5	2	咖啡茶几	Assets/Product/Texture/Image/IconTools/IconDormCoffeeteatable001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeeteatable001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeeteatable/Coffeeteatable001.prefab	普通样式的茶几，小小花束令人心旷神怡。	25011	1	2	2	1800	1						2028	1	2					1	1
8407004	5	4	桌椅组合	Assets/Product/Texture/Image/IconTools/IconDormCoffeecombination003.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeecombination003Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeecombination/Coffeecombination003.prefab	一边喝咖啡，一边洽谈商务，貌似是个不错的选择……	25007	1	2	2	1800	1						2029	1	2					1	1
8101003			咖啡厅地板	Assets/Product/Texture/Image/IconTools/IconDormCoffeefloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeefloor001Sp.png	3	Assets/Product/Scene/SuShe/Furniture/Coffeefloor/Coffeefloor001.prefab	咖啡厅的浅蓝色地板。	25001	0	2	2	1800	2						2030	1	2					1	1
8301003			咖啡厅天花板	Assets/Product/Texture/Image/IconTools/IconDormCoffeeceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeeceiling001Sp.png	5	Assets/Product/Scene/SuShe/Furniture/Coffeeceiling/Coffeeceiling001.prefab	挂着小灯的天花板。	25003	0	2	2	1800	2						2031	1	2	Assets/Product/Scene/SuShe/IlluminationSO/GlobalIllumSOCoffee.asset	Assets/Product/Scene/SuShe/PointLightPrefab/PointLightCoffee.prefab			1	1
8201003			咖啡厅白墙	Assets/Product/Texture/Image/IconTools/IconDormCoffeewall001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCoffeewall001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Coffeewall/Coffeewall001.prefab	咖啡厅的简易装饰墙。	25002	0	2	2	1800	2						2032	1	2					1	1
8406006	5	4	储物柜	Assets/Product/Texture/Image/IconTools/IconDormPunklocker001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunklocker001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punklocker/Punklocker001.prefab	硬派金属风格的储物柜。	25006	1	5	2	1800	1	2	20	2#-1			2033	1	2			CABINET	GOCABINET	1	1
8612009	7	1	灯管	Assets/Product/Texture/Image/IconTools/IconDormPunktube001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunktube001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punktube/Punktube001.prefab	总感觉这条灯管已经用了很久很久了……	25012	2	5	2	1800	1						2034	1	2					1	1
8407006	8	4	办公桌	Assets/Product/Texture/Image/IconTools/IconDormPunkdesk001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkdesk001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkdesk/Punkdesk001.prefab	混蛋！用过之后要好好收拾啊！	25007	1	5	2	1800	1						2035	1	2					1	1
8612010	3	5	百叶窗	Assets/Product/Texture/Image/IconTools/IconDormPunkshutters001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkshutters001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkshutters/Punkshutters001.prefab	能透进一道道光线的百叶窗。	25012	2	5	2	1800	1						2036	1	2					1	1
8511006	2	1	设备箱	Assets/Product/Texture/Image/IconTools/IconDormPunkcabinet001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkcabinet001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkcabinet/Punkcabinet001.prefab	满满当当装着各种设备零件的箱子，非常沉重的样子。	25011	1	5	2	1800	1						2037	1	2					1	1
8511007	5	3	自动贩卖机	Assets/Product/Texture/Image/IconTools/IconDormPunkmachines001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkmachines001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkmachines/Punkmachines001.prefab	传说中不需要付钱的贩卖机，只要踹一脚就能得到你想要的。	25006	1	5	2	1800	1						2038	1	2			CABINET	GOCABINET	1	1
8612012	2	2	控制终端	Assets/Product/Texture/Image/IconTools/IconDormPunkterminal001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkterminal001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkterminal/Punkterminal001.prefab	房间的控制终端，有时候会冒电火花，拍一下就好了。	25012	2	5	2	1800	1						2039	1	2					1	1
8406007	5	2	杂乱置物架	Assets/Product/Texture/Image/IconTools/IconDormPunklocker002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunklocker002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punklocker/Punklocker002.prefab	堆着乱七八糟各种物品的金属架，大概没人想去整理它了。	25006	1	5	2	1800	1	2	20	3#-1			2040	1	2			CABINET	GOCABINET	1	1
8508004	3	2	马桶	Assets/Product/Texture/Image/IconTools/IconDormPunktoilet001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunktoilet001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punktoilet/Punktoilet001.prefab	十分清洁的马桶，不必担心放在室内会污染空气。	25008	1	5	2	1800	1	2	20	1#-1			2041	1	2			CHAIR	GOCHAIR	1	1
8405003	6	5	维修台	Assets/Product/Texture/Image/IconTools/IconDormPunkrepairstation001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkrepairstation001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkrepairstation/Punkrepairstation001.prefab	偶尔也需要对出现故障的部件进行整修。	25005	1	5	2	1800	1	2	20	3#5			2042	1	2			SLEEP	ATTRACT	1	1
8508005	2	2	吧椅	Assets/Product/Texture/Image/IconTools/IconDormPunkchair001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkchair001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkchair/Punkchair001.prefab	很老式的吧椅，小心不要坐跨了。	25008	1	5	2	1800	1	2	20	1#-1			2043	1	2			CHAIR	GOCHAIR	1	1
8407007	13	3	吧台	Assets/Product/Texture/Image/IconTools/IconDormPunkbar001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkbar001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkbar/Punkbar001.prefab	杂乱的吧台如果有一位小姐姐站台，就能焕然一新。	25007	1	5	2	1800	1						2044	1	2					1	1
8404003	12	4	布艺沙发	Assets/Product/Texture/Image/IconTools/IconDormPunksofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunksofa001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punksofa/Punksofa001.prefab	不要在意舒适与否，只要干净整洁就好了。	25004	1	5	2	1800	1	2	20	9#-1|6#-1|2#-1			2045	1	2			SIT	GOSOFA	1	1
8404004	4	6	拼接沙发	Assets/Product/Texture/Image/IconTools/IconDormPunksofa002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunksofa002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punksofa/Punksofa002.prefab	可以和其他沙发拼接起来，加长之后就能坐下更多人了。	25004	1	5	2	1800	1	2	20	5#3			2046	1	2			SIT	GOSOFA	1	1
8612013	4	3	海报α	Assets/Product/Texture/Image/IconTools/IconDormPunkposters001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkposters001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkposters/Punkposters001.prefab	某位构造体的海报。为什么是侧脸？	25012	2	5	2	1800	1						2047	1	2					1	1
8612014	2	3	海报β	Assets/Product/Texture/Image/IconTools/IconDormPunkposters002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkposters002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkposters/Punkposters002.prefab	丽芙的写真海报。	25012	2	5	2	1800	1						2048	1	2					1	1
8612015	4	3	海报γ	Assets/Product/Texture/Image/IconTools/IconDormPunkposters003.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkposters003Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkposters/Punkposters003.prefab	露西亚发现指挥官在给自己拍照时的样子。	25012	2	5	2	1800	1						2049	1	2					1	1
8612016	10	6	霓虹灯Logo	Assets/Product/Texture/Image/IconTools/IconDormPunktube002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunktube002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punktube/Punktube002.prefab	灰鸦小队的霓虹灯Logo。	25012	2	5	2	1800	1						2050	1	2					1	1
8612017	5	4	置物架	Assets/Product/Texture/Image/IconTools/IconDormPunklocker003.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunklocker003Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punklocker/Punklocker003.prefab	奇怪的置物架，上面一层好像锁起来了。	25012	2	5	2	1800	1						2051	1	2					1	1
8101005			朋克风地板	Assets/Product/Texture/Image/IconTools/IconDormPunkfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkfloor001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkfloor/Punkfloor001.prefab	朋克风的方形地板。	25001	0	5	2	1800	1						2052	1	2					1	1
8301005			朋克风天花板	Assets/Product/Texture/Image/IconTools/IconDormPunkceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkceiling001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkceiling/Punkceiling001.prefab	裸露着金属架结构的天花板。	25003	0	5	2	1800	1						2053	1	2	Assets/Product/Scene/SuShe/IlluminationSO/GlobalIllumSOPunk.asset	Assets/Product/Scene/SuShe/PointLightPrefab/PointLightPunk.prefab			1	1
8201005			朋克风Logo墙	Assets/Product/Texture/Image/IconTools/IconDormPunkwall001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormPunkwall001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Punkwall/Punkwall001.prefab	非常个性化的墙壁。	25002	0	5	2	1800	1						2054	1	2					1	1
8612018	13	11	纸窗	Assets/Product/Texture/Image/IconTools/IconDormCherrywindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrywindow001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrywindow/Cherrywindow001.prefab	和风的木质格子纸窗，小心不要戳出个洞来哦。	25012	2	3	2	1800	1						2055	1	2					1	1
8508006	2	2	坐垫椅	Assets/Product/Texture/Image/IconTools/IconDormCherrychaircushion001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrychaircushion001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrychaircushion/Cherrychaircushion001.prefab	带有坐垫的靠背椅。	25009	1	3	2	1800	1			1#-1			2056	1	2			BENCH	GOBENCH	1	0.6
8511008	2	2	盆栽竹	Assets/Product/Texture/Image/IconTools/IconDormCherrybamboo001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrybamboo001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrybamboo/Cherrybamboo001.prefab	给房间增加高雅气氛的竹子盆栽。	25011	1	3	2	1800	1						2057	1	2					1	1
8612019	10	7	樱花和扇	Assets/Product/Texture/Image/IconTools/IconDormCherryfan001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryfan001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryfan/Cherryfan001.prefab	纸面绘有樱花的和扇挂饰。	25012	2	3	2	1800	1						2058	1	2					1	1
8612020	6	11	挂画墙	Assets/Product/Texture/Image/IconTools/IconDormCherrypicture001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrypicture001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrypicture/Cherrypicture001.prefab	据说是旧时代某一幅著名画作，但好像只传下来其中一部分。	25012	2	3	2	1800	1						2059	1	2					1	1
8406008	5	2	和风立柜	Assets/Product/Texture/Image/IconTools/IconDormCherrycabinet001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrycabinet001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrycabinet/Cherrycabinet001.prefab	嵌有圆纸窗的壁柜，优雅气质十足。	25006	1	3	2	1800	1	2	20	3#-1			2060	1	2			CABINET	GOCABINET	1	1
8511009	7	11	地铺	Assets/Product/Texture/Image/IconTools/IconDormCherryshakedown001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryshakedown001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryshakedown/Cherryshakedown001.prefab	小心不要着凉哦。	25011	1	3	2	1800	1						2061	1	2					1	0.4
8511010	14	2	樱花折屏	Assets/Product/Texture/Image/IconTools/IconDormCherryscreen001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryscreen001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryscreen/Cherryscreen001.prefab	曲折掩映，含蓄婉转，蕴藏着独特的文化气质。	25011	1	3	2	1800	1						2062	1	2					1	1
8511011	5	3	刀架矮柜	Assets/Product/Texture/Image/IconTools/IconDormCherryshortark001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryshortark001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryshortark/Cherryshortark001.prefab	用于展示武士刀的柜子，受到露西亚的喜爱。	25011	1	3	2	1800	1						2063	1	2					1	1
8407008	11	10	被炉	Assets/Product/Texture/Image/IconTools/IconDormCherryfurnace001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryfurnace001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryfurnace/Cherryfurnace001.prefab	“被炉是最可怕的黑洞！进去就出不来了！”	25007	1	3	2	1800	1						2064	1	2					1	1
8407009	8	4	饮酒茶几	Assets/Product/Texture/Image/IconTools/IconDormCherryteatable001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryteatable001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryteatable/Cherryteatable001.prefab	工作结束之后，摆上一壶小酒和一碟小食，再惬意不过。	25007	1	3	2	1800	1						2065	1	2					1	1
8511012	9	6	浴桶	Assets/Product/Texture/Image/IconTools/IconDormCherrybathbucket001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrybathbucket001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrybathbucket/Cherrybathbucket001.prefab	冒着腾腾热气的温暖浴桶，构造体也要好好清洗身体哦。	25011	1	3	2	1800	1						2066	1	2					1	1
8612021	1	3	和风纸吊灯	Assets/Product/Texture/Image/IconTools/IconDormCherrydroplight001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrydroplight001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrydroplight/Cherrydroplight001.prefab	传统风格的纸吊灯，总是让人想到三途河上的灵魂们悠悠渡河的情形。	25012	2	3	2	1800	1						2067	1	2					1	1
8101006			和风地板	Assets/Product/Texture/Image/IconTools/IconDormCherryfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryfloor001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryfloor/Cherryfloor001.prefab	是柔和的木制地板哟。	25001	0	3	2	1800	1						2068	1	2					1	1
8301006			木梁吊顶	Assets/Product/Texture/Image/IconTools/IconDormCherryceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherryceiling001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherryceiling/Cherryceiling001.prefab	传统形式的横木梁吊顶，给人一种来到居酒屋的感觉。	25003	0	3	2	1800	1						2069	1	2	Assets/Product/Scene/SuShe/IlluminationSO/GlobalIllumSOcherry.asset	Assets/Product/Scene/SuShe/PointLightPrefab/PointLightCherry.prefab			1	1
8201006			樱花墙	Assets/Product/Texture/Image/IconTools/IconDormCherrywall.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCherrywallSp.png	4	Assets/Product/Scene/SuShe/Furniture/Cherrywall/Cherrywall.prefab	樱花色的墙壁，好像能嗅到樱花的芬芳。	25002	0	3	2	1800	1						2070	1	2					1	1
8511013	3	2	bilibili电视	Assets/Product/Texture/Image/IconTools/IconDormQudaobilibili001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQudaobilibili001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Qudao/Qudaobilibili001/Qudaobilibili001.prefab	哔哩哔哩-(゜-゜)つロ乾杯~	25011	1	0	2	1800	1						2071	1	2					1	1
8511014	5	3	OPPOreno2	Assets/Product/Texture/Image/IconTools/IconDormQudaooppo002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQudaooppo002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Qudao/Qudaooppo001/Qudaooppo002.prefab	种类丰富的自动贩卖机，每一件商品上都贴着“OPPO”的标签，很受构造体们的喜爱。	25006	1	0	2	1800	1						2072	1	2					1	1
8511015	3	2	游戏机taptap	Assets/Product/Texture/Image/IconTools/IconDormQudaotaptap001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQudaotaptap001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Qudao/Qudaotaptap001/Qudaotaptap001.prefab	工作之余，用taptap游戏机来一场紧张刺激的对战吧。	25011	1	0	2	1800	1						2073	1	2					1	1
