Id	Type	Site	Quality	Star	WeaponSkillId	Priority	DefaultLock	CharacterId	SuitId	Name	Description	NeedFirstShow
3016003	0	1	6	6		15026	0		1603	海森	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的雷属性伤害。	0
3016004	0	1	6	6		15036	0		1604	达尔文	某位曾经存在的伟人的意识芯片，组合后消除信号球的同时能给构造体带来额外增益。	0
3016005	0	1	6	6		15046	0		1605	汉娜	某位曾经存在的伟人的意识芯片，组合后能够让构造体增幅三消以后的各项增益。	0
3016006	0	1	6	6		15056	0		1606	阿呆芙	某位曾经存在的“主角”的意识芯片，组合后能够提升构造体的必杀技相关的伤害。	0
3016007	0	1	6	6		15066	0		1607	达芬奇	某位曾经存在的伟人的意识芯片，组合后能够在使用QTE技能时获得各种增益。	0
3016008	0	1	6	6		15076	0		1608	凯瑟琳	某位曾经存在的伟人的意识芯片，组合后担任前锋作战时会获得各种增益。	0
3016009	0	1	6	6		15086	0		1609	爱因斯坦娜	某位曾经存在的伟人的意识芯片，组合后能够在使用属性技能的同时强化自身。	0
3016010	0	1	6	6		15096	0		1610	费列特二世	某位曾经存在的伟人的意识芯片，组合后在治疗时能额外强化被治疗者的能力。	0
3016011	0	1	6	6		15106	0		1611	桂尼	某位曾经存在的伟人的意识芯片，组合后在治疗时能给敌我双方带来不同的效果。	0
3016012	0	1	6	6		15116	0		1612	腓特烈	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化构造体。	0
3022001	0	2	2	2		11005	0		1201	施佩尔	某位曾经存在的伟人的意识芯片，组合后能提升构造体的生命值。	0
3023001	0	2	3	3		12005	0		1301	莫德尔	某位曾经存在的伟人的意识芯片，组合后能减少构造体受到的近战伤害。	0
3023002	0	2	3	3		12015	0		1304	赫尔曼	某位曾经存在的伟人的意识芯片，组合后能减少构造体受到的远程伤害。	0
3024001	0	2	4	4		13005	0		1401	阿基米德	某位曾经存在的伟人的意识芯片，组合后能提升三消后的物理伤害。	0
3024002	0	2	4	4		13015	0		1404	爱迪生	某位曾经存在的伟人的意识芯片，组合后能够提升三消后的属性伤害。	0
3024003	0	2	4	4		13025	0		1407	爱丽丝	某位曾经存在的伟人的意识芯片，组合后对敌人造成伤害的同时减弱敌人。	0
3024004	0	2	4	4		13035	0		1410	坎宁安	某位曾经存在的伟人的意识芯片，组合后能够强化构造体对霸体敌人的攻击伤害。	0
3025001	0	2	5	5		14005	0		1501	埃尔温	某位曾经存在的伟人的意识芯片，组合后能够强化构造体的物理攻击。	0
3025002	0	2	5	5		14015	0		1502	爱芙	某位曾经存在的伟人的意识芯片，组合后使用各类技能的同时能为自己带来增益。	0
3025003	0	2	5	5		14025	0		1503	艾克	某位曾经存在的伟人的意识芯片，组合后能强化构造体本身的属性攻击。	0
3025004	0	2	5	5		14035	0		1504	伏尔泰	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时减少敌人的防御。	0
3025005	0	2	5	5		14045	0		1505	歌罗达	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时为敌人添加不同的属性减益。	0
3025006	0	2	5	5		14055	0		1506	黎塞留	某位曾经存在的伟人的意识芯片，组合后能使构造体进行治疗时为目标带来物理增益。	0
3025007	0	2	5	5		14065	0		1507	萨曼达	某位曾经存在的伟人的意识芯片，组合后能让构造体通过使用属性攻击来扰乱战场。	0
3025008	0	2	5	5		14075	0		1508	莫扎特	某位曾经存在的伟人的意识芯片，组合后能使构造体更自由的使用超算空间。	0
3025050	0	2	5	5		14505	1		1550	丽芙·驯鹿	丽芙的圣诞庆祝装扮。	0
3026001	0	2	6	6		15005	0		1601	康德丽娜	某位曾经存在的伟人的意识芯片，组合后能够提高构造体的普通攻击。	0
3026002	0	2	6	6		15015	0		1602	莎士比亚	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的火属性伤害。	0
3026003	0	2	6	6		15025	0		1603	海森	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的雷属性伤害。	0
3026004	0	2	6	6		15035	0		1604	达尔文	某位曾经存在的伟人的意识芯片，组合后消除信号球的同时能给构造体带来额外增益。	0
3026005	0	2	6	6		15045	0		1605	汉娜	某位曾经存在的伟人的意识芯片，组合后能够让构造体增幅三消以后的各项增益。	0
3026006	0	2	6	6		15055	0		1606	阿呆芙	某位曾经存在的“主角”的意识芯片，组合后能够提升构造体的必杀技相关的伤害。	0
3026007	0	2	6	6		15065	0		1607	达芬奇	某位曾经存在的伟人的意识芯片，组合后能够在使用QTE技能时获得各种增益。	0
3026008	0	2	6	6		15075	0		1608	凯瑟琳	某位曾经存在的伟人的意识芯片，组合后担任前锋作战时会获得各种增益。	0
3026009	0	2	6	6		15085	0		1609	爱因斯坦娜	某位曾经存在的伟人的意识芯片，组合后能够在使用属性技能的同时强化自身。	0
3026010	0	2	6	6		15095	0		1610	费列特二世	某位曾经存在的伟人的意识芯片，组合后在治疗时能额外强化被治疗者的能力。	0
3026011	0	2	6	6		15105	0		1611	桂尼	某位曾经存在的伟人的意识芯片，组合后在治疗时能给敌我双方带来不同的效果。	0
3026012	0	2	6	6		15115	0		1612	腓特烈	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化构造体。	0
3032001	0	3	2	2		11004	0		1201	施佩尔	某位曾经存在的伟人的意识芯片，组合后能提升构造体初始能量值。	0
3033001	0	3	3	3		12004	0		1301	莫德尔	某位曾经存在的伟人的意识芯片，组合后能提升构造体的被治疗量。	0
3033002	0	3	3	3		12014	0		1304	赫尔曼	某位曾经存在的伟人的意识芯片，组合后能提升构造体的治疗量。	0
3034001	0	3	4	4		13004	0		1401	阿基米德	某位曾经存在的伟人的意识芯片，组合后能提升超算空间内的物理伤害。	0
3034002	0	3	4	4		13014	0		1404	爱迪生	某位曾经存在的伟人的意识芯片，组合后能提升超算空间内的属性伤害。	0
3034003	0	3	4	4		13024	0		1407	爱丽丝	某位曾经存在的伟人的意识芯片，组合后在造成伤害的同时能减低目标的伤害。	0
3034004	0	3	4	4		13034	0		1410	坎宁安	某位曾经存在的伟人的意识芯片，组合后能够加深敌人受到的伤害。	0
3035001	0	3	5	5		14004	0		1501	埃尔温	某位曾经存在的伟人的意识芯片，组合后能够强化构造体的物理攻击。	0
3035002	0	3	5	5		14014	0		1502	爱芙	某位曾经存在的伟人的意识芯片，组合后使用各类技能的同时能为自己带来增益。	0
3035003	0	3	5	5		14024	0		1503	艾克	某位曾经存在的伟人的意识芯片，组合后能强化构造体本身的属性攻击。	0
3035004	0	3	5	5		14034	0		1504	伏尔泰	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时减少敌人的防御。	0
3035005	0	3	5	5		14044	0		1505	歌罗达	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时为敌人添加不同的属性减益。	0
3035006	0	3	5	5		14054	0		1506	黎塞留	某位曾经存在的伟人的意识芯片，组合后能使构造体进行治疗时为目标带来物理增益。	0
3035007	0	3	5	5		14064	0		1507	萨曼达	某位曾经存在的伟人的意识芯片，组合后能让构造体通过使用属性攻击来扰乱战场。	0
3035008	0	3	5	5		14074	0		1508	莫扎特	某位曾经存在的伟人的意识芯片，组合后能使构造体更自由的使用超算空间。	0
3035050	0	3	5	5		14504	1		1550	丽芙·驯鹿	丽芙的圣诞庆祝装扮。	0
3036001	0	3	6	6		15004	0		1601	康德丽娜	某位曾经存在的伟人的意识芯片，组合后能够提高构造体的普通攻击。	0
3036002	0	3	6	6		15014	0		1602	莎士比亚	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的火属性伤害。	0
3036003	0	3	6	6		15024	0		1603	海森	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的雷属性伤害。	0
3036004	0	3	6	6		15034	0		1604	达尔文	某位曾经存在的伟人的意识芯片，组合后消除信号球的同时能给构造体带来额外增益。	0
3036005	0	3	6	6		15044	0		1605	汉娜	某位曾经存在的伟人的意识芯片，组合后能够让构造体增幅三消以后的各项增益。	0
3036006	0	3	6	6		15054	0		1606	阿呆芙	某位曾经存在的“主角”的意识芯片，组合后能够提升构造体的必杀技相关的伤害。	0
3036007	0	3	6	6		15064	0		1607	达芬奇	某位曾经存在的伟人的意识芯片，组合后能够在使用QTE技能时获得各种增益。	0
3036008	0	3	6	6		15074	0		1608	凯瑟琳	某位曾经存在的伟人的意识芯片，组合后担任前锋作战时会获得各种增益。	0
3036009	0	3	6	6		15084	0		1609	爱因斯坦娜	某位曾经存在的伟人的意识芯片，组合后能够在使用属性技能的同时强化自身。	0
3036010	0	3	6	6		15094	0		1610	费列特二世	某位曾经存在的伟人的意识芯片，组合后在治疗时能额外强化被治疗者的能力。	0
3036011	0	3	6	6		15104	0		1611	桂尼	某位曾经存在的伟人的意识芯片，组合后在治疗时能给敌我双方带来不同的效果。	0
3036012	0	3	6	6		15114	0		1612	腓特烈	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化构造体。	0
3042001	0	4	2	2		11003	0		1201	施佩尔	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的攻击力。	0
3043001	0	4	3	3		12003	0		1301	莫德尔	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的近战攻击力。	0
3043002	0	4	3	3		12013	0		1304	赫尔曼	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的远程攻击力。	0
3044001	0	4	4	4		13003	0		1401	阿基米德	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的物理伤害。	0
3044002	0	4	4	4		13013	0		1404	爱迪生	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的属性伤害。	0
3044003	0	4	4	4		13023	0		1407	爱丽丝	某位曾经存在的伟人的意识芯片，组合后能够提升构造体治疗相关的数值。	0
3044004	0	4	4	4		13033	0		1410	坎宁安	某位曾经存在的伟人的意识芯片，组合后能够为受伤的构造体带来物理增益。	0
3044005	0	4	4	4		13043	1		1413	阿呆芙-永恒	某位曾经存在的“主角”的意识芯片，组合后能够召唤机器人。	0
3045001	0	4	5	5		14003	0		1501	埃尔温	某位曾经存在的伟人的意识芯片，组合后能够强化构造体的物理攻击。	0
3045002	0	4	5	5		14013	0		1502	爱芙	某位曾经存在的伟人的意识芯片，组合后使用各类技能的同时能为自己带来增益。	0
3045003	0	4	5	5		14023	0		1503	艾克	某位曾经存在的伟人的意识芯片，组合后能强化构造体本身的属性攻击。	0
3045004	0	4	5	5		14033	0		1504	伏尔泰	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时减少敌人的防御。	0
3045005	0	4	5	5		14043	0		1505	歌罗达	某位曾经存在的伟人的意识芯片，组合后能在攻击敌人的同时为敌人添加不同的属性减益。	0
3045006	0	4	5	5		14053	0		1506	黎塞留	某位曾经存在的伟人的意识芯片，组合后能使构造体进行治疗时为目标带来物理增益。	0
3045007	0	4	5	5		14063	0		1507	萨曼达	某位曾经存在的伟人的意识芯片，组合后能让构造体通过使用属性攻击来扰乱战场。	0
3045008	0	4	5	5		14073	0		1508	莫扎特	某位曾经存在的伟人的意识芯片，组合后能使构造体更自由的使用超算空间。	0
3045050	0	4	5	5		14503	1		1550	丽芙·驯鹿	丽芙的圣诞庆祝装扮。	0
3046001	0	4	6	6		15003	0		1601	康德丽娜	某位曾经存在的伟人的意识芯片，组合后能够提高构造体的普通攻击。	0
3046002	0	4	6	6		15013	0		1602	莎士比亚	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的火属性伤害。	0
3046003	0	4	6	6		15023	0		1603	海森	某位曾经存在的伟人的意识芯片，组合后能够提升构造体的雷属性伤害。	0
3046004	0	4	6	6		15033	0		1604	达尔文	某位曾经存在的伟人的意识芯片，组合后消除信号球的同时能给构造体带来额外增益。	0
3046005	0	4	6	6		15043	0		1605	汉娜	某位曾经存在的伟人的意识芯片，组合后能够让构造体增幅三消以后的各项增益。	0
3046006	0	4	6	6		15053	0		1606	阿呆芙	某位曾经存在的“主角”的意识芯片，组合后能够提升构造体的必杀技相关的伤害。	0
3046007	0	4	6	6		15063	0		1607	达芬奇	某位曾经存在的伟人的意识芯片，组合后能够在使用QTE技能时获得各种增益。	0
3046008	0	4	6	6		15073	0		1608	凯瑟琳	某位曾经存在的伟人的意识芯片，组合后担任前锋作战时会获得各种增益。	0
3046009	0	4	6	6		15083	0		1609	爱因斯坦娜	某位曾经存在的伟人的意识芯片，组合后能够在使用属性技能的同时强化自身。	0
3046010	0	4	6	6		15093	0		1610	费列特二世	某位曾经存在的伟人的意识芯片，组合后在治疗时能额外强化被治疗者的能力。	0
3046011	0	4	6	6		15103	0		1611	桂尼	某位曾经存在的伟人的意识芯片，组合后在治疗时能给敌我双方带来不同的效果。	0
3046012	0	4	6	6		15113	0		1612	腓特烈	某位曾经存在的伟人的意识芯片，组合后能够通过闪避来强化构造体。	0
3052001	0	5	2	2		11002	0		1201	施佩尔	某位曾经存在的伟人的意识芯片，组合后能提升构造体的生命值。	0
3053001	0	5	3	3		12002	0		1301	莫德尔	某位曾经存在的伟人的意识芯片，组合后能减少构造体受到的近战伤害。	0
3053002	0	5	3	3		12012	0		1304	赫尔曼	某位曾经存在的伟人的意识芯片，组合后能减少构造体受到的远程伤害。	0
3054001	0	5	4	4		13002	0		1401	阿基米德	某位曾经存在的伟人的意识芯片，组合后能提升三消后的物理伤害。	0
3054002	0	5	4	4		13012	0		1404	爱迪生	某位曾经存在的伟人的意识芯片，组合后能够提升三消后的属性伤害。	0
3054003	0	5	4	4		13022	0		1407	爱丽丝	某位曾经存在的伟人的意识芯片，组合后对敌人造成伤害的同时减弱敌人。	0
3054004	0	5	4	4		13032	0		1410	坎宁安	某位曾经存在的伟人的意识芯片，组合后能够强化构造体对霸体敌人的攻击伤害。	0
