Id	IconPath	BigIconPath	Name	Description	SkillEffect[1]	SkillEffect[2]	SkillEffect[3]	SkillEffect[4]	SkillEffect[5]	SkillEffect[6]	SkillDescription[1]	SkillDescription[2]	SkillDescription[3]	SkillDescription[4]	SkillDescription[5]	SkillDescription[6]
1610	Assets/Product/Texture/Image/IconToolsSp/EFeilieteI01001Sp.png	Assets/Product/Texture/Image/RoleWaferBag/EFeilieteI01002.png	费列特二世	辅助能力强化Ⅰ		161002		161004				治疗效果增加10%，下次治疗使目标物理伤害增加10%，防御增加10%，持续5秒。有8秒的冷却时间。		每次释放治疗效果会进行无人机充能，充能满后，下次治疗会清空充能召唤一个治疗无人机，治疗无人机自动跟随血量最低的队友，5米矩形范围持续每秒恢复2%的最大生命值，范围增加物理伤害15%，持续5秒，有12秒的冷却时间。		
1611	Assets/Product/Texture/Image/IconToolsSp/EGuiniweiI01001Sp.png	Assets/Product/Texture/Image/RoleWaferBag/EGuiniweiI01002.png	桂尼	辅助能力强化Ⅱ		161102		161104				治疗效果增加10%，使治疗目标属性伤害、抗性增加10%，持续5秒。有8秒的冷却时间。		每次释放治疗效果会进行无人机充能，充能满后，下次治疗会清空充能召唤一个属性无人机，治疗无人机自动跟随血量最低的队友，5米矩形范围持续每秒恢复2%的最大生命值，范围增加15%的属性攻击力，持续5秒，有12秒的冷却时间。		
1612	Assets/Product/Texture/Image/IconToolsSp/EFeitelieI01001Sp.png	Assets/Product/Texture/Image/RoleWaferBag/EFeitelieI01002.png	腓特烈	闪避强化		161202		161204				每次闪避增加15%移动速度和5%的全伤害，持续5秒，最多可叠加3层。		"下次闪避，被闪避掉伤害的怪物，使其速度减少20%,受到伤害增加15%,持续4秒。有8秒的冷却时间。"		
1613	Assets/Product/Texture/Image/IconToolsSp/EManyinsitanI01001Sp.png	Assets/Product/Texture/Image/RoleWaferBag/EManyinsitanI01002.png	芭斯隆	暗系强化		161302		161304				全攻击力增加3%，暗属性伤害增加7%		造成伤害时，有20%的概率召唤暗区域，持续5秒，冷却时间5秒。暗区域造成持续3秒的侵蚀状态，攻击侵蚀目标时，有20%的概率获得1个随机信号球，冷却时间12秒。侵蚀：每2秒造成80%的暗属性伤害，降低8%暗属性抗性。		
1614	Assets/Product/Texture/Image/IconToolsSp/EBadunI01001Sp.png	Assets/Product/Texture/Image/RoleWaferBag/EBadunI01002.png	巴顿	物理强化		161402		161404				暴击率增加5%，物理伤害增加5%。		每次造成物理伤害，如果没有产生暴击，则下次物理伤害暴击率增加2％，最高可叠加到20％，产生暴击伤害时重置暴击几率增加的效果。每次暴击后，造成物理伤害增加5％，持续3秒，可叠加3层。		
1901	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/RoleWaferBag/EGouliangI01002.png	意识强化素材	低级强化素材								无		无		
1902	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/RoleWaferBag/EGouliangI01002.png	意识强化素材	中级强化素材								无		无		
1903	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/RoleWaferBag/EGouliangI01002.png	意识强化素材	高级强化素材								无		无		
1904	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/RoleWaferBag/EGouliangI01002.png	意识强化素材	高级强化素材								无		无		
1905	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/RoleWaferBag/EGouliangI01002.png	意识强化素材	高级强化素材		190202		190204				造成全伤害减少15%，受到全伤害增加30%。		每5秒减少5%的最大生命值。		
1906	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/RoleWaferBag/EGouliangI01002.png	意识强化素材	高级强化素材		190202		190204				造成全伤害减少15%，受到全伤害增加30%。		每5秒减少5%的最大生命值。		
