Id	EquipId	Times	LevelLimit	AttribId	AttribPromotedId	Exp	LevelUpTemplateId	UseItemId	UseMoney	ItemId[1]	ItemCount[1]	ItemId[2]	ItemCount[2]	ItemId[3]	ItemCount[4]	ItemId[4]	ItemCount[4]	ConditionId	ResId
183	2085001	0	25	20850010	20850010	500	501	1	8000	40103	6							5000	2085001
184	2085001	1	30	20850011	20850011	1680	502	1	16000	40100	6	40103	6					5000	2085001
185	2085001	2	35	20850012	20850012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2085001
186	2085001	3	40	20850013	20850013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2085001
187	2085001	4	45	20850014	20850014	11050	505												2085001
188	2086001	0	25	20860010	20860010	700	601	1	10000	40103	8							5000	2086001
189	2086001	1	30	20860011	20860011	2360	602	1	20000	40100	8	40103	8					5000	2086001
190	2086001	2	35	20860012	20860012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2086001
191	2086001	3	40	20860013	20860013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2086001
192	2086001	4	45	20860014	20860014	15280	605												2086001
193	3012001	0	10	30120010	30120010	50	301												3012001
194	3013001	0	15	30130010	30130010	100	301	1	4000	40104	1							5000	3013001
195	3013001	1	20	30130011	30130011	370	302	1	8000	40100	1	40104	1					5000	3013001
196	3013001	2	25	30130012	30130012	1020	303												3013001
197	3013002	0	15	30130020	30130020	100	301	1	4000	40104	1							5000	3013002
198	3013002	1	20	30130021	30130021	370	302	1	8000	40100	1	40104	1					5000	3013002
199	3013002	2	25	30130022	30130022	1020	303												3013002
200	3014001	0	20	30140010	30140010	300	401	1	6000	40104	2							5000	3014001
201	3014001	1	25	30140011	30140011	760	402	1	12000	40100	2	40104	2					5000	3014001
202	3014001	2	30	30140012	30140012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014001
203	3014001	3	35	30140013	30140013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014001
204	3014002	0	20	30140020	30140020	300	401	1	6000	40104	2							5000	3014002
205	3014002	1	25	30140021	30140021	760	402	1	12000	40100	2	40104	2					5000	3014002
206	3014002	2	30	30140022	30140022	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014002
207	3014002	3	35	30140023	30140023	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014002
208	3014003	0	20	30140030	30140030	300	401	1	6000	40104	2							5000	3014003
209	3014003	1	25	30140031	30140031	760	402	1	12000	40100	2	40104	2					5000	3014003
210	3014003	2	30	30140032	30140032	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014003
211	3014003	3	35	30140033	30140033	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014003
212	3014004	0	20	30140040	30140040	300	401	1	6000	40104	2							5000	3014004
213	3014004	1	25	30140041	30140041	760	402	1	12000	40100	2	40104	2					5000	3014004
214	3014004	2	30	30140042	30140042	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014004
215	3014004	3	35	30140043	30140043	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014004
216	3014005	0	20	30140010	30140010	300	401	1	6000	40104	2							5000	3014005
217	3014005	1	25	30140011	30140011	760	402	1	12000	40100	2	40104	2					5000	3014005
218	3014005	2	30	30140012	30140012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014005
219	3014005	3	35	30140013	30140013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014005
220	3015001	0	25	30150010	30150010	500	501	1	8000	40104	3							5000	3015001
221	3015001	1	30	30150011	30150011	1680	502	1	16000	40100	3	40104	3					5000	3015001
222	3015001	2	35	30150012	30150012	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015001
223	3015001	3	40	30150013	30150013	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015001
224	3015001	4	45	30150014	30150014	11050	505												3015001
225	3015002	0	25	30150020	30150020	500	501	1	8000	40104	3							5000	3015002
226	3015002	1	30	30150021	30150021	1680	502	1	16000	40100	3	40104	3					5000	3015002
227	3015002	2	35	30150022	30150022	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015002
228	3015002	3	40	30150023	30150023	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015002
229	3015002	4	45	30150024	30150024	11050	505												3015002
230	3015003	0	25	30150030	30150030	500	501	1	8000	40104	3							5000	3015003
231	3015003	1	30	30150031	30150031	1680	502	1	16000	40100	3	40104	3					5000	3015003
232	3015003	2	35	30150032	30150032	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015003
233	3015003	3	40	30150033	30150033	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015003
234	3015003	4	45	30150034	30150034	11050	505												3015003
235	3015004	0	25	30150040	30150040	500	501	1	8000	40104	3							5000	3015004
236	3015004	1	30	30150041	30150041	1680	502	1	16000	40100	3	40104	3					5000	3015004
237	3015004	2	35	30150042	30150042	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015004
238	3015004	3	40	30150043	30150043	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015004
239	3015004	4	45	30150044	30150044	11050	505												3015004
240	3015005	0	25	30150050	30150050	500	501	1	8000	40104	3							5000	3015005
241	3015005	1	30	30150051	30150051	1680	502	1	16000	40100	3	40104	3					5000	3015005
242	3015005	2	35	30150052	30150052	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015005
243	3015005	3	40	30150053	30150053	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015005
244	3015005	4	45	30150054	30150054	11050	505												3015005
245	3015006	0	25	30150060	30150060	500	501	1	8000	40104	3							5000	3015006
246	3015006	1	30	30150061	30150061	1680	502	1	16000	40100	3	40104	3					5000	3015006
247	3015006	2	35	30150062	30150062	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015006
248	3015006	3	40	30150063	30150063	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015006
249	3015006	4	45	30150064	30150064	11050	505												3015006
250	3015007	0	25	30150070	30150070	500	501	1	8000	40104	3							5000	3015007
251	3015007	1	30	30150071	30150071	1680	502	1	16000	40100	3	40104	3					5000	3015007
252	3015007	2	35	30150072	30150072	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015007
253	3015007	3	40	30150073	30150073	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015007
254	3015007	4	45	30150074	30150074	11050	505												3015007
255	3015008	0	25	30150080	30150080	500	501	1	8000	40104	3							5000	3015008
256	3015008	1	30	30150081	30150081	1680	502	1	16000	40100	3	40104	3					5000	3015008
257	3015008	2	35	30150082	30150082	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015008
258	3015008	3	40	30150083	30150083	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015008
259	3015008	4	45	30150084	30150084	11050	505												3015008
260	3016001	0	25	30160010	30160010	700	601	1	10000	40104	4							5000	3016001
261	3016001	1	30	30160011	30160011	2360	602	1	20000	40100	4	40104	4					5000	3016001
262	3016001	2	35	30160012	30160012	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016001
263	3016001	3	40	30160013	30160013	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016001
264	3016001	4	45	30160014	30160014	15280	605												3016001
265	3016002	0	25	30160020	30160020	700	601	1	10000	40104	4							5000	3016002
266	3016002	1	30	30160021	30160021	2360	602	1	20000	40100	4	40104	4					5000	3016002
267	3016002	2	35	30160022	30160022	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016002
268	3016002	3	40	30160023	30160023	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016002
269	3016002	4	45	30160024	30160024	15280	605												3016002
270	3016003	0	25	30160030	30160030	700	601	1	10000	40104	4							5000	3016003
271	3016003	1	30	30160031	30160031	2360	602	1	20000	40100	4	40104	4					5000	3016003
272	3016003	2	35	30160032	30160032	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016003
273	3016003	3	40	30160033	30160033	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016003
274	3016003	4	45	30160034	30160034	15280	605												3016003
275	3016004	0	25	30160040	30160040	700	601	1	10000	40104	4							5000	3016004
276	3016004	1	30	30160041	30160041	2360	602	1	20000	40100	4	40104	4					5000	3016004
277	3016004	2	35	30160042	30160042	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016004
278	3016004	3	40	30160043	30160043	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016004
279	3016004	4	45	30160044	30160044	15280	605												3016004
280	3016005	0	25	30160050	30160050	700	601	1	10000	40104	4							5000	3016005
281	3016005	1	30	30160051	30160051	2360	602	1	20000	40100	4	40104	4					5000	3016005
282	3016005	2	35	30160052	30160052	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016005
283	3016005	3	40	30160053	30160053	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016005
284	3016005	4	45	30160054	30160054	15280	605												3016005
285	3016006	0	25	30160060	30160060	700	601	1	10000	40104	4							5000	3016006
286	3016006	1	30	30160061	30160061	2360	602	1	20000	40100	4	40104	4					5000	3016006
287	3016006	2	35	30160062	30160062	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016006
288	3016006	3	40	30160063	30160063	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016006
289	3016006	4	45	30160064	30160064	15280	605												3016006
290	3016007	0	25	30160070	30160070	700	601	1	10000	40104	4							5000	3016007
291	3016007	1	30	30160071	30160071	2360	602	1	20000	40100	4	40104	4					5000	3016007
292	3016007	2	35	30160072	30160072	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016007
293	3016007	3	40	30160073	30160073	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016007
294	3016007	4	45	30160074	30160074	15280	605												3016007
295	3016008	0	25	30160080	30160080	700	601	1	10000	40104	4							5000	3016008
296	3016008	1	30	30160081	30160081	2360	602	1	20000	40100	4	40104	4					5000	3016008
297	3016008	2	35	30160082	30160082	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016008
298	3016008	3	40	30160083	30160083	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016008
299	3016008	4	45	30160084	30160084	15280	605												3016008
300	3016009	0	25	30160090	30160090	700	601	1	10000	40104	4							5000	3016009
301	3016009	1	30	30160091	30160091	2360	602	1	20000	40100	4	40104	4					5000	3016009
302	3016009	2	35	30160092	30160092	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016009
303	3016009	3	40	30160093	30160093	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016009
304	3016009	4	45	30160094	30160094	15280	605												3016009
305	3016010	0	25	30160100	30160100	700	601	1	10000	40104	4							5000	3016010
306	3016010	1	30	30160101	30160101	2360	602	1	20000	40100	4	40104	4					5000	3016010
307	3016010	2	35	30160102	30160102	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016010
308	3016010	3	40	30160103	30160103	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016010
309	3016010	4	45	30160104	30160104	15280	605												3016010
310	3016011	0	25	30160110	30160110	700	601	1	10000	40104	4							5000	3016011
311	3016011	1	30	30160111	30160111	2360	602	1	20000	40100	4	40104	4					5000	3016011
312	3016011	2	35	30160112	30160112	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016011
313	3016011	3	40	30160113	30160113	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016011
