Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	HitFlyHeight1	HitFlyHeight2	HitFlyTime1	HitFlyTime2	HitFlyTime3	OriginType	ImmuneHitValue	Acceleration
901803011	3	0.5	0.2		10	0.4	0.9	0.25	0.1	0.2	0.2	1	1	
901804011	6	0.3	0.2		15	0.1						1		-150
901901011	4	0.5	0.2	2	15	0.4						1	3	-37.5
901902011	6	0.3	0.2		10	0.1						1		-100
901904011	3	0.6	0.2		20	0.5	0.4	0.25	0.1	0.3	0.2	1	1	-30
902002011	2	0.6	0.2		20	0.1						1	0	-40
902101011	5	0.5	0.2		20	0.1						1		-200
902102011	5	0.3	0.2		20	0.1						1		-200
902103011	2	0.15	0.2		5	0.1						1	0	-50
902103021	2	0.15	0.2		5	0.1						1	0	-50
902103031	2	0.15	0.2		5	0.1						1	0	-50
902104011	6	0.5	0.2		20	0.1						1		-200
902106011	3	0.5	0.2		15	0.4	0.9	0.25	0.1	0.2	0.2	1	1	-20
902501011	4	0.5	0.2	2								1	3	
902502011	1	0.3	0.2									1	0	
902502021	2	0.3	0.2									1	0	
902502031	3	0.5	0.2		5	0.3	0.5	0.25	0.1	0.2	0.2	1	1	
902503011	5	0.5	0.2		15	0.2						1		-75
902504011	5	0.3	0.2		15	0.2						1		-75
902505011	6	0.4	0.2									1		
902505021	5	0.4	0.2									1		
903601011	1	0.5	0.2									1	0	
903601021	2	0.5	0.2									1	0	
903601031	1	0.5	0.2									1	0	
903601041	2	0.5	0.2									1	0	
903601051	1	0.5	0.2									1	0	
903601061	2	0.5	0.2									1	0	
903602011	4	0.5	0.2	2	20	0.4						1	3	-50
903603011	3	0.5	0.2		20	0.4	0.9	0.25	0.1	0.2	0.2	1	1	-50
903604011	5	0.3	0.2									1		
903605011	5	0.3	0.2									1		
903606011	3	0.5	0.2		25	0.5	0.9	0.25	0.1	0.2	0.2	1	1	-50
903607011	5	0.5	0.2									1		
960701401	3	0.6	0.2		10	0.6	0.6	0.25	0.1	0.3	0.2	1	1	-6
960701411	3	0.6	0.2		10	0.6	0.6	0.25	0.1	0.3	0.2	1	1	-6
960701421	3	0.6	0.2		10	0.6	0.6	0.25	0.1	0.3	0.2	1	1	-6
960701511	1	0.6	0.2									1	0	
960701521	1	0.6	0.2									1	0	
960701531	1	0.6	0.2									1	0	
960701691	1	0.6	0.2									1	0	
960701701	1	0.6	0.2									1	0	
960701711	1	0.6	0.2									1	0	
960701771	3	0.7	0.2		6	0.7	1	0.25	0.1	0.4	0.2	1	1	
960701901	3	0.6	0.2		5	0.6	0.6	0.25	0.1	0.3	0.2	1	1	-3
960701911	3	0.6	0.2		5	0.6	0.6	0.25	0.1	0.3	0.2	1	1	-3
960701921	3	0.6	0.2		5	0.6	0.6	0.25	0.1	0.3	0.2	1	1	-3
960701931	4	0.6	0.2	2								1	3	
960701941	1	0.6	0.2									1	0	
960701981	1	0.6	0.2									1	0	
960701991	1	0.6	0.2									1	0	
960702001	1	0.6	0.2									1	0	
960702161	6	0.6	0.2									1		
960900021	3	0.5	0.2		8	0.5	0.5	0.25	0.1	0.2	0.2	1	1	
961001011	3	0.6	0		4	0.6	1	0.25	0.1	0.3	0.2	1	1	
961002011	2	0.3	0		3	0.3						1	0	
961201011	2	0.4	0.2									1	0	
904201011	3	0.5	0.2		20	0.5	0.8	0.25	0.1	0.2	0.2	1	1	-40
904202011	6	0.6	0.2									1		
904204111	6	0.6	0.2									1		
904205011	4	0.5	0.2	2	15	0.4						1	3	-37.5
904206011	5	0.3	0.2		20	0.1						1		-200
