Id	SkillId	Level	Name	Intro	Icon	ConditionId[1]	ConditionId[2]	ConditionId[3]	UseSkillPoint	UseCoin
16	101201	16	精准连射	使用双枪根据消球数量朝目标快速射击15发子弹，每发子弹造成<color=#FF6347>15.06%</color>/<color=#FF6347>30.12%</color>/<color=#FF6347>45.18%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lihong1.png	60016			5	24000
17	101201	17	精准连射	使用双枪根据消球数量朝目标快速射击15发子弹，每发子弹造成<color=#FF6347>15.53%</color>/<color=#FF6347>31.06%</color>/<color=#FF6347>46.59%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lihong1.png	60017			5	26000
18	101201	18	精准连射	使用双枪根据消球数量朝目标快速射击15发子弹，每发子弹造成<color=#FF6347>16%</color>/<color=#FF6347>32%</color>/<color=#FF6347>48%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lihong1.png				0	0
19	101206	1	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>50%</color>/<color=#FF6347>75%</color>/<color=#FF6347>100%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>6%</color>/<color=#FF6347>12%</color>/<color=#FF6347>18%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>6%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60101			1	2000
20	101206	2	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>52.94%</color>/<color=#FF6347>79.41%</color>/<color=#FF6347>105.88%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>6.35%</color>/<color=#FF6347>12.71%</color>/<color=#FF6347>19.06%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>6.35%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60102			1	3000
21	101206	3	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>55.88%</color>/<color=#FF6347>83.82%</color>/<color=#FF6347>111.76%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>6.71%</color>/<color=#FF6347>13.41%</color>/<color=#FF6347>20.12%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>6.71%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60103			1	4000
22	101206	4	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>58.82%</color>/<color=#FF6347>88.24%</color>/<color=#FF6347>117.65%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>7.06%</color>/<color=#FF6347>14.12%</color>/<color=#FF6347>21.18%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>7.06%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60104			1	5000
23	101206	5	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>61.76%</color>/<color=#FF6347>92.65%</color>/<color=#FF6347>123.53%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>7.41%</color>/<color=#FF6347>14.82%</color>/<color=#FF6347>22.24%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>7.41%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60105			2	6000
24	101206	6	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>64.71%</color>/<color=#FF6347>97.06%</color>/<color=#FF6347>129.41%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>7.76%</color>/<color=#FF6347>15.53%</color>/<color=#FF6347>23.29%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>7.76%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60106			2	7000
25	101206	7	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>67.65%</color>/<color=#FF6347>101.47%</color>/<color=#FF6347>135.29%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>8.12%</color>/<color=#FF6347>16.24%</color>/<color=#FF6347>24.35%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>8.12%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60107			2	8000
26	101206	8	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>70.59%</color>/<color=#FF6347>105.88%</color>/<color=#FF6347>141.18%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>8.47%</color>/<color=#FF6347>16.94%</color>/<color=#FF6347>25.41%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>8.47%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60108			2	9000
27	101206	9	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>73.53%</color>/<color=#FF6347>110.29%</color>/<color=#FF6347>147.06%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>8.82%</color>/<color=#FF6347>17.65%</color>/<color=#FF6347>26.47%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>8.82%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60109			2	10000
28	101206	10	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>76.47%</color>/<color=#FF6347>114.71%</color>/<color=#FF6347>152.94%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>9.18%</color>/<color=#FF6347>18.35%</color>/<color=#FF6347>27.53%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>9.18%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60110			3	12000
29	101206	11	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>79.41%</color>/<color=#FF6347>119.12%</color>/<color=#FF6347>158.82%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>9.53%</color>/<color=#FF6347>19.06%</color>/<color=#FF6347>28.59%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>9.53%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60111			3	14000
30	101206	12	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>82.35%</color>/<color=#FF6347>123.53%</color>/<color=#FF6347>164.71%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>9.88%</color>/<color=#FF6347>19.76%</color>/<color=#FF6347>29.65%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>9.88%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60112			3	16000
31	101206	13	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>85.29%</color>/<color=#FF6347>127.94%</color>/<color=#FF6347>170.59%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>10.24%</color>/<color=#FF6347>20.47%</color>/<color=#FF6347>30.71%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>10.24%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60113			3	18000
32	101206	14	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>88.24%</color>/<color=#FF6347>132.35%</color>/<color=#FF6347>176.47%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>10.59%</color>/<color=#FF6347>21.18%</color>/<color=#FF6347>31.76%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>10.59%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60114			3	20000
33	101206	15	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>91.18%</color>/<color=#FF6347>136.76%</color>/<color=#FF6347>182.35%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>10.94%</color>/<color=#FF6347>21.88%</color>/<color=#FF6347>32.82%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>10.94%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60115			5	22000
34	101206	16	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>94.12%</color>/<color=#FF6347>141.18%</color>/<color=#FF6347>188.24%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>11.29%</color>/<color=#FF6347>22.59%</color>/<color=#FF6347>33.88%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>11.29%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60116			5	24000
35	101206	17	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>97.06%</color>/<color=#FF6347>145.59%</color>/<color=#FF6347>194.12%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>11.65%</color>/<color=#FF6347>23.29%</color>/<color=#FF6347>34.94%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>11.65%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png	60117			5	26000
36	101206	18	热场射击	朝目标发射爆炎弹，命中后爆炸造成<color=#FF6347>100%</color>/<color=#FF6347>150%</color>/<color=#FF6347>200%</color>的火属性伤害，且使区域变成燃烧区域3/4/5秒，对区域内敌人每秒造成<color=#FF6347>12%</color>/<color=#FF6347>24%</color>/<color=#FF6347>36%</color>的火属性伤害，后续攻击燃烧区域的敌人时，将额外附加<color=#FF6347>12%</color>的火属性伤害。	Assets/Product/Texture/Image/IconSkill/R2lihuang1.png				0	0
37	101211	1	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>100%</color>/<color=#FF6347>200%</color>/<color=#FF6347>300%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60201			1	2000
38	101211	2	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>105.88%</color>/<color=#FF6347>211.76%</color>/<color=#FF6347>317.65%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60202			1	3000
39	101211	3	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>111.76%</color>/<color=#FF6347>223.53%</color>/<color=#FF6347>335.29%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60203			1	4000
40	101211	4	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>117.65%</color>/<color=#FF6347>235.29%</color>/<color=#FF6347>352.94%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60204			1	5000
41	101211	5	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>123.53%</color>/<color=#FF6347>247.06%</color>/<color=#FF6347>370.59%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60205			2	6000
42	101211	6	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>129.41%</color>/<color=#FF6347>258.82%</color>/<color=#FF6347>388.24%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60206			2	7000
43	101211	7	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>135.29%</color>/<color=#FF6347>270.59%</color>/<color=#FF6347>405.88%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60207			2	8000
44	101211	8	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>141.18%</color>/<color=#FF6347>282.35%</color>/<color=#FF6347>423.53%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60208			2	9000
45	101211	9	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>147.06%</color>/<color=#FF6347>294.12%</color>/<color=#FF6347>441.18%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60209			2	10000
46	101211	10	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>152.94%</color>/<color=#FF6347>305.88%</color>/<color=#FF6347>458.82%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60210			3	12000
47	101211	11	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>158.82%</color>/<color=#FF6347>317.65%</color>/<color=#FF6347>476.47%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60211			3	14000
48	101211	12	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>164.71%</color>/<color=#FF6347>329.41%</color>/<color=#FF6347>494.12%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60212			3	16000
49	101211	13	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>170.59%</color>/<color=#FF6347>341.18%</color>/<color=#FF6347>511.76%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60213			3	18000
50	101211	14	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>176.47%</color>/<color=#FF6347>352.94%</color>/<color=#FF6347>529.41%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60214			3	20000
51	101211	15	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>182.35%</color>/<color=#FF6347>364.71%</color>/<color=#FF6347>547.06%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60215			5	22000
52	101211	16	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>188.24%</color>/<color=#FF6347>376.47%</color>/<color=#FF6347>564.71%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60216			5	24000
53	101211	17	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>194.12%</color>/<color=#FF6347>388.24%</color>/<color=#FF6347>582.35%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png	60217			5	26000
54	101211	18	磁弹速射	向目标射出一发电爆弹，根据消球数对目标造成<color=#FF6347>200%</color>/<color=#FF6347>400%</color>/<color=#FF6347>600%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lilan1.png				0	0
55	101216	1	射击模式	普通攻击：连续射击，共造成<color=#FF6347>315%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60001			1	2000
56	101216	2	射击模式	普通攻击：连续射击，共造成<color=#FF6347>333.53%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60002			1	3000
57	101216	3	射击模式	普通攻击：连续射击，共造成<color=#FF6347>352.06%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60003			1	4000
58	101216	4	射击模式	普通攻击：连续射击，共造成<color=#FF6347>370.59%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60004			1	5000
59	101216	5	射击模式	普通攻击：连续射击，共造成<color=#FF6347>389.12%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60005			2	6000
60	101216	6	射击模式	普通攻击：连续射击，共造成<color=#FF6347>407.65%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60006			2	7000
61	101216	7	射击模式	普通攻击：连续射击，共造成<color=#FF6347>426.18%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60007			2	8000
62	101216	8	射击模式	普通攻击：连续射击，共造成<color=#FF6347>444.71%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60008			2	9000
63	101216	9	射击模式	普通攻击：连续射击，共造成<color=#FF6347>463.24%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60009			2	10000
64	101216	10	射击模式	普通攻击：连续射击，共造成<color=#FF6347>481.76%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60010			3	12000
65	101216	11	射击模式	普通攻击：连续射击，共造成<color=#FF6347>500.29%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60011			3	14000
66	101216	12	射击模式	普通攻击：连续射击，共造成<color=#FF6347>518.82%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60012			3	16000
67	101216	13	射击模式	普通攻击：连续射击，共造成<color=#FF6347>537.35%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60013			3	18000
68	101216	14	射击模式	普通攻击：连续射击，共造成<color=#FF6347>555.88%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60014			3	20000
69	101216	15	射击模式	普通攻击：连续射击，共造成<color=#FF6347>574.41%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60015			5	22000
70	101216	16	射击模式	普通攻击：连续射击，共造成<color=#FF6347>592.94%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60016			5	24000
71	101216	17	射击模式	普通攻击：连续射击，共造成<color=#FF6347>611.47%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png	60017			5	26000
72	101216	18	射击模式	普通攻击：连续射击，共造成<color=#FF6347>630%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/lipugong1.png				0	0
73	101217	1	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1000%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60101			1	2000
74	101217	2	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1058.82%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60102			1	3000
75	101217	3	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1117.65%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60103			1	4000
76	101217	4	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1176.47%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60104			1	5000
77	101217	5	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1235.29%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60105			2	6000
78	101217	6	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1294.12%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60106			2	7000
79	101217	7	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1352.94%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60107			2	8000
80	101217	8	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1411.76%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60108			2	9000
81	101217	9	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1470.59%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60109			2	10000
82	101217	10	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1529.41%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60110			3	12000
83	101217	11	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1588.24%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60111			3	14000
84	101217	12	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1647.06%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60112			3	16000
85	101217	13	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1705.88%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60113			3	18000
86	101217	14	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1764.71%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60114			3	20000
87	101217	15	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1823.53%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60115			5	22000
88	101217	16	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1882.35%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60116			5	24000
89	101217	17	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>1941.18%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png	60117			5	26000
90	101217	18	必杀-零死角	必杀技：消耗100点能量，连续朝自身周围射击，共造成<color=#FF6347>2000%</color>的物理伤害。	Assets/Product/Texture/Image/IconSkill/R2lidazhao1.png				0	0
91	101218	1	零死角-速射	QTE：里出场使用双枪朝目标射击，造成<color=#FF6347>150%</color>的物理伤害并使目标进入感电状态，使目标受到攻击时额外受到<color=#FF6347>10%</color>的物理伤害，持续5秒。	Assets/Product/Texture/Image/IconSkill/QTE1.png	60301			1	2000
92	101218	2	零死角-速射	QTE：里出场使用双枪朝目标射击，造成<color=#FF6347>158.82%</color>的物理伤害并使目标进入感电状态，使目标受到攻击时额外受到<color=#FF6347>10.59%</color>的物理伤害，持续5秒。	Assets/Product/Texture/Image/IconSkill/QTE1.png	60302			1	3000
93	101218	3	零死角-速射	QTE：里出场使用双枪朝目标射击，造成<color=#FF6347>167.65%</color>的物理伤害并使目标进入感电状态，使目标受到攻击时额外受到<color=#FF6347>11.18%</color>的物理伤害，持续5秒。	Assets/Product/Texture/Image/IconSkill/QTE1.png	60303			1	4000
94	101218	4	零死角-速射	QTE：里出场使用双枪朝目标射击，造成<color=#FF6347>176.47%</color>的物理伤害并使目标进入感电状态，使目标受到攻击时额外受到<color=#FF6347>11.76%</color>的物理伤害，持续5秒。	Assets/Product/Texture/Image/IconSkill/QTE1.png	60304			1	5000
95	101218	5	零死角-速射	QTE：里出场使用双枪朝目标射击，造成<color=#FF6347>185.29%</color>的物理伤害并使目标进入感电状态，使目标受到攻击时额外受到<color=#FF6347>12.35%</color>的物理伤害，持续5秒。	Assets/Product/Texture/Image/IconSkill/QTE1.png	60305			2	6000
