Id	SkillId	Level	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	SubSkillId[1]	SubSkillId[2]	SubSkillId[3]	SubSkillId[4]	SubSkillId[5]	SubSkillId[6]	SubSkillId[7]	SubSkillId[8]	SubSkillId[9]	SubSkillId[10]	SubSkillId[11]	SubSkillId[12]	SubSkillId[13]	SubSkillId[14]	SubMagicId[1]	SubMagicId[2]	SubMagicId[3]	SubMagicId[4]	SubMagicId[5]	SubMagicId[6]	SubMagicId[7]	SubMagicId[8]	SubMagicId[9]	SubMagicId[10]	Ability	ResonanceAbility
92	101216	17					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						97	0
93	101216	18					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						105	0
94	101216	19					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						110	0
95	101216	20					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						115	0
96	101216	21					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						120	0
97	101216	22					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						125	0
98	101216	23					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						130	0
99	101216	24					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						135	0
100	101216	25					100121	100122	100123	100124	100125										100131	100132	100133	100134	100135						140	0
101	101217	1					100110														100162	100163									0	25
102	101217	2					100110														100162	100163									5	50
103	101217	3					100110														100162	100163									10	75
104	101217	4					100110														100162	100163									15	100
105	101217	5					100110														100162	100163									20	125
106	101217	6					100110														100162	100163									25	150
107	101217	7					100110														100162	100163									30	175
108	101217	8					100110														100162	100163									35	200
109	101217	9					100110														100162	100163									40	225
110	101217	10					100110														100162	100163									45	250
111	101217	11					100110														100162	100163									52	275
112	101217	12					100110														100162	100163									60	300
113	101217	13					100110														100162	100163									67	0
114	101217	14					100110														100162	100163									75	0
115	101217	15					100110														100162	100163									82	0
116	101217	16					100110														100162	100163									90	0
117	101217	17					100110														100162	100163									97	0
118	101217	18					100110														100162	100163									105	0
119	101217	19					100110														100162	100163									110	0
120	101217	20					100110														100162	100163									115	0
121	101217	21					100110														100162	100163									120	0
122	101217	22					100110														100162	100163									125	0
123	101217	23					100110														100162	100163									130	0
124	101217	24					100110														100162	100163									135	0
125	101217	25					100110														100162	100163									140	0
126	101218	1					100118														100164	100166									0	25
127	101218	2					100118														100164	100166									5	50
128	101218	3					100118														100164	100166									10	75
129	101218	4					100118														100164	100166									15	100
130	101218	5					100118														100164	100166									20	125
131	101218	6					100118														100164	100166									25	150
132	101218	7					100118														100164	100166									30	175
133	101218	8					100118														100164	100166									35	200
134	101218	9					100118														100164	100166									40	225
135	101218	10					100118														100164	100166									45	250
136	101218	11					100118														100164	100166									52	275
137	101218	12					100118														100164	100166									60	300
138	101218	13					100118														100164	100166									67	0
139	101218	14					100118														100164	100166									75	0
140	101218	15					100118														100164	100166									82	0
141	101218	16					100118														100164	100166									90	0
142	101218	17					100118														100164	100166									97	0
143	101218	18					100118														100164	100166									105	0
144	101218	19					100118														100164	100166									110	0
145	101218	20					100118														100164	100166									115	0
146	101218	21					100118														100164	100166									120	0
147	101218	22					100118														100164	100166									125	0
148	101218	23					100118														100164	100166									130	0
149	101218	24					100118														100164	100166									135	0
150	101218	25					100118														100164	100166									140	0
151	101221	1	100128				100112	100113	100114												100104	100105	100106								0	25
152	101221	2	100128				100112	100113	100114												100104	100105	100106								5	50
153	101221	3	100128				100112	100113	100114												100104	100105	100106								10	75
154	101221	4	100128				100112	100113	100114												100104	100105	100106								15	100
155	101221	5	100128				100112	100113	100114												100104	100105	100106								20	125
156	101221	6	100128				100112	100113	100114												100104	100105	100106								25	150
157	101221	7	100128				100112	100113	100114												100104	100105	100106								30	175
158	101221	8	100128				100112	100113	100114												100104	100105	100106								35	200
159	101221	9	100128				100112	100113	100114												100104	100105	100106								40	225
160	101221	10	100128				100112	100113	100114												100104	100105	100106								45	250
161	101221	11	100128				100112	100113	100114												100104	100105	100106								52	275
162	101221	12	100128				100112	100113	100114												100104	100105	100106								60	300
163	101221	13	100128				100112	100113	100114												100104	100105	100106								67	0
164	101221	14	100128				100112	100113	100114												100104	100105	100106								75	0
165	101221	15	100128				100112	100113	100114												100104	100105	100106								82	0
166	101221	16	100128				100112	100113	100114												100104	100105	100106								90	0
167	101221	17	100128				100112	100113	100114												100104	100105	100106								97	0
168	101221	18	100128				100112	100113	100114												100104	100105	100106								105	0
169	101221	19	100128				100112	100113	100114												100104	100105	100106								110	0
170	101221	20	100128				100112	100113	100114												100104	100105	100106								115	0
171	101221	21	100128				100112	100113	100114												100104	100105	100106								120	0
172	101221	22	100128				100112	100113	100114												100104	100105	100106								125	0
173	101221	23	100128				100112	100113	100114												100104	100105	100106								130	0
174	101221	24	100128				100112	100113	100114												100104	100105	100106								135	0
175	101221	25	100128				100112	100113	100114												100104	100105	100106								140	0
176	101222	1	100150																												25	0
177	101223	1	100085																												0	25
178	101223	2	100085																												5	50
179	101223	3	100085																												10	75
180	101223	4	100085																												15	100
181	101223	5	100085																												20	125
182	101223	6	100085																												25	150
183	101223	7	100085																												30	175
184	101223	8	100085																												35	200
185	101223	9	100085																												40	225
186	101223	10	100085																												45	250
187	101223	11	100085																												52	275
188	101223	12	100085																												60	300
189	101223	13	100085																												67	0
190	101223	14	100085																												75	0
191	101223	15	100085																												82	0
192	101223	16	100085																												90	0
193	101223	17	100085																												97	0
194	101223	18	100085																												105	0
195	101223	19	100085																												110	0
196	101223	20	100085																												115	0
197	101223	21	100085																												120	0
198	101223	22	100085																												125	0
199	101223	23	100085																												130	0
200	101223	24	100085																												135	0
201	101223	25	100085																												140	0
202	101227	1	100177																												25	0
203	101224	1	100190																												50	0
204	101225	1	100192																												100	0
205	101226	1	100194																												100	0
206	102101	1	100202				100201	100202	100203												100220	100221	100222								0	25
207	102101	2	100202				100201	100202	100203												100220	100221	100222								5	50
208	102101	3	100202				100201	100202	100203												100220	100221	100222								10	75
209	102101	4	100202				100201	100202	100203												100220	100221	100222								15	100
210	102101	5	100202				100201	100202	100203												100220	100221	100222								20	125
211	102101	6	100202				100201	100202	100203												100220	100221	100222								25	150
212	102101	7	100202				100201	100202	100203												100220	100221	100222								30	175
213	102101	8	100202				100201	100202	100203												100220	100221	100222								35	200
214	102101	9	100202				100201	100202	100203												100220	100221	100222								40	225
215	102101	10	100202				100201	100202	100203												100220	100221	100222								45	250
216	102101	11	100202				100201	100202	100203												100220	100221	100222								52	275
217	102101	12	100202				100201	100202	100203												100220	100221	100222								60	300
218	102101	13	100202				100201	100202	100203												100220	100221	100222								67	0
219	102101	14	100202				100201	100202	100203												100220	100221	100222								75	0
220	102101	15	100202				100201	100202	100203												100220	100221	100222								82	0
221	102101	16	100202				100201	100202	100203												100220	100221	100222								90	0
222	102101	17	100202				100201	100202	100203												100220	100221	100222								97	0
223	102101	18	100202				100201	100202	100203												100220	100221	100222								105	0
224	102101	19	100202				100201	100202	100203												100220	100221	100222								110	0
225	102101	20	100202				100201	100202	100203												100220	100221	100222								115	0
226	102101	21	100202				100201	100202	100203												100220	100221	100222								120	0
227	102101	22	100202				100201	100202	100203												100220	100221	100222								125	0
228	102101	23	100202				100201	100202	100203												100220	100221	100222								130	0
229	102101	24	100202				100201	100202	100203												100220	100221	100222								135	0
230	102101	25	100202				100201	100202	100203												100220	100221	100222								140	0
231	102106	1					100204	100205	100206												100230	100231	100232								0	25
232	102106	2					100204	100205	100206												100230	100231	100232								5	50
233	102106	3					100204	100205	100206												100230	100231	100232								10	75
234	102106	4					100204	100205	100206												100230	100231	100232								15	100
235	102106	5					100204	100205	100206												100230	100231	100232								20	125
236	102106	6					100204	100205	100206												100230	100231	100232								25	150
237	102106	7					100204	100205	100206												100230	100231	100232								30	175
238	102106	8					100204	100205	100206												100230	100231	100232								35	200
239	102106	9					100204	100205	100206												100230	100231	100232								40	225
240	102106	10					100204	100205	100206												100230	100231	100232								45	250
241	102106	11					100204	100205	100206												100230	100231	100232								52	275
242	102106	12					100204	100205	100206												100230	100231	100232								60	300
243	102106	13					100204	100205	100206												100230	100231	100232								67	0
244	102106	14					100204	100205	100206												100230	100231	100232								75	0
245	102106	15					100204	100205	100206												100230	100231	100232								82	0
246	102106	16					100204	100205	100206												100230	100231	100232								90	0
247	102106	17					100204	100205	100206												100230	100231	100232								97	0
248	102106	18					100204	100205	100206												100230	100231	100232								105	0
249	102106	19					100204	100205	100206												100230	100231	100232								110	0
250	102106	20					100204	100205	100206												100230	100231	100232								115	0
251	102106	21					100204	100205	100206												100230	100231	100232								120	0
252	102106	22					100204	100205	100206												100230	100231	100232								125	0
253	102106	23					100204	100205	100206												100230	100231	100232								130	0
254	102106	24					100204	100205	100206												100230	100231	100232								135	0
255	102106	25					100204	100205	100206												100230	100231	100232								140	0
256	102111	1	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					0	25
257	102111	2	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					5	50
258	102111	3	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					10	75
259	102111	4	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					15	100
260	102111	5	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					20	125
261	102111	6	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					25	150
262	102111	7	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					30	175
263	102111	8	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					35	200
264	102111	9	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					40	225
265	102111	10	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					45	250
266	102111	11	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					52	275
267	102111	12	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					60	300
268	102111	13	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					67	0
269	102111	14	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					75	0
270	102111	15	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					82	0
271	102111	16	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					90	0
272	102111	17	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					97	0
273	102111	18	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					105	0
274	102111	19	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					110	0
275	102111	20	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					115	0
276	102111	21	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					120	0
277	102111	22	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					125	0
278	102111	23	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					130	0
279	102111	24	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					135	0
280	102111	25	100243				100220	100221	100222												100237	100238	100239	100244	100246	100247					140	0
281	102116	1					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					0	25
282	102116	2					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					5	50
283	102116	3					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					10	75
284	102116	4					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					15	100
285	102116	5					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					20	125
286	102116	6					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					25	150
287	102116	7					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					30	175
288	102116	8					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					35	200
289	102116	9					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					40	225
290	102116	10					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					45	250
291	102116	11					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					52	275
292	102116	12					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					60	300
293	102116	13					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					67	0
294	102116	14					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					75	0
295	102116	15					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					82	0
296	102116	16					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					90	0
297	102116	17					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					97	0
298	102116	18					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					105	0
299	102116	19					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					110	0
300	102116	20					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					115	0
301	102116	21					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					120	0
302	102116	22					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					125	0
303	102116	23					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					130	0
304	102116	24					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					135	0
305	102116	25					100208	100209	100210	100211	100212	100213	100231	100232							100205	100206	100207	100208	100209	100210					140	0
306	102117	1					100207														100262	100263									0	25
307	102117	2					100207														100262	100263									5	50
308	102117	3					100207														100262	100263									10	75
309	102117	4					100207														100262	100263									15	100
310	102117	5					100207														100262	100263									20	125
311	102117	6					100207														100262	100263									25	150
312	102117	7					100207														100262	100263									30	175
313	102117	8					100207														100262	100263									35	200
314	102117	9					100207														100262	100263									40	225
315	102117	10					100207														100262	100263									45	250
316	102117	11					100207														100262	100263									52	275
317	102117	12					100207														100262	100263									60	300
318	102117	13					100207														100262	100263									67	0
319	102117	14					100207														100262	100263									75	0
320	102117	15					100207														100262	100263									82	0
321	102117	16					100207														100262	100263									90	0
322	102117	17					100207														100262	100263									97	0
323	102117	18					100207														100262	100263									105	0
324	102117	19					100207														100262	100263									110	0
325	102117	20					100207														100262	100263									115	0
326	102117	21					100207														100262	100263									120	0
327	102117	22					100207														100262	100263									125	0
328	102117	23					100207														100262	100263									130	0
329	102117	24					100207														100262	100263									135	0
330	102117	25					100207														100262	100263									140	0
331	102118	1					100225														100253	100254	100255	100256							0	25
332	102118	2					100225														100253	100254	100255	100256							5	50
333	102118	3					100225														100253	100254	100255	100256							10	75
334	102118	4					100225														100253	100254	100255	100256							15	100
335	102118	5					100225														100253	100254	100255	100256							20	125
336	102118	6					100225														100253	100254	100255	100256							25	150
337	102118	7					100225														100253	100254	100255	100256							30	175
338	102118	8					100225														100253	100254	100255	100256							35	200
339	102118	9					100225														100253	100254	100255	100256							40	225
340	102118	10					100225														100253	100254	100255	100256							45	250
341	102118	11					100225														100253	100254	100255	100256							52	275
342	102118	12					100225														100253	100254	100255	100256							60	300
343	102118	13					100225														100253	100254	100255	100256							67	0
344	102118	14					100225														100253	100254	100255	100256							75	0
345	102118	15					100225														100253	100254	100255	100256							82	0
346	102118	16					100225														100253	100254	100255	100256							90	0
347	102118	17					100225														100253	100254	100255	100256							97	0
348	102118	18					100225														100253	100254	100255	100256							105	0
349	102118	19					100225														100253	100254	100255	100256							110	0
350	102118	20					100225														100253	100254	100255	100256							115	0
351	102118	21					100225														100253	100254	100255	100256							120	0
352	102118	22					100225														100253	100254	100255	100256							125	0
353	102118	23					100225														100253	100254	100255	100256							130	0
354	102118	24					100225														100253	100254	100255	100256							135	0
355	102118	25					100225														100253	100254	100255	100256							140	0
356	102121	1	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							0	25
357	102121	2	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							5	50
358	102121	3	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							10	75
359	102121	4	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							15	100
360	102121	5	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							20	125
361	102121	6	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							25	150
362	102121	7	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							30	175
363	102121	8	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							35	200
364	102121	9	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							40	225
365	102121	10	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							45	250
366	102121	11	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							52	275
367	102121	12	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							60	300
368	102121	13	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							67	0
369	102121	14	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							75	0
370	102121	15	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							82	0
371	102121	16	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							90	0
372	102121	17	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							97	0
373	102121	18	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							105	0
374	102121	19	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							110	0
375	102121	20	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							115	0
376	102121	21	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							120	0
377	102121	22	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							125	0
378	102121	23	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							130	0
379	102121	24	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							135	0
380	102121	25	100201	100219			100214	100215	100216	100217											100211	100212	100213	100214							140	0
381	102122	1	100203																												25	0
382	102123	1	100085																												0	25
383	102123	2	100085																												5	50
384	102123	3	100085																												10	75
385	102123	4	100085																												15	100
386	102123	5	100085																												20	125
387	102123	6	100085																												25	150
388	102123	7	100085																												30	175
389	102123	8	100085																												35	200
390	102123	9	100085																												40	225
391	102123	10	100085																												45	250
392	102123	11	100085																												52	275
393	102123	12	100085																												60	300
394	102123	13	100085																												67	0
395	102123	14	100085																												75	0
396	102123	15	100085																												82	0
397	102123	16	100085																												90	0
398	102123	17	100085																												97	0
399	102123	18	100085																												105	0
400	102123	19	100085																												110	0
401	102123	20	100085																												115	0
402	102123	21	100085																												120	0
403	102123	22	100085																												125	0
404	102123	23	100085																												130	0
405	102123	24	100085																												135	0
406	102123	25	100085																												140	0
407	102127	1	100278																												25	0
408	102124	1	100251																												50	0
409	102125	1	100290																												100	0
410	102126	1	100292																												100	0
411	103101	1	100340				100306	100307	100308												100305	100306	100307								0	25
412	103101	2	100340				100306	100307	100308												100305	100306	100307								5	50
413	103101	3	100340				100306	100307	100308												100305	100306	100307								10	75
414	103101	4	100340				100306	100307	100308												100305	100306	100307								15	100
415	103101	5	100340				100306	100307	100308												100305	100306	100307								20	125
416	103101	6	100340				100306	100307	100308												100305	100306	100307								25	150
417	103101	7	100340				100306	100307	100308												100305	100306	100307								30	175
418	103101	8	100340				100306	100307	100308												100305	100306	100307								35	200
419	103101	9	100340				100306	100307	100308												100305	100306	100307								40	225
420	103101	10	100340				100306	100307	100308												100305	100306	100307								45	250
421	103101	11	100340				100306	100307	100308												100305	100306	100307								52	275
422	103101	12	100340				100306	100307	100308												100305	100306	100307								60	300
423	103101	13	100340				100306	100307	100308												100305	100306	100307								67	0
424	103101	14	100340				100306	100307	100308												100305	100306	100307								75	0
425	103101	15	100340				100306	100307	100308												100305	100306	100307								82	0
426	103101	16	100340				100306	100307	100308												100305	100306	100307								90	0
427	103101	17	100340				100306	100307	100308												100305	100306	100307								97	0
428	103101	18	100340				100306	100307	100308												100305	100306	100307								105	0
429	103101	19	100340				100306	100307	100308												100305	100306	100307								110	0
430	103101	20	100340				100306	100307	100308												100305	100306	100307								115	0
431	103101	21	100340				100306	100307	100308												100305	100306	100307								120	0
432	103101	22	100340				100306	100307	100308												100305	100306	100307								125	0
433	103101	23	100340				100306	100307	100308												100305	100306	100307								130	0
434	103101	24	100340				100306	100307	100308												100305	100306	100307								135	0
435	103101	25	100340				100306	100307	100308												100305	100306	100307								140	0
436	103106	1	100337				100312	100313	100314												100311	100312	100313	100317	100318	100319					0	25
